timestamp_ns,pos_x,pos_y,vel_n,vel_e,distance_traveled,yaw_imu_deg,q_pos,q_vel,q_ori,r_fixed,r_float,error_percent
1776357691733286370,-0.0014106935591799473,0.019157475929135987,-0.23956936741390802,3.2533957213629257,0.019221387858612497,184.21147180832588,0.01,0.1,0.001,0.0001,0.25,0.0
1776357694647866481,-0.031603952750720074,0.4497545757938291,-0.47579705479847123,6.948706171351612,0.4532957035462701,183.63103820378447,0.01,0.1,0.001,0.0001,0.25,0.0
1776357694749927338,-0.0818740888591947,1.1895874034144904,-0.5091799239687709,7.547341775886314,1.2102193963051744,183.27984589240182,0.01,0.1,0.001,0.0001,0.25,0.0
1776357694846632436,-0.13142979145484446,1.923281578082419,-0.5157442338181241,7.627115343216065,1.9842936958545092,184.6592282976227,0.01,0.1,0.001,0.0001,0.25,0.0
1776357694949457647,-0.18456665468840108,2.7074963445191313,-0.5177236193753956,7.62521047717956,2.8495087170172173,184.99062616414167,0.01,0.1,0.001,0.0001,0.25,0.0
1776357695048098102,-0.23554300410471427,3.4590722356487786,-0.5160135019026915,7.615816136423823,3.725949653928832,185.0349189497221,0.01,0.1,0.001,0.0001,0.25,0.0
1776357695151193588,-0.28881292869806646,4.244174151848673,-0.5172903351263477,7.613205279713907,4.699994747920551,184.7699004928122,0.01,0.1,0.001,0.0001,0.25,0.0
1776357695248771871,-0.3395024582063097,4.987025255959792,-0.5215501054576417,7.6109204079708,5.683706879625313,185.26284488608835,0.01,0.1,0.001,0.0001,0.25,0.0
1776357695357883099,-0.3967027861501794,5.816858863024601,-0.5270451102893986,7.601571924033829,6.861200528190156,185.93978413892142,0.01,0.1,0.001,0.0001,0.25,13.6
1776357695449414270,-0.4450820780402761,6.512515355944836,-0.5299927002114645,7.597807550299454,7.917009597597121,185.616154709679,0.01,0.1,0.001,0.0001,0.25,13.6
1776357695547307535,-0.497197073860119,7.256302881503167,-0.5346969909293735,7.5974908163865775,9.118510988857293,185.9531974518263,0.01,0.1,0.001,0.0001,0.25,37.2
1776357695650039483,-0.5523031510804449,8.036161941914738,-0.5385312215946758,7.590793083405864,10.46240755293362,186.64716628068933,0.01,0.1,0.001,0.0001,0.25,82.4
1776357695748833307,-0.6057418940094237,8.78579329455718,-0.5431390503663538,7.582729058776786,11.838713315340907,186.99222127772802,0.01,0.1,0.001,0.0001,0.25,82.4
1776357695846436664,-0.6590127188706348,9.525741808069764,-0.5482953660787245,7.577638293316956,13.280671542363097,186.65417242953257,0.01,0.1,0.001,0.0001,0.25,109.2
1776357695948810148,-0.7155335458973408,10.301368345629902,-0.5558115110499152,7.5738490300901775,14.882922891669049,187.01812074865768,0.01,0.1,0.001,0.0001,0.25,136.8
1776357696047426581,-0.770706363974853,11.04784879580954,-0.5631120214096371,7.565028615303047,16.514811695018558,187.01196215705028,0.01,0.1,0.001,0.0001,0.25,165.6
1776357696146450032,-0.8267770280178806,11.796725858243377,-0.5694006537763542,7.5607556042586905,18.24206935507618,187.01403112443822,0.01,0.1,0.001,0.0001,0.25,230.2
1776357696247958843,-0.8850145884803426,12.564099024937684,-0.5780146364991611,7.558279221723203,20.10651127110888,187.37027128942623,0.01,0.1,0.001,0.0001,0.25,264.8
1776357696346186921,-0.9421721509276215,13.306187423016103,-0.5857364734183558,7.55094097494362,22.002022077051045,187.37164492912308,0.01,0.1,0.001,0.0001,0.25,264.8
1776357696448237085,-1.0023681242564508,14.076436226234634,-0.5939620599091566,7.54411162085839,24.06720465614538,187.36593890733596,0.01,0.1,0.001,0.0001,0.25,340.0
1776357696546809442,-1.0613791127880257,14.819882637753114,-0.6033710856112826,7.540418440064291,26.15556030577742,187.69881840749397,0.01,0.1,0.001,0.0001,0.25,340.0
1776357696649053218,-1.1234590399648798,15.59034269114802,-0.6109728798301474,7.530532171530755,28.419417774500495,188.05626784643172,0.01,0.1,0.001,0.0001,0.25,423.2
1776357696747747612,-1.1840674578943813,16.333265487093318,-0.6172231420787476,7.5243868271271195,30.699382774733746,188.06837381089267,0.01,0.1,0.001,0.0001,0.25,423.2
1776357696846090043,-1.2451250806669787,17.073039167276058,-0.6245292403461996,7.5206753306885465,33.064330337001486,187.36279589983005,0.01,0.1,0.001,0.0001,0.25,468.4
1776357696948268671,-1.3093554948544728,17.841077030507446,-0.6326554452641205,7.51216311255748,35.62053432894445,186.9687164730294,0.01,0.1,0.001,0.0001,0.25,514.0
1776357697046748433,-1.3721274292511614,18.580365168520025,-0.6423030484522236,7.503491573282512,38.17948743084727,186.9769170351106,0.01,0.1,0.001,0.0001,0.25,561.2
1776357697149470319,-1.438644418888017,19.351184048559862,-0.6526371959138964,7.502665415032924,40.94982008979549,186.25678380308517,0.01,0.1,0.001,0.0001,0.25,612.4
1776357697247057669,-1.5028854027346603,20.08295671505057,-0.6640809795247875,7.496145508500167,43.6765940370367,186.2529526230143,0.01,0.1,0.001,0.0001,0.25,663.6
1776357697350632224,-1.5720757944621626,20.858927777795948,-0.6721159406717698,7.489318778008357,46.67272733959097,185.89329038089573,0.01,0.1,0.001,0.0001,0.25,663.6
1776357697447908574,-1.637740181098722,21.58745047297071,-0.6777345164666994,7.486785370505598,49.58338770521377,185.55181687111275,0.01,0.1,0.001,0.0001,0.25,773.6
1776357697550561237,-1.7078754620189873,22.355385405335237,-0.6888608954049262,7.476530401743312,52.75508985775717,185.90035450967562,0.01,0.1,0.001,0.0001,0.25,833.4
1776357697649529944,-1.7764155702819757,23.095150190783,-0.6960185276437506,7.470703491317882,55.912151431502444,185.55980713094715,0.01,0.1,0.001,0.0001,0.25,833.4
1776357697757062845,-1.851632671614932,23.89847258811551,-0.7029455765698938,7.470302982786053,59.45186855993997,185.22297642207425,0.01,0.1,0.001,0.0001,0.25,955.2
1776357697848635102,-1.916325167351328,24.582185655924363,-0.7100859911787332,7.463548882085409,62.55635759761076,185.21541593135083,0.01,0.1,0.001,0.0001,0.25,955.2
1776357697947571512,-1.9868651061877447,25.32022049591266,-0.7157521700143266,7.454499765301004,66.00442315426632,185.56027042827952,0.01,0.1,0.001,0.0001,0.25,1089.0
