timestamp_ns,fix_time,fix_date,gga_fix_quality,avg_snr,latitude,longitude,altitude_m,speed_over_ground,true_course,num_of_fix_satellites,hdop,vdop,pdop,geoid_separation
1774373947072218096,00:20:03.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373947512815821,00:20:04.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373948611904011,00:20:05.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373949614057383,00:20:06.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373950616404454,00:20:07.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373951518702689,00:20:08.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373952994465961,00:20:09.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373953497807408,00:20:10.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373954501373413,00:20:11.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373955501573658,00:20:12.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373956504583229,00:20:13.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373957503936177,00:20:14.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373958503200970,00:20:15.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373959501102999,00:20:16.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373960501768206,00:20:17.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373961506097449,00:20:18.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373962508549027,00:20:19.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373963504445008,00:20:20.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373964507570400,00:20:21.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373965506407294,00:20:22.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373966506364853,00:20:23.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373967505528049,00:20:24.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373968509421433,00:20:25.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373969513145149,00:20:26.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373970512797847,00:20:27.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373971511902570,00:20:28.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373972514490796,00:20:29.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373973509933551,00:20:30.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373974509516095,00:20:31.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373975516773281,00:20:32.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373976516079216,00:20:33.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373977520144448,00:20:34.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373978517873554,00:20:35.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373979522368001,00:20:36.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373980525970368,00:20:37.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373981520056921,00:20:38.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373982528495251,00:20:39.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373983531926363,00:20:40.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373984527138865,00:20:41.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373985530878234,00:20:42.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373986530152101,00:20:43.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373987530042887,00:20:44.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373988533248586,00:20:45.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373989536422805,00:20:46.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373990535797126,00:20:47.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373991534263872,00:20:48.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373992539116333,00:20:49.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373993540410966,00:20:50.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373994538133459,00:20:51.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373995541014797,00:20:52.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373996546184453,00:20:53.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373997545881649,00:20:54.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373998543426738,00:20:55.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774373999546900512,00:20:56.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374000546226712,00:20:57.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374001544321458,00:20:58.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374002478235820,00:20:59.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374003552647207,00:21:00.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374004476981606,00:21:01.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374005480491903,00:21:02.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374006554465025,00:21:03.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374007475082082,00:21:04.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374008478493939,00:21:05.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374009477883819,00:21:06.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374010477215948,00:21:07.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374011476768694,00:21:08.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374012476008028,00:21:09.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1774374013475590070,00:21:10.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
