timestamp_ns,pos_x,pos_y,vel_n,vel_e,last_gps_pos_x,last_gps_pos_y,distance_traveled,relative_distance,yaw_imu_deg,euler_x,q_pos,q_vel,q_ori,r_fixed,r_float,error_percent
1776450499883081536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008825887758166894,0.0,0.0,0.01,0.1,0.001,0.0001,0.25,0.0
1776450502829330272,-0.0006290454631689159,0.00003503581407177931,-0.04558817824691801,0.0005528911205347277,0.004515995388250968,0.0,0.09476372750006044,0.09564629695031718,0.8730424808888001,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450502886224352,-0.0038119957386934787,0.00008365788021413112,-0.06648949703932072,0.0011591834232469646,0.004515995388250968,0.0,0.1889319860505949,0.1897969631559105,1.0661305228982076,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450502987623191,-0.012333998497022979,0.00020175886835145792,-0.10140964305866523,0.0011676234219630385,0.004515995388250968,0.0,0.4363184472250653,0.4371723370305263,1.7589496058289527,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450503137217607,-0.03190521143805953,0.0004474171146104205,-0.1604871732881879,0.002119710520925738,0.004515995388250968,0.0,0.4363184472250653,0.986010047767698,1.749191287740477,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450503188434739,-0.040641729495356535,0.0005633044437207346,-0.17982136601553667,0.00239438164195849,0.004515995388250968,0.0,0.6756020797017076,1.225292017452629,2.0974344059250325,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450503290627820,-0.06089318602458564,0.0009429994950662515,-0.21694140661504585,0.005044533238486077,0.004515995388250968,0.0,0.6756020797017076,1.7779928589775347,1.7076121664397308,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450503388687491,-0.013072757408468107,-0.0038977140089266693,-0.1503256840471042,-0.0012371018222938975,0.0,-0.0037106500001296513,0.6756020797017076,0.3300433135141176,1.3099712219158641,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450503491279053,-0.030397994531751432,-0.0039405385819767606,-0.18713107006485377,0.00040297520602421686,0.0,-0.0037106500001296513,1.1208218098044325,0.7752499938761036,2.058436617161066,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450503590127799,-0.05063315024404452,-0.0039454549797952616,-0.22273550642361784,-0.000502557693610431,0.0,-0.0037106500001296513,1.1208218098044325,1.3001291736600071,2.058436617161066,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450503692334120,-0.07525093088597264,-0.003936339327998587,-0.2585116468132807,0.0006807574079086713,0.0,-0.0037106500001296513,1.1208218098044325,1.944178205191339,2.4214926740113283,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
