timestamp_ns,pos_x,pos_y,vel_n,vel_e,distance_traveled,yaw_imu_deg,q_pos,q_vel,q_ori,r_fixed,r_float,error_percent
1776358443135578318,0.0017470180722500492,-0.0027997379441975306,0.0037577608983879024,0.0017446325602086291,0.04990701399942826,359.65879450601466,0.01,0.1,0.001,0.0001,0.25,0.0
1776358443225596706,0.004012673644881954,-0.008344044059418297,0.005501627134969794,0.004439425293763509,0.18021942448018802,359.6567795755151,0.01,0.1,0.001,0.0001,0.25,0.0
1776358443330017577,0.004666155200011325,-0.007773011608598703,0.007014341568390798,0.006497416346160683,0.43645215202408366,359.6567795755151,0.01,0.1,0.001,0.0001,0.25,0.0
1776358443428679114,0.005425769293488815,-0.0069820347116868586,0.008384452449821677,0.009537160175386318,0.7804671768057856,359.99598930938697,0.01,0.1,0.001,0.0001,0.25,0.0
1776358443537266743,0.006418528381385777,-0.005862303623182189,0.009900586267957538,0.011086500243760584,1.273589636817289,359.99598930938697,0.01,0.1,0.001,0.0001,0.25,0.0
1776358443629648706,0.007311925387110137,-0.004749693358846508,0.00944080627420165,0.013000699210757506,1.7875344814769556,359.6799583490084,0.01,0.1,0.001,0.0001,0.25,0.0
1776358443841026762,0.009653119879393149,-0.0018354524061648266,0.012711143917922038,0.014573310827468718,3.289762772756264,359.6717051776172,0.01,0.1,0.001,0.0001,0.25,0.0
1776358443854379706,0.009824297715286779,-0.001638983800261918,0.012929492269928547,0.014855616229542585,3.3998992094589893,359.624961135212,0.01,0.1,0.001,0.0001,0.25,0.0
1776358443931535150,0.010861988505033603,-0.00047482583439941014,0.013965436878962735,0.015317096412176582,4.071930041420237,359.632740792271,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444040205076,0.012445417120352334,0.0013814214146361963,0.015177838285385672,0.018847452484029976,5.120959843191338,0.011347334756614572,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444132469261,0.013892399348515822,0.00315390263884573,0.01618972533835267,0.01957625203018495,6.105914871068241,359.6941166911824,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444230927928,0.015592290837325074,0.005207786394014669,0.018339983498494916,0.02214406277672841,7.2526336701605665,359.68838551284756,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444331647465,0.04319185083732246,-0.20685860113570934,0.04356555118592934,-0.07803406584591285,12.892142693592334,359.2728736946873,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444430073946,0.04761863798027283,-0.21435089768718296,0.04637783900867804,-0.0741942953609407,13.896152558825579,359.29032890233174,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444534039761,0.052512093439545215,-0.2217962589114088,0.04775788229988891,-0.06903260331600117,15.063594861756263,359.98341575733417,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444631591428,0.057314464990259474,-0.22835260459540985,0.0507060919404316,-0.06539344967111127,16.258882942669178,359.9660925309478,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444735387928,0.0626829083097391,-0.23506139343445293,0.052731106869333966,-0.06386903548894458,17.637040528993612,359.5812123659348,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444833596872,0.0680717857335947,-0.24113109568330265,0.05700391132253721,-0.05972978376573784,19.041920107851286,359.5812123659348,0.01,0.1,0.001,0.0001,0.25,0.0
1776358444931994983,0.07385659963518675,-0.24682122622762984,0.06057867476416702,-0.05592826089301987,20.547718325585286,358.9217252758943,0.01,0.1,0.001,0.0001,0.25,0.0
1776358445034245754,0.08021538127604946,-0.25229063019013237,0.06379987720603318,-0.05105395416285775,22.216690506920884,358.6089817370944,0.01,0.1,0.001,0.0001,0.25,0.0
1776358445137159253,0.08658498615017357,-0.2570463228356003,0.06583074274821016,-0.045731230809642545,23.920848280025325,358.96755041803027,0.01,0.1,0.001,0.0001,0.25,0.0
1776358445230903863,0.09319548512906536,-0.26132627476206877,0.06857772795920797,-0.04129121560095099,25.72486110612301,358.96755041803027,0.01,0.1,0.001,0.0001,0.25,0.0
1776358445330357628,-0.12060883095108849,-0.3766794846543223,-0.011359771096193367,-0.015333933429424698,36.189369417450045,358.00676083631305,0.01,0.1,0.001,0.0001,0.25,0.0
1776358445429245498,-0.12131945983658507,-0.37749997227372983,-0.003012686841913975,-0.0012604156595965657,37.43327994807768,358.11778363219645,0.01,0.1,0.001,0.0001,0.25,0.0
1776358445530833901,-0.12120132752362864,-0.37701025001278643,0.005338054343991762,0.010900320289770997,38.8145605518682,358.11778363219645,0.01,0.1,0.001,0.0001,0.25,0.0
1776358445630630752,-0.12031776794541121,-0.3753439365279618,0.012370852942739588,0.02249707784938286,40.273013015797616,358.3391690055373,0.01,0.1,0.001,0.0001,0.25,0.0
1776358445739968800,-0.11848952905015488,-0.3720718837019338,0.02107112172811622,0.03735500604055504,41.98686384265694,358.0898914144269,0.01,0.1,0.001,0.0001,0.25,0.0
1776358445831074840,-0.11625623344319902,-0.36813451811647824,0.027961224819654525,0.04909045745743463,43.50715859912726,358.7243933242227,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446084847603,-0.10669834528845731,-0.35172981286836585,0.04736440258141601,0.08019487159620853,48.18669055928062,359.26239962258586,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446120683950,-0.10495203535694046,-0.34876208392569524,0.05007658669856579,0.08539912685140683,48.90037096096061,359.3030162895409,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446132980469,-0.10433052550654791,-0.34770126145435765,0.05098877828513339,0.08710402845808488,49.14826835082117,359.3309925365047,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446233334043,-0.0988484335819201,-0.33820886972311204,0.05826887751234231,0.10207858334893014,51.22826668085503,359.00177870719074,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446330072801,-0.169179868867051,-0.2501270880193438,0.2679696299503478,0.5569628508442842,64.29021287848627,329.5093162107588,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446433930086,-0.14026088346626703,-0.1905755435749273,0.288471683722151,0.588891305608211,65.78897248203474,328.191980706516,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446532586207,-0.11086806249471307,-0.13104184297369897,0.30731485713516304,0.6178447739252122,67.30920666460828,328.6163864207741,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446634790330,-0.07849309879652042,-0.06621053646673616,0.32635592702988936,0.6510896167257155,68.9838334924071,328.2755664475957,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446731722384,-0.045984775518650864,-0.0016376654523812262,0.3442861740664948,0.6810395589544531,70.66704294905458,328.3089919278067,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446872791302,0.004345081137887237,0.09749753198248584,0.36931064033833505,0.7245388746913576,73.27996470187846,327.8085791308791,0.01,0.1,0.001,0.0001,0.25,0.0
1776358446940541136,0.029824031151533422,0.14728537164334266,0.3828611648377201,0.745263028976787,74.60388671096413,327.30690978888384,0.01,0.1,0.001,0.0001,0.25,1313.4
1776358447032195682,0.06568976631154481,0.21687962445274206,0.3997571942709868,0.7733379335880458,76.46632036897698,327.66464618819464,0.01,0.1,0.001,0.0001,0.25,1392.0
1776358447139869974,0.10978144692296712,0.3019187498516253,0.41969648200112,0.8071330978796672,78.75759210883051,327.66464618819464,0.01,0.1,0.001,0.0001,0.25,1429.4
1776358447237405922,0.15155753587187065,0.3822774078499896,0.436410474353186,0.8396368091798555,80.93326739109648,328.0044538908429,0.01,0.1,0.001,0.0001,0.25,1475.2
1776358447332103656,0.229304126792857,0.31427049753320035,0.6433528067815696,1.0012971767646106,96.06762189262729,349.0267460567459,0.01,0.1,0.001,0.0001,0.25,1518.6
