timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1772413940465780443,3978,9.352,1.8,11.032,-1.1,-0.04,-0.16,-1.56,6.0,14.19,0.25,0.0,-0.28,244.04,194.0,0.0,0.0,0.0,
1772413940574027663,4862,9.416,1.9,11.08,-1532.1,1.07,0.98,-1.12,9.63,12.75,-0.02,-0.09,0.0,290.35,195.0,0.38,0.38,0.0,0.0
1772413940666358891,4962,9.372,71.2,11.032,-47.4,1.13,0.92,-1.31,9.88,12.56,0.34,0.02,-0.35,290.35,276.0,69.89,56.42,0.0,0.0
1772413940768769665,5062,9.192,70.4,11.024,-27.7,0.49,0.92,-1.12,9.31,12.13,-0.38,0.38,-0.49,291.72,311.0,80.84,62.31,0.0,0.0
1772413940867056746,5163,10.976,85.9,11.036,-48.6,0.84,1.07,-0.88,9.25,12.06,0.0,0.06,0.08,145.26,311.0,79.73,60.02,0.0,0.0
1772413940969457261,5263,9.412,61.4,11.012,-69.0,0.21,1.39,-1.44,9.5,12.25,0.34,-0.21,0.03,293.95,312.0,79.48,59.02,0.0,0.0
1772413941067810639,5363,9.44,78.8,10.984,-40.6,0.66,0.8,-1.63,9.13,12.25,0.01,0.15,0.13,287.09,307.0,80.04,59.19,0.0,0.0
1772413941170164913,5464,11.072,43.9,9.792,-55.9,0.66,1.19,-1.44,9.19,12.38,-0.1,0.19,-0.6,306.47,307.0,78.83,60.91,0.0,0.0
1772413941268424310,5564,9.224,63.0,11.016,-52.7,1.33,0.66,-1.56,9.5,12.31,0.25,0.06,-0.06,302.18,308.0,77.12,61.38,0.0,0.0
1772413941366721095,5664,10.38,36.8,10.992,-48.6,0.98,1.05,-1.56,9.44,12.25,-0.07,-0.04,0.26,291.89,308.0,76.63,63.15,0.0,0.0
