timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1775673780584194144,150601,9.364,2.0,10.888,-0.5,-0.08,-0.08,9.06,1.44,-1.69,0.02,-0.04,-0.37,-0.06,0.19,-0.12,,0.0,11978.59
1775673780591617314,150601,9.364,2.0,10.888,-0.5,-0.08,-0.08,9.06,1.44,-1.69,0.02,-0.04,-0.37,-0.06,0.19,-0.12,,,
1775673780598441342,1904,9.372,2.2,10.9,-0.7,-0.06,0.02,-0.06,1.56,-1.5,0.0,0.0,-0.39,0.12,-0.06,0.0,11980.3,147.0,0.0
1775673780605202613,2004,9.308,2.3,10.896,-0.7,0.12,0.04,-0.06,1.56,-1.5,-0.02,0.0,-0.38,-0.06,0.0,-0.06,11979.96,148.0,0.0
1775673780611812274,2104,9.304,2.1,10.9,-0.9,0.04,0.08,-0.06,1.56,-1.5,-0.01,-0.02,-0.36,0.06,-0.06,-0.06,11978.42,147.0,0.0
1775673780616575327,2204,9.34,2.0,10.896,-0.6,0.0,0.02,-0.06,1.56,-1.5,-0.01,0.0,-0.38,0.0,0.06,-0.06,11980.13,147.0,0.0
1775673780623156452,2305,9.372,2.0,10.904,-0.9,0.04,0.02,-0.06,1.56,-1.5,-0.01,-0.01,-0.36,0.06,0.06,0.06,11979.1,148.0,0.0
1775673780695978963,2405,9.308,2.1,10.9,-0.7,-0.02,-0.12,-0.06,1.56,-1.5,-0.01,-0.02,-0.38,0.0,0.06,-0.06,11979.79,147.0,0.0
1775673780700173838,2505,9.312,2.1,10.9,-1.0,-0.12,-0.16,-0.06,1.56,-1.5,-0.02,0.0,-0.36,0.06,0.06,-0.06,11980.65,147.0,0.0
1775673780704286103,2605,9.32,2.1,10.896,-0.7,-0.1,0.0,-0.06,1.56,-1.5,-0.01,-0.01,-0.37,0.06,0.06,0.0,11978.76,147.0,0.0
1775673780712544763,2705,9.32,2.1,10.896,-0.8,-0.08,-0.04,-0.06,1.56,-1.5,-0.02,-0.02,-0.36,0.0,0.19,-0.06,11978.25,146.0,0.0
1775673780716402476,2805,9.364,2.0,10.904,-0.8,-0.08,-0.02,-0.06,1.56,-1.5,0.0,0.0,-0.37,-0.06,0.12,0.0,11979.62,146.0,0.0
1775673780727737969,2906,9.316,2.1,10.9,-0.7,0.0,-0.12,-0.06,1.56,-1.5,-0.03,-0.01,-0.38,0.06,-0.19,0.06,11978.93,149.0,0.0
1775673780794265445,3006,9.372,2.0,10.904,-0.7,0.06,-0.06,-0.06,1.56,-1.5,-0.03,-0.02,-0.38,0.0,-0.06,0.0,11982.36,149.0,0.0
1775673780805576142,3106,9.372,2.2,10.904,-0.8,-0.04,-0.12,-0.06,1.56,-1.5,-0.01,-0.01,-0.36,0.12,-0.12,0.06,11982.88,147.0,0.0
1775673780816703859,3206,9.312,2.0,10.9,-1.0,-0.1,-0.06,-0.06,1.56,-1.5,0.0,-0.02,-0.36,0.06,0.19,0.06,11982.36,149.0,0.0
1775673780828086426,3306,9.368,1.8,10.9,-1.0,-0.06,0.0,-0.06,1.56,-1.5,-0.02,0.0,-0.39,-0.12,0.06,0.06,11979.96,149.0,0.0
1775673780904877630,3406,9.308,2.0,10.904,-1.0,0.0,0.02,-0.06,1.56,-1.5,0.0,0.0,-0.32,-0.12,0.0,0.0,11979.96,147.0,0.0
1775673780916025366,3506,9.304,1.9,10.916,-0.8,0.08,0.0,-0.06,1.56,-1.5,-0.03,-0.02,-0.34,0.06,0.12,0.06,11978.25,148.0,0.0
1775673780927373692,3606,9.368,1.9,10.924,-0.7,-0.04,0.0,-0.06,1.56,-1.5,-0.02,0.0,-0.36,0.06,0.0,0.12,11980.13,148.0,0.0
1775673780938739351,3705,9.304,1.9,10.904,-1.1,-0.1,0.0,-0.06,1.56,-1.5,-0.03,0.0,-0.36,0.0,0.06,0.0,11979.27,147.0,0.0
1775673781003167871,3805,9.332,2.1,10.896,-0.7,0.04,0.0,-0.06,1.56,-1.5,-0.01,-0.02,-0.36,0.06,0.0,-0.06,11979.1,149.0,0.0
1775673781014465808,3905,9.364,2.0,10.904,0.0,0.08,0.06,-0.06,1.56,-1.5,0.0,0.0,-0.38,0.12,-0.12,0.06,11980.48,149.0,0.0
1775673781025810783,4005,10.916,1.7,10.848,-0.9,0.04,-0.04,-0.06,1.56,-1.5,-0.02,0.0,-0.37,0.0,-0.06,0.0,11978.76,147.0,0.0
1775673781037109128,4105,9.16,2.2,10.908,-1.0,-0.02,-0.04,-0.06,1.56,-1.5,0.0,-0.02,-0.39,0.06,-0.12,-0.06,11980.48,147.0,0.0
