timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1775762916314796699,1914,0.0,1.3,0.036,0.1,-0.02,-0.04,1.31,-2.44,-6.38,-0.13,-0.06,-0.4,-0.81,-0.75,-0.75,1290.02,1610.0,0.0,0.0,0.0,0.0
1775762916417113805,2014,0.0,1.0,0.028,0.2,-0.08,0.0,1.25,-2.44,-6.5,-0.06,0.04,-0.41,-1.37,-0.19,-0.63,1252.12,736.0,0.0,0.0,0.0,0.0
1775762916515399351,2113,0.0,1.6,0.02,0.1,-0.04,-0.1,1.25,-2.38,-6.56,0.0,0.03,-0.32,0.12,0.25,-0.19,1310.6,736.0,0.0,0.0,0.0,0.0
1775762916613689155,2213,0.0,1.3,0.028,0.2,0.1,-0.14,1.25,-2.38,-6.56,-0.06,-0.04,-0.38,-0.19,-0.06,0.44,1258.98,1371.0,0.0,0.0,0.0,0.0
1775762916716039988,2313,0.0,1.1,0.016,0.4,0.1,-0.1,1.19,-2.38,-6.63,0.01,-0.02,-0.37,-0.63,0.19,-1.06,1268.41,2219.0,0.0,0.0,0.0,0.0
1775762916945141666,2412,0.0,1.2,0.008,0.2,0.06,0.0,1.06,-2.38,-6.56,-0.07,0.02,-0.36,0.94,0.37,-1.44,1264.98,2219.0,0.0,0.0,0.0,0.0
1775762916957781863,2511,0.0,1.4,0.0,0.5,-0.02,0.02,0.88,-2.44,-6.5,-0.06,-0.09,-0.4,0.63,0.88,-2.0,11953.21,1805.0,0.0,0.0,0.0,0.0
1775762917014967791,2611,0.0,1.3,0.008,0.5,-0.06,-0.08,0.69,-2.44,-6.5,-0.07,-0.02,-0.36,0.88,-0.44,-2.81,1299.8,940.0,0.0,0.0,0.0,0.0
1775762917113137092,2711,0.0,1.1,0.012,0.6,-0.04,-0.02,0.37,-2.38,-6.5,-0.02,0.05,-0.3,0.5,-0.69,-2.5,1345.07,940.0,0.0,0.0,0.0,0.0
1775762917211437434,2810,0.0,1.5,0.044,0.3,0.1,0.02,0.25,-2.38,-6.44,-0.1,0.02,-0.41,0.25,1.37,-1.25,1314.03,1901.0,0.0,0.0,0.0,0.0
