timestamp_ns,fix_time,fix_date,gga_fix_quality,avg_snr,latitude,longitude,altitude,speed_over_ground,true_course,num_of_fix_satellites,hdop,vdop,pdop,geoid_separation
1764844912154688275,10:41:51,2025-12-04,GPS Fix,32.21875,35.77208493333333,-78.68885876666667,104.924,0.004,97.0,31,0.52,0.75,0.91,-33.017
1764844913164611914,10:41:52,2025-12-04,GPS Fix,32.1875,35.77208506666667,-78.6888585,104.917,0.01,97.0,31,0.54,0.8,0.96,-33.017
1764844914207060173,10:41:53,2025-12-04,GPS Fix,32.40625,35.77208525,-78.68885821666667,104.909,0.008,97.0,31,0.5,0.75,0.9,-33.017
1764844915249006134,10:41:54,2025-12-04,Float,31.34375,35.7720963,-78.68885035,97.97,0.011,97.0,31,0.49,0.74,0.89,-33.017
1764844916259934097,10:41:55,2025-12-04,Float,31.71875,35.772096016666666,-78.68885203333333,97.049,0.007,97.0,31,0.52,0.79,0.95,-33.017
1764844917287074285,10:41:56,2025-12-04,Float,31.875,35.77209166666667,-78.68885796666666,96.623,0.004,97.0,31,0.46,0.65,0.79,-33.017
1764844918261873477,10:41:57,2025-12-04,Float,32.21875,35.772090133333336,-78.68886355,96.753,0.005,97.0,30,0.53,0.76,0.92,-33.017
1764844919300383014,10:41:58,2025-12-04,Float,31.6875,35.7720891,-78.68886701666666,96.735,0.006,97.0,30,0.49,0.72,0.88,-33.017
1764844920285681748,10:41:59,2025-12-04,Float,32.0,35.772089216666664,-78.68886701666666,96.7,0.005,97.0,30,0.5,0.72,0.88,-33.017
1764844921323494912,10:42:00,2025-12-04,Float,32.096775,35.77208925,-78.68886721666667,96.624,0.006,97.0,31,0.47,0.72,0.86,-33.017
1764844922282036692,10:42:01,2025-12-04,Float,31.78125,35.772089333333334,-78.68886736666667,96.623,0.015,97.0,31,0.47,0.73,0.86,-33.017
1764844923325322842,10:42:02,2025-12-04,Float,31.9375,35.77208935,-78.68886785,96.573,0.007,97.0,31,0.48,0.73,0.88,-33.017
1764844924308620760,10:42:03,2025-12-04,Float,31.71875,35.7720894,-78.68886813333333,96.536,0.012,97.0,31,0.48,0.73,0.88,-33.017
1764844925329813309,10:42:04,2025-12-04,Float,31.8125,35.772089466666664,-78.68886825,96.526,0.006,97.0,31,0.48,0.71,0.86,-33.017
1764844926312392015,10:42:05,2025-12-04,Float,32.032257,35.77208976666667,-78.68886795,96.512,0.006,97.0,30,0.48,0.71,0.86,-33.017
1764844927347088549,10:42:06,2025-12-04,Float,32.51613,35.77208996666667,-78.6888678,96.575,0.01,97.0,30,0.48,0.71,0.85,-33.017
1764844928306087048,10:42:07,2025-12-04,Float,32.0,35.772090066666664,-78.6888677,96.571,0.009,97.0,30,0.47,0.71,0.85,-33.017
1764844929339382493,10:42:08,2025-12-04,Float,32.09375,35.772090283333334,-78.68886748333334,96.62,0.002,97.0,31,0.48,0.73,0.88,-33.017
1764844930314556458,10:42:09,2025-12-04,Float,32.34375,35.77209061666667,-78.68886731666667,96.797,0.004,97.0,31,0.48,0.73,0.88,-33.017
1764844931317603509,10:42:10,2025-12-04,Float,32.3125,35.772091,-78.68886708333334,96.953,0.013,97.0,31,0.48,0.73,0.88,-33.018
1764844932296947185,10:42:11,2025-12-04,Float,32.03125,35.772091583333335,-78.68886675,97.218,0.008,97.0,30,0.49,0.74,0.89,-33.017
