timestamp_ns,pos_x,pos_y,vel_n,vel_e,last_gps_pos_x,last_gps_pos_y,distance_traveled,relative_distance,yaw_imu_deg,q_pos,q_vel,q_ori,r_fixed,r_float,error_percent
1776370384308667636,0.002122807301704819,0.00015338764164439872,0.002367360128001838,0.003138559520305957,0.004515996841022509,0.0,0.048625995338578816,0.048625995338578816,359.9980292626024,0.01,0.1,0.001,0.0001,0.25,0.0
1776370384406793525,0.0011171317276581453,0.0018724331133744279,0.0022921159892984252,0.007228246011418179,-0.0015053331360232204,0.0037106492091570965,0.17805201042056254,0.17800343953539366,0.3335413014142146,0.01,0.1,0.001,0.0001,0.25,0.0
1776370384509740088,0.0015448725681687099,0.0027869868821001906,0.006016869675419115,0.010537217171581476,-0.0015053331360232204,0.0037106492091570965,0.4356191065167204,0.4355668587813835,0.3294487656115846,0.01,0.1,0.001,0.0001,0.25,0.0
1776370384608304133,0.0022533364589610244,0.0038465227475692016,0.008360865604488498,0.010965256548348738,-0.0015053331360232204,0.0037106492091570965,0.7828142835059493,0.782760734542708,0.6674968534362631,0.01,0.1,0.001,0.0001,0.25,0.0
1776370384710098324,0.0032427482794279176,0.0050024286307967965,0.011079597636270571,0.011746566140467748,-0.0015053331360232204,0.0037106492091570965,1.2448018049363072,1.2447473319398263,1.7734986142737696,0.01,0.1,0.001,0.0001,0.25,94.13
1776370384808959670,0.004473447791452945,0.0061341151196306724,0.013816629681062,0.011146693995471253,-0.0015053331360232204,0.0037106492091570965,1.2448018049363072,1.7940440508983666,2.113419638627084,0.01,0.1,0.001,0.0001,0.25,89.6
1776370384911248796,0.006080256609418075,0.007247386092671873,0.01760004206198142,0.010620219609961146,-0.0015053331360232204,0.0037106492091570965,1.2448018049363072,2.4667252455895317,2.4650713349612507,0.01,0.1,0.001,0.0001,0.25,83.47
1776370385009666357,0.007998532857117543,0.008412300558281705,0.021381732512451783,0.013052300524382467,-0.0015053331360232204,0.0037106492091570965,1.2448018049363072,3.214144421701566,2.131373055476369,0.01,0.1,0.001,0.0001,0.25,76.13
1776370385111917315,0.01046318848863996,0.009749924904674035,0.026824169276125933,0.013110132493640807,-0.0015053331360232204,0.0037106492091570965,1.2448018049363072,4.094779992296966,2.1236073466292154,0.01,0.1,0.001,0.0001,0.25,57.2
1776370385210140373,0.013288640345224223,0.011097961268659282,0.030706017158740925,0.014337789919309505,-0.0015053331360232204,0.0037106492091570965,1.2448018049363072,5.0405914648576005,1.791656473563385,0.01,0.1,0.001,0.0001,0.25,57.2
1776370385312220995,0.016561663309066853,0.01261518351223208,0.03343205049442608,0.01539365528537522,-0.0015053331360232204,0.0037106492091570965,1.2448018049363072,6.126903476616446,2.1333196195109045,0.01,0.1,0.001,0.0001,0.25,45.47
1776370385411362049,0.05770635693622633,-0.02045282718712123,0.08138653459807862,-0.0030187283905478493,0.054191964659317256,-0.027829873419027273,1.2448018049363072,1.7355323295280756,2.099482101430073,0.01,0.1,0.001,0.0001,0.25,18.27
1776370385512804975,0.0661792322158318,-0.020709740398189572,0.08558211624827686,-0.002044069162950835,0.054191964659317256,-0.027829873419027273,1.2448018049363072,2.565045797561066,2.4495390216791124,0.01,0.1,0.001,0.0001,0.25,100.0
1776370385611703378,0.07489097849019051,-0.020829996202804173,0.09061404518792043,-0.0003881195735231137,0.054191964659317256,-0.027829873419027273,1.2448018049363072,3.4740272562848293,2.791461366081813,0.01,0.1,0.001,0.0001,0.25,76.8
1776370385714095246,0.08447561896121532,-0.020735719378490006,0.09660391243648987,0.0022296403434228546,0.054191964659317256,-0.027829873419027273,1.2448018049363072,4.519954432608616,2.7953853798640624,0.01,0.1,0.001,0.0001,0.25,53.73
1776370385812653624,0.09423475613585225,-0.02044040522323047,0.10142433458275257,0.003762748475334543,0.054191964659317256,-0.027829873419027273,1.2448018049363072,5.627440876586598,3.1381018519043735,0.01,0.1,0.001,0.0001,0.25,53.73
1776370385920220616,0.10577034278140353,-0.01992683557744918,0.11313551122084976,0.005789554965664735,0.054191964659317256,-0.027829873419027273,1.2448018049363072,6.948083489727063,5.40350445820804,0.01,0.1,0.001,0.0001,0.25,24.93
1776370386012991156,0.11497915756700543,-0.01917464303166202,0.08533713006307661,0.010422047156019208,0.054191964659317256,-0.027829873419027273,1.2448018049363072,8.182157063961084,6.226774108764351,0.01,0.1,0.001,0.0001,0.25,24.93
1776370386115912551,0.12451247271929912,-0.017453152045073278,0.09990819635686907,0.02302887255504265,0.054191964659317256,-0.027829873419027273,1.2448018049363072,9.653254126453607,5.874938359119711,0.01,0.1,0.001,0.0001,0.25,9.07
1776370386213456486,0.13469542302338924,-0.015041702859949114,0.10897515787632325,0.026437301717585435,0.054191964659317256,-0.027829873419027273,1.2448018049363072,11.145944223414103,7.410718255987378,0.01,0.1,0.001,0.0001,0.25,9.07
1776370386311646265,0.14620584706188694,-0.011543851122079363,0.12538801240012817,0.04478228321711034,0.054191964659317256,-0.027829873419027273,1.2448018049363072,12.747375963739707,6.937375091436018,0.01,0.1,0.001,0.0001,0.25,48.67
1776370386414911685,0.13113554522303394,0.02748250496105791,0.221908589029365,0.1736590994659135,0.0511812996707944,-0.005565975000194477,1.2448018049363072,3.992670723823218,10.968377023364296,0.01,0.1,0.001,0.0001,0.25,70.0
1776370386513517934,0.1513656170281911,0.0510156170768591,0.18893250856878271,0.30426157746867466,0.0511812996707944,-0.005565975000194477,1.2448018049363072,5.241006102192169,325.42277767187977,0.01,0.1,0.001,0.0001,0.25,46.8
1776370386615848931,0.15983051065214252,0.08306880139767685,-0.023679836420940875,0.3214845447123457,0.0511812996707944,-0.005565975000194477,1.2448018049363072,6.646710255671229,235.0438668510044,0.01,0.1,0.001,0.0001,0.25,30.13
1776370386719042905,0.15185411865663703,0.12723434060642058,-0.13093160097385664,0.534603960495003,0.0511812996707944,-0.005565975000194477,1.2448018049363072,8.165769867129729,41.39708709847017,0.01,0.1,0.001,0.0001,0.25,11.33
1776370386817345205,0.13044427705101225,0.18512647370482305,-0.30455608320449334,0.6429531386917827,0.0511812996707944,-0.005565975000194477,1.2448018049363072,9.716517476035095,254.2974749389338,0.01,0.1,0.001,0.0001,0.25,11.33
1776370386914921214,0.09800366110812506,0.25261715038354593,-0.36054524559900347,0.7407486633915329,0.0511812996707944,-0.005565975000194477,1.2448018049363072,11.360166990756138,277.19498369065764,0.01,0.1,0.001,0.0001,0.25,8.93
1776370387024412146,0.061537179248767636,0.3276122207895798,-0.3054724619234467,0.6289487222775643,0.0511812996707944,-0.005565975000194477,1.2448018049363072,13.328770890760726,125.77081481047152,0.01,0.1,0.001,0.0001,0.25,51.47
1776370387115153596,0.03319478950562,0.383211107787499,-0.31921601349192474,0.596494307342718,0.0511812996707944,-0.005565975000194477,1.2448018049363072,15.044304780901834,319.3510266925766,0.01,0.1,0.001,0.0001,0.25,51.47
1776370387218347811,0.011607280234578882,0.4376411990358185,-0.09917317672452511,0.45841950947916965,0.0511812996707944,-0.005565975000194477,1.2448018049363072,17.075010865141547,62.57493564359058,0.01,0.1,0.001,0.0001,0.25,77.73
1776370387315399090,0.007543200160188767,0.4831930345736678,0.01542773838065506,0.48023287055729774,0.0511812996707944,-0.005565975000194477,1.2448018049363072,19.058423460953346,214.55738060553855,0.01,0.1,0.001,0.0001,0.25,100.53
1776370387415394473,0.267995054734948,0.2406223179596949,0.523103021566343,0.42106567243592524,0.06773995646590837,-0.04267247183760077,1.2448018049363072,6.915621762580922,120.90005947726522,0.01,0.1,0.001,0.0001,0.25,127.73
1776370387518252442,0.31710102990554245,0.272915891620529,0.43174387736124437,0.2068705116682409,0.06773995646590837,-0.04267247183760077,1.2448018049363072,8.44457184927264,60.73007108553392,0.01,0.1,0.001,0.0001,0.25,154.13
1776370387619637015,0.35724612442100484,0.2912215573047563,0.360292454607526,0.1542882420419451,0.06773995646590837,-0.04267247183760077,1.2448018049363072,10.041790501857532,11.959591317433091,0.01,0.1,0.001,0.0001,0.25,7.73
1776370387721021292,0.38939206011838656,0.3062551424950991,0.2738807758480313,0.1422934899455629,0.06773995646590837,-0.04267247183760077,1.2448018049363072,11.733854085763559,63.773201207613255,0.01,0.1,0.001,0.0001,0.25,12.53
1776370387819240998,0.41812289367360517,0.316786933913703,0.31110420414076045,0.07214302406706573,0.06773995646590837,-0.04267247183760077,1.2448018049363072,13.466476228878388,161.86104194630408,0.01,0.1,0.001,0.0001,0.25,33.87
1776370387918904987,0.4510787550569157,0.3237699770174897,0.35019464844011433,0.06798010420885088,0.06773995646590837,-0.04267247183760077,1.2448018049363072,15.312500145132512,262.02105111193066,0.01,0.1,0.001,0.0001,0.25,56.4
1776370388015433109,0.4802807572323494,0.33329835957567217,0.2548831013188286,0.12945198426615023,0.06773995646590837,-0.04267247183760077,1.2448018049363072,17.186626142398236,345.8377581537036,0.01,0.1,0.001,0.0001,0.25,79.6
1776370388118737936,0.5053002197121128,0.34355081251235126,0.22944877864429905,0.06901709991467975,0.06773995646590837,-0.04267247183760077,1.2448018049363072,19.28999260201005,128.38318933016873,0.01,0.1,0.001,0.0001,0.25,104.13
1776370388216596414,0.5267303363573266,0.35096563768646016,0.20852830929487529,0.08252307091586994,0.06773995646590837,-0.04267247183760077,1.2448018049363072,21.373320912698535,290.04044916365467,0.01,0.1,0.001,0.0001,0.25,129.2
1776370388318878576,0.5476133883978817,0.3588106316479298,0.19977755407953665,0.07086241250792966,0.06773995646590837,-0.04267247183760077,1.2448018049363072,23.650996856670407,68.59705048065254,0.01,0.1,0.001,0.0001,0.25,129.2
1776370388417766460,0.6355207039766795,1.609942257010314,-0.6552317460862795,2.777370892649482,0.012042658670567882,-0.02040857341876797,1.2448018049363072,6.945688233505753,153.39771707010357,0.01,0.1,0.001,0.0001,0.25,157.2
1776370388528885289,0.5625583773282342,1.92111339118841,-0.6582090420071633,2.824216645479248,0.012042658670567882,-0.02040857341876797,1.2448018049363072,8.223530502019711,90.5917103410025,0.01,0.1,0.001,0.0001,0.25,184.93
1776370388617893655,0.5045486526154991,2.168755006205385,-0.6452496239558845,2.7402057120724206,0.012042658670567882,-0.02040857341876797,1.2448018049363072,9.33724091250081,244.65939196010174,0.01,0.1,0.001,0.0001,0.25,184.93
1776370388721675028,0.43447722969648683,2.4569456758891546,-0.705051166809877,2.813329137863145,0.012042658670567882,-0.02040857341876797,1.2448018049363072,10.735316443619208,72.37045709646917,0.01,0.1,0.001,0.0001,0.25,7.33
1776370388818889198,0.3676813304357405,2.729224069455611,-0.6691350461280471,2.788230518655956,0.012042658670567882,-0.02040857341876797,1.2448018049363072,12.144211892262772,215.46888090023154,0.01,0.1,0.001,0.0001,0.25,24.53
1776370388921335493,0.300334233649288,3.024008771687397,-0.6455893448958169,2.966444242659026,0.012042658670567882,-0.02040857341876797,1.2448018049363072,13.73524421721571,7.515817577455915,0.01,0.1,0.001,0.0001,0.25,24.53
1776370389020698421,0.2305103908750936,3.322831894168148,-0.7599170741366321,3.04866177435381,0.012042658670567882,-0.02040857341876797,1.2448018049363072,15.377588224407427,72.3953682416456,0.01,0.1,0.001,0.0001,0.25,61.87
1776370389122246720,0.15208986541600492,3.632617501504088,-0.7844946817730035,3.0522477895693285,0.012042658670567882,-0.02040857341876797,1.2448018049363072,17.15447884175301,49.13354400428163,0.01,0.1,0.001,0.0001,0.25,105.07
1776370389219682208,0.0729024391926008,3.9292864502139198,-0.8410398996669579,3.0376790885534124,0.012042658670567882,-0.02040857341876797,1.2448018049363072,18.94777959786931,4.019370658862235,0.01,0.1,0.001,0.0001,0.25,105.07
1776370389322967202,-0.014911133183354186,4.24309896835712,-0.8592383253998855,3.038472660152547,0.012042658670567882,-0.02040857341876797,1.2448018049363072,20.93812993898237,36.14740587478151,0.01,0.1,0.001,0.0001,0.25,152.67
1776370389421697009,-0.6364678619393243,1.7444196508247525,-2.4814014723026485,1.1894091712618355,-0.3748277609082926,0.03710649683740629,1.2448018049363072,5.9851804829163555,59.82736886637352,0.01,0.1,0.001,0.0001,0.25,152.67
1776370389524004302,-0.8933601379757622,1.8683810675838879,-2.541091547198485,1.234156690531216,-0.3748277609082926,0.03710649683740629,1.2448018049363072,7.058350315378658,96.99409525667522,0.01,0.1,0.001,0.0001,0.25,100.0
1776370389621889001,-1.1402493628271844,1.9881022300494833,-2.5029753742367986,1.2118048768555552,-0.3748277609082926,0.03710649683740629,1.2448018049363072,8.17974842037868,36.148322704093005,0.01,0.1,0.001,0.0001,0.25,20.13
1776370389719610384,-1.3842883019842849,2.1033984943011017,-2.4914850189225235,1.1478293162485207,-0.3748277609082926,0.03710649683740629,1.2448018049363072,9.387860709163512,10.462848081581477,0.01,0.1,0.001,0.0001,0.25,5.87
1776370389830542043,-1.654541608401007,2.234277993512575,-2.3809177592473847,1.211800040441602,-0.3748277609082926,0.03710649683740629,1.2448018049363072,10.866200527239098,84.63726150190104,0.01,0.1,0.001,0.0001,0.25,25.2
1776370389922469662,-1.8718936612240413,2.348732380865364,-2.3478920279330424,1.2783214931253055,-0.3748277609082926,0.03710649683740629,1.2448018049363072,12.180758764247576,103.35412042454769,0.01,0.1,0.001,0.0001,0.25,44.93
1776370390023201354,-2.106120360224547,2.478204658397018,-2.3030335268515905,1.2925465026143146,-0.3748277609082926,0.03710649683740629,1.2448018049363072,13.719908742513082,306.5666245065145,0.01,0.1,0.001,0.0001,0.25,62.4
1776370390122442465,-2.3338944749552786,2.6024489951710557,-2.287040067276488,1.211208808302591,-0.3748277609082926,0.03710649683740629,1.2448018049363072,15.334480089089572,42.68597167721197,0.01,0.1,0.001,0.0001,0.25,62.4
1776370390223839928,-2.565857687385381,2.7267668744482427,-2.28861412311881,1.2410577355879693,-0.3748277609082926,0.03710649683740629,1.2448018049363072,17.084444167375455,291.1962661619296,0.01,0.1,0.001,0.0001,0.25,82.93
1776370390323447360,-2.795488602609636,2.854089820789664,-2.321916646670621,1.3153330763115783,-0.3748277609082926,0.03710649683740629,1.2448018049363072,18.90693643268967,303.6720046857359,0.01,0.1,0.001,0.0001,0.25,104.4
1776370390423651136,-1.105578193470739,0.7305642004691196,-0.8563038782663218,0.19304425740797423,-0.5313823274762458,0.15213663734975483,1.2448018049363072,6.297488567631003,285.18043286125123,0.01,0.1,0.001,0.0001,0.25,127.73
1776370390523129844,-1.186618164283316,0.7531364762601566,-0.7729067287545122,0.2607440494561446,-0.5313823274762458,0.15213663734975483,1.2448018049363072,7.592334331436469,264.6993705491904,0.01,0.1,0.001,0.0001,0.25,152.13
1776370390620870449,-1.2595914682888374,0.7750605810051405,-0.7206232759019165,0.1879722134033028,-0.5313823274762458,0.15213663734975483,1.2448018049363072,8.957305649122711,200.69433599747234,0.01,0.1,0.001,0.0001,0.25,16.0
1776370390723873439,-1.3351989328400893,0.7879534060643032,-0.7473750266548149,0.06235552095924701,-0.5313823274762458,0.15213663734975483,1.2448018049363072,10.49762444332111,207.72489215957322,0.01,0.1,0.001,0.0001,0.25,1.2
1776370390822335426,-1.4081486028053387,0.7922150415149871,-0.7344148053233613,0.024208929317625583,-0.5313823274762458,0.15213663734975483,1.2448018049363072,12.071757396994524,98.83145116743383,0.01,0.1,0.001,0.0001,0.25,40.0
1776370390923880187,-1.4859831727303934,0.7948186999309211,-0.7984367356446426,0.02706676757209398,-0.5313823274762458,0.15213663734975483,1.2448018049363072,13.800592158775498,27.640083310247217,0.01,0.1,0.001,0.0001,0.25,40.0
1776370391024616398,-1.5701157756458284,0.7967974722437242,-0.8720743156251985,0.012223126023697004,-0.5313823274762458,0.15213663734975483,1.2448018049363072,15.614110583462777,354.351187257238,0.01,0.1,0.001,0.0001,0.25,84.0
1776370391125081585,-1.6600473793378692,0.7947767297019229,-0.9181327929337453,-0.05244866981904611,-0.5313823274762458,0.15213663734975483,1.2448018049363072,17.516865706995237,75.48236784828062,0.01,0.1,0.001,0.0001,0.25,84.0
1776370391223625537,-1.7484925047441637,0.7845362474257199,-0.8769242346004261,-0.15538923634925703,-0.5313823274762458,0.15213663734975483,1.2448018049363072,19.479877031275894,128.72140226534336,0.01,0.1,0.001,0.0001,0.25,133.6
1776370391326876475,-1.8359315017907392,0.7663886604126571,-0.8167660255785916,-0.19612887808432544,-0.5313823274762458,0.15213663734975483,1.2448018049363072,21.640756980192037,194.67557735716812,0.01,0.1,0.001,0.0001,0.25,133.6
1776370391424214906,-1.1831285754332366,0.5002642261619648,-0.7523633256904713,-0.22352084552967189,-0.9092207520895377,0.41188211521159884,1.2448018049363072,7.640173437905553,225.55820094983358,0.01,0.1,0.001,0.0001,0.25,159.73
1776370391522227683,-1.2551818773090984,0.4716956670659477,-0.7179722108452075,-0.35945545913521565,-0.9092207520895377,0.41188211521159884,1.2448018049363072,8.992159696399876,256.03001691828865,0.01,0.1,0.001,0.0001,0.25,188.53
1776370391625016280,-1.328326744127357,0.43059724365190793,-0.705389863250738,-0.44029905184132995,-0.9092207520895377,0.41188211521159884,1.2448018049363072,10.50884423410804,268.6486959686204,0.01,0.1,0.001,0.0001,0.25,1.87
1776370391723008777,-1.3980864963431465,0.3854193801017606,-0.7183286264351115,-0.4817305944493387,-0.9092207520895377,0.41188211521159884,1.2448018049363072,12.048504499399805,286.9867364150974,0.01,0.1,0.001,0.0001,0.25,19.87
1776370391825650816,-1.4723469829762972,0.3379667368742766,-0.7286335689859563,-0.44288199477548734,-0.9092207520895377,0.41188211521159884,1.2448018049363072,13.760128360543161,320.09179413866747,0.01,0.1,0.001,0.0001,0.25,60.67
1776370391924898076,-1.5415378496315553,0.29705296970045514,-0.6657230364082101,-0.38162540436751163,-0.9092207520895377,0.41188211521159884,1.2448018049363072,15.508760205228132,169.9784829714916,0.01,0.1,0.001,0.0001,0.25,60.67
1776370392026253668,-1.6067271130270309,0.2538880379237855,-0.6205660882391733,-0.4700881972058718,-0.9092207520895377,0.41188211521159884,1.2448018049363072,17.388887818148145,108.05250160190718,0.01,0.1,0.001,0.0001,0.25,83.47
1776370392124574430,-1.669836548101856,0.20715773702405704,-0.6633437093390724,-0.4806015229256013,-0.9092207520895377,0.41188211521159884,1.2448018049363072,19.310655956936095,354.37029757544593,0.01,0.1,0.001,0.0001,0.25,106.8
1776370392226193785,-1.7370392568123056,0.16114841488741724,-0.6592190319342659,-0.42487113400765447,-0.9092207520895377,0.41188211521159884,1.2448018049363072,21.39810391162293,347.61182081074634,0.01,0.1,0.001,0.0001,0.25,157.47
1776370392325275968,-1.8019731951468094,0.12391111520422018,-0.6514942850036733,-0.326776245366539,-0.9092207520895377,0.41188211521159884,1.2448018049363072,23.53196673252937,323.8455595368788,0.01,0.1,0.001,0.0001,0.25,157.47
1776370392427564483,-1.3289454336051234,0.6454756554425839,0.2819624324471295,-0.44865902596239143,-1.377379118657374,0.7272873399114975,1.2448018049363072,7.618476033863412,218.53728987718415,0.01,0.1,0.001,0.0001,0.25,185.33
1776370392530589658,-1.2998970018996876,0.5946502733464596,0.28200970565883043,-0.5381102324082676,-1.377379118657374,0.7272873399114975,1.2448018049363072,8.871640833064667,233.70715097416357,0.01,0.1,0.001,0.0001,0.25,100.0
1776370392628312003,-1.2692697105388113,0.5417091156849059,0.344826758063735,-0.5454151653465833,-1.377379118657374,0.7272873399114975,1.2448018049363072,10.163480581877486,252.92602362242306,0.01,0.1,0.001,0.0001,0.25,18.27
1776370392727560855,-1.2340440682051723,0.48584412661001153,0.36508920218925567,-0.580453512589582,-1.377379118657374,0.7272873399114975,1.2448018049363072,11.577564866508094,81.65121242378046,0.01,0.1,0.001,0.0001,0.25,18.27
1776370392828964188,-1.1993403006814587,0.42710622448430136,0.3193235069948504,-0.5779500151593331,-1.377379118657374,0.7272873399114975,1.2448018049363072,13.123061254355303,352.1702647363937,0.01,0.1,0.001,0.0001,0.25,54.4
1776370392927021947,-1.165771042774332,0.37599992281681954,0.36535830894969096,-0.4644190335908414,-1.377379118657374,0.7272873399114975,1.2448018049363072,14.710537245989492,234.11711779594629,0.01,0.1,0.001,0.0001,0.25,54.4
1776370393028947973,-1.1268435778155563,0.3319343941542301,0.39846414201293634,-0.4002208843094668,-1.377379118657374,0.7272873399114975,1.2448018049363072,16.459957625258113,212.39985693019364,0.01,0.1,0.001,0.0001,0.25,74.93
1776370393129831613,-1.0834753695982167,0.2935122972708583,0.461293164805466,-0.36148175217519607,-1.377379118657374,0.7272873399114975,1.2448018049363072,18.29378677610583,247.44924639791802,0.01,0.1,0.001,0.0001,0.25,119.47
1776370393228405824,-1.0358346080178393,0.258768368760329,0.5053144065827824,-0.3434554327895877,-1.377379118657374,0.7272873399114975,1.2448018049363072,20.185756364451514,269.44666050782126,0.01,0.1,0.001,0.0001,0.25,143.87
