timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1775763081704378604,129463,,166071.0,0.0,1.0,0.024,0.1,0.02,0.04,167.81,-7.69,-2.25,0.02,-0.21,0.06,7.06,8.44,-7.63,1346.28,1742.0,0.0,0.0
1775763083353562323,166071,0.0,1.0,0.024,0.1,-0.02,-0.04,-167.81,-2.25,-7.69,0.21,-0.02,-0.06,-7.06,-8.44,-7.63,1346.28,1742.0,0.0,0.0,0.0,
1775763083447569567,1913,0.0,1.0,0.036,0.4,-0.06,0.0,-0.5,-2.44,-9.94,0.05,0.01,0.0,-3.31,-0.0,-0.25,1325.69,2007.0,0.0,0.0,0.0,0.0
1775763083545909495,2013,0.0,1.0,0.032,0.6,-0.02,-0.08,-0.44,-2.31,-10.13,0.0,0.17,-0.12,-0.94,0.25,-0.06,1327.24,3127.0,0.0,0.0,0.0,0.0
1775763083644229647,2113,0.0,1.1,0.028,0.0,-0.1,-0.18,-0.5,-2.31,-10.13,-0.01,-0.0,-0.01,0.94,-0.12,-1.06,1427.74,3127.0,0.0,0.0,0.0,0.0
1775763083746611234,2212,0.0,0.7,0.024,0.2,-0.04,-0.06,-0.63,-2.19,-10.13,-0.03,0.1,0.02,-0.75,-1.0,-1.0,1361.2,1253.0,0.0,0.0,0.0,0.0
1775763083844896998,2313,0.0,1.0,0.024,0.4,0.04,-0.02,-0.63,-2.13,-10.19,0.06,0.1,-0.02,0.12,-0.37,-0.25,1351.76,2566.0,0.0,0.0,0.0,0.0
1775763083947301176,2413,0.0,0.9,0.028,0.3,0.08,-0.08,-0.69,-2.0,-10.13,-0.02,0.09,0.01,0.81,-0.81,-1.12,1357.94,2566.0,0.0,0.0,0.0,0.0
1775763084045601847,2512,0.0,1.0,0.008,0.2,-0.04,-0.14,-0.81,-1.94,-10.0,0.05,0.08,-0.06,1.19,-0.63,-0.81,1340.62,1554.0,0.0,0.0,0.0,0.0
1775763084143890732,2613,0.0,1.0,0.02,0.2,-0.1,-0.02,-0.88,-1.88,-9.88,-0.06,0.17,0.04,1.75,-0.06,-0.81,1337.7,1121.0,0.0,0.0,0.0,0.0
