timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1776358615752295215,174559,0.004,0.2,0.0,1.2,0.12,-0.29,-66.69,-3.31,2.44,0.12,0.03,-0.34,-0.0,-0.0,0.12,,-0.06,0.06,11935.37,193.0,0.0
1776358618570659910,174559,0.004,0.2,0.0,1.2,0.12,-0.29,-66.69,-3.31,2.44,0.12,0.03,-0.34,-0.0,-0.0,0.12,,,,,,
1776358618660535210,1903,0.016,0.4,0.0,0.4,-0.02,-0.04,0.06,-3.13,1.63,0.0,0.02,-0.34,-0.06,0.12,-0.06,11937.26,188.0,0.0,0.0,0.0,0.0
1776358618863216072,2003,0.0,0.6,0.0,0.3,0.04,-0.31,0.06,-3.13,1.63,0.01,-0.0,-0.37,-0.0,-0.06,0.0,11936.23,194.0,0.0,0.0,0.0,0.0
1776358618876879165,2103,0.0,0.7,0.0,0.9,-0.06,-0.16,0.06,-3.13,1.63,0.01,-0.01,-0.36,-0.12,-0.0,-0.06,11934.51,188.0,0.0,0.0,0.0,0.0
1776358618959628840,2203,0.004,0.3,0.0,0.9,0.04,-0.23,0.06,-3.13,1.63,0.01,0.01,-0.39,0.06,-0.0,0.0,11935.89,188.0,0.0,0.0,0.0,0.0
1776358619066074319,2302,0.0,0.3,0.0,1.2,-0.12,0.02,0.06,-3.13,1.63,0.01,-0.0,-0.36,0.06,-0.0,0.0,251.93,192.0,0.0,0.0,0.0,0.0
1776358619158378467,2402,0.0,0.9,0.0,0.7,-0.04,-0.21,0.06,-3.13,1.63,0.0,0.03,-0.34,-0.0,-0.0,0.06,184.02,192.0,0.0,0.0,0.0,0.0
1776358619256671445,2502,0.052,0.3,0.0,0.9,0.0,-0.08,0.06,-3.13,1.63,0.0,0.03,-0.35,-0.0,-0.0,0.0,247.65,193.0,0.0,0.0,0.0,0.0
1776358619359101480,2603,0.04,0.1,0.0,0.7,-0.08,-0.06,0.06,-3.13,1.63,0.0,0.01,-0.37,0.12,-0.0,0.12,184.02,193.0,0.0,0.0,0.0,0.0
1776358619457422221,2703,0.0,0.5,0.032,1.0,-0.02,-0.14,0.06,-3.13,1.63,0.0,0.04,-0.34,0.06,-0.06,0.0,250.73,185.0,0.0,0.0,0.0,0.0
1776358619559785990,2803,0.0,0.1,0.0,0.8,-0.06,-0.18,0.06,-3.13,1.63,0.02,0.03,-0.34,-0.06,-0.19,-0.06,222.09,189.0,0.0,0.0,0.0,0.0
1776358619670136805,2904,0.02,0.1,0.0,0.9,0.06,-0.16,0.06,-3.13,1.63,0.0,0.02,-0.35,-0.12,0.06,0.0,11932.8,189.0,0.0,0.0,0.0,0.0
1776358619760552638,3004,0.0,1.1,0.0,0.2,-0.08,-0.06,0.06,-3.13,1.63,0.0,0.01,-0.36,-0.06,-0.06,-0.06,216.78,189.0,0.0,0.0,0.0,0.0
1776358619862948799,3105,0.0,0.5,0.0,1.2,0.04,-0.25,0.06,-3.13,1.63,0.0,-0.0,-0.36,-0.0,-0.06,0.0,251.93,195.0,0.0,0.0,0.0,0.0
1776358619983226295,3205,0.004,0.1,0.0,0.6,-0.06,-0.1,0.06,-3.13,1.63,0.0,-0.0,-0.36,0.12,0.06,0.0,221.06,195.0,0.0,0.0,0.0,0.0
1776358620063668386,3305,0.0,0.3,0.0,0.6,0.0,-0.16,0.06,-3.13,1.63,0.0,0.02,-0.36,0.06,-0.0,0.0,226.21,190.0,0.0,0.0,0.0,0.0
1776358620161976523,3405,0.004,0.3,0.0,1.4,0.0,-0.08,0.06,-3.13,1.63,0.0,0.01,-0.35,0.06,-0.0,-0.06,184.02,180.0,0.0,0.0,0.0,0.0
1776358620264401083,3506,0.052,0.7,0.0,0.8,-0.02,-0.18,0.06,-3.13,1.63,0.0,0.01,-0.37,-0.06,-0.06,0.06,208.54,180.0,0.0,0.0,0.0,0.0
1776358620362688219,3607,0.044,0.2,0.032,0.2,-0.04,-0.08,0.06,-3.13,1.63,0.0,-0.0,-0.36,0.06,-0.12,0.0,226.21,190.0,0.0,0.0,0.0,0.0
1776358620465092961,3706,0.028,0.1,0.0,1.0,0.02,-0.06,0.06,-3.13,1.63,0.0,-0.0,-0.37,0.19,-0.12,-0.06,230.5,190.0,0.0,0.0,0.0,0.0
1776358620563360539,3806,0.024,0.1,0.0,0.0,-0.02,-0.2,0.06,-3.13,1.63,0.0,0.03,-0.36,-0.0,0.19,-0.06,212.66,185.0,0.0,0.0,0.0,0.0
1776358620661696846,3906,0.0,1.0,0.0,0.9,0.02,-0.16,0.06,-3.13,1.63,-0.01,-0.0,-0.36,0.06,0.19,0.06,246.62,181.0,0.0,0.0,0.0,0.0
