timestamp_ns,pos_x,pos_y,vel_n,vel_e,distance_traveled,yaw_imu_deg,q_pos,q_vel,q_ori,r_fixed,r_float,error_percent
1776357870645938450,0.00007005710773180385,-0.00013166033187216053,0.001590053826129738,-0.002988233759867346,0.03952314499372715,359.9983983527525,0.01,0.1,0.001,0.0001,0.25,0.0
1776357870754569258,0.0005490682315334429,-0.0007920233626384295,0.007220896311914117,-0.00915851074767473,0.19727740793241166,1.1992897259099426,0.01,0.1,0.001,0.0001,0.25,0.0
1776357870846403240,0.0016894292229668161,-0.0012481781445690975,0.017612078124683975,-0.0007749051828175677,0.4242857099545109,1.8289225737469654,0.01,0.1,0.001,0.0001,0.25,0.0
1776357870944529228,0.003722236877435018,-0.001175087877301102,0.023817172539674948,0.0022645075055532818,0.7618488489172728,1.5026795886437323,0.01,0.1,0.001,0.0001,0.25,0.0
1776357871047833624,0.00627409753891297,-0.0008611772578255631,0.025593324586458886,0.0038135985586218125,1.223153341515739,359.68218025110355,0.01,0.1,0.001,0.0001,0.25,0.0
1776357871146455217,0.009007823815451186,-0.0010059028205746327,0.02984457022262651,-0.006748523167836417,1.7649034443386717,359.9597147684034,0.01,0.1,0.001,0.0001,0.25,0.0
1776357871248521396,0.012508368473957091,-0.0017473923768489819,0.03874451376172802,-0.007780098635414689,2.4297677499346877,1.0214552791006326,0.01,0.1,0.001,0.0001,0.25,0.0
1776357871356366953,0.01699008380366674,-0.0017044005365717818,0.044374393443974224,0.008577435038937327,3.247389769909028,1.0921254038986397,0.01,0.1,0.001,0.0001,0.25,0.0
1776357871449875539,0.021448879646403365,-0.000997865638485845,0.05098655132441403,0.006533334274052635,4.052318071885823,0.14842782104261,0.01,0.1,0.001,0.0001,0.25,51.4
1776357871547358505,0.0266804318598778,-0.0006907380591036976,0.05634717330462987,-0.00023211702795827155,4.986197361362556,0.42413366129607444,0.01,0.1,0.001,0.0001,0.25,35.0
1776357871649777232,0.03258972226186863,0.0005375821852582981,0.059052621725621764,0.02421941411241502,6.0715922417453445,2.106178940856041,0.01,0.1,0.001,0.0001,0.25,0.2
1776357871751446343,0.03900116151171547,0.0032717570792484456,0.06706633314831395,0.029564341240305353,7.254776178695858,2.078980502782776,0.01,0.1,0.001,0.0001,0.25,0.2
1776357871850396594,0.045672081827615556,0.005865910797793954,0.06776600188932339,0.022868574572580756,8.507421548678412,0.5299222399159432,0.01,0.1,0.001,0.0001,0.25,21.4
1776357871948323573,0.0526414121397093,0.007914925294744208,0.0745789029962759,0.01898146848987452,9.845268829786102,1.4454803379425274,0.01,0.1,0.001,0.0001,0.25,70.2
1776357872051006890,0.06058197554884673,0.009972180935482581,0.08013309745702211,0.02110159857010369,11.352725895701338,2.0096680669830915,0.01,0.1,0.001,0.0001,0.25,70.2
1776357872148585153,0.06858774761600438,0.012716294639999355,0.08389818897299572,0.03512289761667549,12.88593229825276,1.588819708763322,0.01,0.1,0.001,0.0001,0.25,97.0
1776357872251902570,0.07710051340865888,0.016862952068575625,0.08088502566246575,0.0451447331059293,14.614408856255698,0.5663482983894269,0.01,0.1,0.001,0.0001,0.25,157.8
1776357872349947273,0.08495253859076587,0.02062482796232843,0.07929313263890522,0.031596023379769585,16.35508416095198,0.5779287047359942,0.01,0.1,0.001,0.0001,0.25,157.8
1776357872448683478,0.09280377720329744,0.023875075344671044,0.07973393510930755,0.03423783242041581,18.20724950646037,1.2606685559767818,0.01,0.1,0.001,0.0001,0.25,192.2
1776357872551859575,0.10097399957334312,0.028331187049765144,0.07865457468208176,0.052148664845738185,20.248508212548575,1.9454050961739324,0.01,0.1,0.001,0.0001,0.25,227.2
1776357872649344799,0.10862275926908516,0.03360293854270543,0.07825256626115543,0.05599637924304131,22.277173135457947,1.2940725833728337,0.01,0.1,0.001,0.0001,0.25,305.0
1776357872751220413,0.11644839231621891,0.03921465876755197,0.07538929195155933,0.05417938774249191,24.50034340195858,0.6618780276943667,0.01,0.1,0.001,0.0001,0.25,305.0
1776357872849133760,0.12375313959715015,0.044546867262822074,0.0738262261480305,0.0547426902756994,26.736681624939667,0.6513083866040688,0.01,0.1,0.001,0.0001,0.25,345.6
1776357872948142084,0.13093702703720675,0.050216394983585086,0.07128347241399674,0.05977795963895108,29.097496078351917,1.3012400255744732,0.01,0.1,0.001,0.0001,0.25,434.8
1776357873050529613,0.13792154081700628,0.05667895500145729,0.06515199592069215,0.06646166569180988,31.64372892132763,1.3533619410920708,0.01,0.1,0.001,0.0001,0.25,434.8
1776357873148443144,0.14417324094872444,0.06327875697135182,0.06254518635992169,0.06834584225146634,34.17874830461343,1.371660567679373,0.01,0.1,0.001,0.0001,0.25,482.0
1776357873251128576,0.15033753936918853,0.07026828375587617,0.05752162864877695,0.06779458480018902,36.942304415820836,1.7410049030612285,0.01,0.1,0.001,0.0001,0.25,583.6
1776357873350501890,0.1558491584548597,0.07712938754100242,0.05339622540268449,0.07028079676038017,39.71956055937843,1.7270129271351191,0.01,0.1,0.001,0.0001,0.25,638.8
1776357873452106901,0.1610311850108081,0.084598412202494,0.04860833013341126,0.07674171125996918,42.66298246387729,2.0209589654065705,0.01,0.1,0.001,0.0001,0.25,638.8
1776357873551215282,0.1657064081265671,0.09259568809053134,0.04573493913224201,0.08463864082496816,45.635590260743655,2.0209589654065705,0.01,0.1,0.001,0.0001,0.25,753.2
1776357873648700114,0.17002826754677572,0.10100517431529468,0.04293052771900942,0.08788687414465471,48.657297785632245,2.003740222895906,0.01,0.1,0.001,0.0001,0.25,812.8
1776357873751946785,0.1743277275632974,0.11027910459726253,0.04035884428629741,0.09176820492059887,51.96292651925986,2.6465190880554528,0.01,0.1,0.001,0.0001,0.25,812.8
1776357873849597252,0.1782184739401277,0.11941693398374488,0.03932322293172611,0.0953735578364229,55.18960431204524,2.3086586715044577,0.01,0.1,0.001,0.0001,0.25,873.2
1776357873947339833,0.18192133324516077,0.12897199807001422,0.036444110686731396,0.10014068365421884,58.51637774332382,2.3359164730716104,0.01,0.1,0.001,0.0001,0.25,1003.8
1776357874049757601,0.18538916041729564,0.13941505576630325,0.03127643639357268,0.10379381056352499,62.10656073794824,2.747939175940257,0.01,0.1,0.001,0.0001,0.25,1003.8
1776357874148382114,0.1882402423461056,0.1497730158476118,0.026538099637018003,0.10624598179494586,65.66492113389221,2.7336679502187127,0.01,0.1,0.001,0.0001,0.25,1070.4
1776357874247429788,0.19069026828960328,0.1604418460069191,0.02293684386642952,0.10919654067322662,69.3379189647868,3.0252006930789683,0.01,0.1,0.001,0.0001,0.25,1142.2
1776357874349724113,0.19296561022814754,0.1719151041553805,0.021550988209290068,0.11513034981457972,73.23633757843434,4.125790792317136,0.01,0.1,0.001,0.0001,0.25,1286.8
1776357874448181269,0.19488947613507376,0.18347219995022376,0.017528873396232224,0.11963118039302423,77.08942262219341,3.7850077596435274,0.01,0.1,0.001,0.0001,0.25,1364.8
1776357874549851983,0.19649576781125427,0.19567063787134334,0.014067172791012609,0.12031428759595279,81.17212190333598,4.183169332623418,0.01,0.1,0.001,0.0001,0.25,1364.8
1776357874648019982,0.19763157396994385,0.20760526764824333,0.009073077147993608,0.12283487465687273,85.21378265065592,4.195214586611311,0.01,0.1,0.001,0.0001,0.25,1441.8
1776357874745957141,0.19830436540422755,0.21980638879210923,0.004666905648701851,0.12634070350071844,89.343774254532,4.492880277790642,0.01,0.1,0.001,0.0001,0.25,1604.2
1776357874849750140,0.19875018404537007,0.23310492775519204,0.003923648171001786,0.12991106379420075,93.82776458230583,3.7734590244851365,0.01,0.1,0.001,0.0001,0.25,1604.2
1776357874946571396,0.19893140522832015,0.2457844695253666,-0.00018033393198398778,0.13199821457968175,98.10976262566155,3.780350624553024,0.01,0.1,0.001,0.0001,0.25,1686.8
1776357875049877927,0.19870094642439465,0.2593422502283315,-0.00428174425087192,0.13050370095660657,102.78337184370359,3.4290636069777984,0.01,0.1,0.001,0.0001,0.25,1862.2
1776357875147726490,0.19817006822330036,0.2722722360623942,-0.0065682970969489045,0.13375819685185056,107.31113657024447,3.086429102448786,0.01,0.1,0.001,0.0001,0.25,1955.6
1776357875251001341,0.19745623588737066,0.2863296966673177,-0.007255368691034764,0.13847048690078473,112.19555063112598,3.073149791538396,0.01,0.1,0.001,0.0001,0.25,2046.2
1776357875348436521,0.19670301520632522,0.29987532846424314,-0.008204629805812064,0.13955619570257205,116.90365105648371,2.3971675958264247,0.01,0.1,0.001,0.0001,0.25,2046.2
1776357875450815014,0.19579623257877662,0.3143768118336815,-0.009510198495738984,0.1437435502375098,121.95441515249237,2.0594273438850945,0.01,0.1,0.001,0.0001,0.25,2144.0
1776357875549108608,0.1947306618819252,0.3285643425006406,-0.012172058134385386,0.1449446445277216,126.90410134350195,2.721456926776331,0.01,0.1,0.001,0.0001,0.25,2238.0
1776357875648353063,0.1933860090634608,0.3429788553653219,-0.014925142310699734,0.14553401215526332,132.00177666211823,3.402533802945107,0.01,0.1,0.001,0.0001,0.25,2438.0
1776357875749053136,0.19180734360614132,0.3579905677937484,-0.016435011556254146,0.15267331820672222,137.27555694306992,2.7046789912540152,0.01,0.1,0.001,0.0001,0.25,2438.0
1776357875849040631,0.1900522245789343,0.3734984631272065,-0.01866568029360134,0.15746966748339886,142.6162314708847,2.01892445407592,0.01,0.1,0.001,0.0001,0.25,2540.0
1776357875950720918,0.18800464664433938,0.38953205908490857,-0.02161089178491318,0.1579167568169417,148.150715509357,1.3253839116081079,0.01,0.1,0.001,0.0001,0.25,2752.4
1776357876052779485,0.18566811057952826,0.4058314988209781,-0.024175306036452515,0.16148313748489568,153.8123127490166,1.3172359293963163,0.01,0.1,0.001,0.0001,0.25,2752.4
1776357876150549877,0.18319280548483813,0.4218810601855798,-0.026453468167526018,0.166787353350513,159.33612673120487,1.6404993668259433,0.01,0.1,0.001,0.0001,0.25,2863.0
1776357876260562979,0.18011407958752584,0.44036003799952345,-0.029525962756847834,0.1692096456001772,165.66648025774532,1.2745216885132193,0.01,0.1,0.001,0.0001,0.25,3086.8
1776357876352784728,0.17720836366996773,0.45616749505877735,-0.03349288570201314,0.17362075117660972,171.06896644352057,359.9544352355945,0.01,0.1,0.001,0.0001,0.25,3086.8
1776357876450751479,0.17379707404754624,0.47326128292632014,-0.03613574896712669,0.17528457269795547,176.9043709164387,359.6136412708573,0.01,0.1,0.001,0.0001,0.25,3321.4
1776357876552335075,0.17002635931791846,0.4910589863075696,-0.0381049216354944,0.17513001152622237,183.0571283554699,359.6010357779405,0.01,0.1,0.001,0.0001,0.25,3321.4
1776357876654622656,0.1659257959700505,0.5091776999172598,-0.04207356376514316,0.17914594799241515,189.3589561114159,359.2591478544258,0.01,0.1,0.001,0.0001,0.25,3438.0
1776357876753433282,0.16161424320109788,0.5271775495584372,-0.045193711972748546,0.18517705257213654,195.54811910290826,358.928220537554,0.01,0.1,0.001,0.0001,0.25,3561.2
1776357876854942192,0.15685866912448038,0.5460818082932077,-0.04851072712817194,0.187314876440206,202.00934482811564,358.57489545968787,0.01,0.1,0.001,0.0001,0.25,3687.2
1776357876954988891,0.1517295757046264,0.5648395923208422,-0.05402447237285462,0.18767012968694546,208.48069250884612,357.90632520850403,0.01,0.1,0.001,0.0001,0.25,3811.0
1776357877056343509,0.14599572292219234,0.5841248095149018,-0.05911920695603192,0.19287686249905367,215.14073160843282,358.24313029911764,0.01,0.1,0.001,0.0001,0.25,3940.2
1776357877164950456,0.13927949530234296,0.6053176946267385,-0.064555737981837,0.19737627477323047,222.3936839573844,358.65790174701857,0.01,0.1,0.001,0.0001,0.25,4202.8
1776357877256937810,0.13312147220929996,0.6235796399862656,-0.06933634577391366,0.1996878285399144,228.6304137676672,358.03149000212835,0.01,0.1,0.001,0.0001,0.25,4202.8
1776357877354703924,0.12612535652302959,0.6433075542619053,-0.07378791822327145,0.2038994386691738,235.35343037435058,358.0629287080758,0.01,0.1,0.001,0.0001,0.25,4472.6
1776357877457759154,0.11834772966771614,0.6644129980607418,-0.07715430014213183,0.20569883158036345,242.54572801531094,358.41024207425727,0.01,0.1,0.001,0.0001,0.25,4607.0
1776357877556200325,0.11056034253623477,0.6848729994400929,-0.08104455176918168,0.20994105811156194,249.51778396048763,358.05296726302134,0.01,0.1,0.001,0.0001,0.25,4607.0
1776357877658151134,0.10205614678229685,0.7067601861037979,-0.08579441546915723,0.21945117654323892,256.8413505795001,358.0650049386307,0.01,0.1,0.001,0.0001,0.25,4890.4
1776357877757785432,0.0932990220386258,0.7286719529586682,-0.09000612544096614,0.22043070000153722,264.1005018499708,358.0650049386307,0.01,0.1,0.001,0.0001,0.25,4890.4
1776357877859971008,0.08379211025046213,0.7509918564717061,-0.09604548302139934,0.21637296893495672,271.6520690696643,357.7100643783791,0.01,0.1,0.001,0.0001,0.25,5036.8
1776357877957564913,0.07411859801207567,0.7723416097695196,-0.10220577927531434,0.2211739568051158,278.9626390274959,358.39141490313773,0.01,0.1,0.001,0.0001,0.25,5182.0
1776357878061857820,0.06331601905767431,0.7959332077977216,-0.10494521154975894,0.23122013606080527,286.8832494125739,359.8847622424527,0.01,0.1,0.001,0.0001,0.25,5333.0
1776357878160616814,0.052750563808608625,0.8189114368868378,-0.10904316052269256,0.23417143675596014,294.48490938243077,359.2269665856474,0.01,0.1,0.001,0.0001,0.25,5479.2
1776357878255761760,0.042113451816702896,0.8412930467507642,-0.11454357012407658,0.23627871737372702,301.90383044375125,358.56968324700244,0.01,0.1,0.001,0.0001,0.25,5637.6
1776357878359215112,0.029941539426699665,0.8656795878547692,-0.12074969768254627,0.23513356058306042,310.0757556170738,359.67007919370513,0.01,0.1,0.001,0.0001,0.25,5789.6
1776357878456889353,0.018069354180833802,0.8887374815245399,-0.1223384234652172,0.2369867722563627,317.89119668714824,1.0345967899364867,0.01,0.1,0.001,0.0001,0.25,5938.0
1776357878555156240,0.005888407898501698,0.9123565442819838,-0.12557575666323295,0.24372305464823898,325.8521297526874,1.2938401783376838,0.01,0.1,0.001,0.0001,0.25,6101.6
1776357878658012704,-0.00704311202542373,0.9378304491314388,-0.12596949499976237,0.25179795478390166,334.28721879528916,1.5977597576326192,0.01,0.1,0.001,0.0001,0.25,6257.8
1776357878761216252,-0.020032357210787208,0.9639595585589528,-0.12566665512705835,0.2543922363128763,342.8655936433884,1.5817613126182666,0.01,0.1,0.001,0.0001,0.25,6417.0
1776357878858835788,-0.03223528864769611,0.9889736873206916,-0.12433071104398619,0.2580638353965717,351.0775783357433,2.5814195451957267,0.01,0.1,0.001,0.0001,0.25,6757.4
1776357878961870665,-0.04495425354889512,1.015878190216838,-0.122558190045397,0.2641817408735162,359.84998926694453,2.898621024265277,0.01,0.1,0.001,0.0001,0.25,6921.6
1776357879059788404,-0.056933795842622426,1.0420407159284293,-0.12212038716472508,0.27018004110268495,368.2873812984315,2.8616175997874667,0.01,0.1,0.001,0.0001,0.25,6921.6
1776357879162668516,-0.06943409685000904,1.0701196816980247,-0.12090420949899122,0.2757171598413474,377.2568428873629,2.923180844026538,0.01,0.1,0.001,0.0001,0.25,7097.0
1776357879262418131,-0.0815377050229784,1.0977543047247136,-0.12178797911001056,0.27839092494528134,386.0567945084273,2.904324702105883,0.01,0.1,0.001,0.0001,0.25,7265.8
1776357879361746271,-0.09338774294753628,1.1256045344770111,-0.11682529447819788,0.28240343990713224,394.92073456447173,3.9629798105897245,0.01,0.1,0.001,0.0001,0.25,7445.2
1776357879460631620,-0.1048479730133808,1.1538578799789359,-0.11495729243687412,0.28901907707693925,403.8458312641206,4.6653023695101705,0.01,0.1,0.001,0.0001,0.25,7621.2
1776357879558974399,-0.1160663874878983,1.182515552179689,-0.11317887575646376,0.2937594911486547,412.8212246651192,5.07536355449949,0.01,0.1,0.001,0.0001,0.25,7798.4
1776357879661863048,-0.12753801708968004,1.2128839986161226,-0.10981782196600506,0.29657191819483814,422.3163855513305,5.477025818697566,0.01,0.1,0.001,0.0001,0.25,8156.4
1776357879759310190,-0.1382641454557249,1.2419063520556723,-0.11032032191268086,0.2990695657723674,431.40939560436004,5.118418146386765,0.01,0.1,0.001,0.0001,0.25,8156.4
1776357879857765842,-0.14900928366917635,1.2715778361135355,-0.10793195791229915,0.3036094238112461,440.69561624687975,5.095222222152856,0.01,0.1,0.001,0.0001,0.25,8528.2
1776357879960497135,-0.15999376294995787,1.303035937803303,-0.1059528808715226,0.3089285797091423,450.48790736199,4.742458725464483,0.01,0.1,0.001,0.0001,0.25,8714.0
1776357880059705909,-0.1704586194864195,1.3337668971836711,-0.1049978759644867,0.3105466244657307,460.0489913736989,4.419487165208426,0.01,0.1,0.001,0.0001,0.25,8714.0
1776357880157226942,-0.18069559544147382,1.364175542403853,-0.10492320279440473,0.3130179551761026,469.54571267050125,4.689184912773247,0.010791,0.1,0.001,0.0001,0.25,8909.8
1776357880261323143,-0.1914277171678698,1.3969106437683763,-0.10129796752467152,0.3159975448346813,479.7874828933944,5.806878040050229,0.010791,0.1,0.001,0.0001,0.25,8909.8
1776357880358618744,-0.20123271456519948,1.427834782396838,-0.10026840812220783,0.31972588177614863,489.46045261413343,5.4873771909167,0.018951,0.1,0.001,0.0001,0.25,9291.0
1776357880459016840,-0.2112413257198132,1.4601350290783082,-0.09910568260381286,0.3237032826564877,499.54395093197127,4.83181045199089,0.019495,0.1,0.001,0.0001,0.25,9495.8
1776357880559171374,-0.22114613358361995,1.4925983260356717,-0.09867491177837362,0.3245283898925975,509.70556843461253,4.502430434571663,0.020038,0.1,0.001,0.0001,0.25,9890.8
1776357880657679101,-0.23090642502670228,1.5245720766657718,-0.09948454521925405,0.3246224167186941,519.7993200370647,4.525612952874617,0.020038,0.1,0.001,0.0001,0.25,9890.8
1776357880759366716,-0.24104124825871254,1.5577860223643505,-0.09983434325756738,0.32858747032312424,530.3230514227427,4.863428916206471,0.021126,0.1,0.001,0.0001,0.25,10296.0
1776357880857446913,-0.25082395663962875,1.5900908253482686,-0.09964628368972853,0.33014445765829065,540.5727793067945,5.1890059809514035,0.021126,0.1,0.001,0.0001,0.25,10296.0
1776357880955034059,-0.2604527213421908,1.6223733538168958,-0.09770944570179721,0.3315335612088028,550.867077419556,5.1890059809514035,0.022758,0.1,0.001,0.0001,0.25,10506.4
1776357881054222446,-0.27009584126910524,1.6554322567196185,-0.09671544849873441,0.33500110267192784,561.4315400993555,5.147983053552191,0.023302,0.1,0.001,0.0001,0.25,10711.4
1776357881157395416,-0.27998978436793764,1.690161741491351,-0.09509305043143212,0.3382805481463597,572.5250423595639,4.740962736434927,0.023302,0.1,0.001,0.0001,0.25,10917.4
1776357881255700509,-0.2891960188677052,1.7235356185778605,-0.09220304760049303,0.34069378763208896,583.1972249577672,5.04471170843181,0.024934,0.1,0.001,0.0001,0.25,11128.6
1776357881357561517,-0.2984767420335191,1.75838346996498,-0.09001224232466488,0.3434998070182436,594.3597792277566,4.694902728395222,0.024934,0.1,0.001,0.0001,0.25,11128.6
1776357881455322168,-0.3072609175971854,1.7921875888765801,-0.08969589375697537,0.34807052390877863,605.1719826735551,4.4090425757431255,0.024934,0.1,0.001,0.0001,0.25,11128.6
1776357881558083905,-0.31640667203917056,1.828168823181879,-0.08830233055281389,0.3522102299037499,616.6424546404888,4.035376649317116,0.024934,0.1,0.001,0.0001,0.25,11128.6
1776357881656677302,-0.3250855153110708,1.8631399350054205,-0.0877620820666141,0.3572354956338267,627.7479798376049,3.6971958679480585,0.024934,0.1,0.001,0.0001,0.25,11128.6
1776357881759172791,-0.33391405848612776,1.8999260747385176,-0.0845318902549139,0.36066665598012687,639.3971656595971,3.3454556571153002,0.024934,0.1,0.001,0.0001,0.25,11128.6
1776357881859481404,-0.34218155150848195,1.9362674442516215,-0.0803010951581613,0.3638887097937255,650.9034538302811,3.289844392726701,0.024934,0.1,0.001,0.0001,0.25,11128.6
1776357881959443395,-0.3500932616292745,1.9726960608984996,-0.07797846543136804,0.36489246996652075,662.472620391506,3.602368349445519,0.024934,0.1,0.001,0.0001,0.25,11128.6
1776357882057148295,-0.35744357672166094,2.0084991233452105,-0.07247963409914125,0.36798233409243647,673.8780594216945,2.898634708596876,0.09728,0.1,0.001,0.0001,0.25,11350.6
1776357882166448586,-0.36519863498070265,2.0488388021869954,-0.06942986786358162,0.37019184107891817,686.7517026662028,3.334808748594684,0.09728,0.1,0.001,0.0001,0.25,11787.2
