timestamp_ns,pos_x,pos_y,vel_n,vel_e,last_gps_pos_x,last_gps_pos_y,distance_traveled,relative_distance,yaw_imu_deg,euler_x,q_pos,q_vel,q_ori,r_fixed,r_float,error_percent
1776452852426015016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000692569607805882,0.0,-0.0,0.01,0.1,0.001,0.0001,0.25,0.0
1776452855334280933,-0.0009548934069829215,0.000415774718465683,-0.03216579072946204,-0.0013457430734942985,0.01655865723930547,0.012987274209481224,0.058000968499446796,0.05869342776319035,0.6696388917705697,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452855433807317,-0.005790054866690486,0.00025592128203644204,-0.06500362330392653,-0.0018667380149846621,0.01655865723930547,0.012987274209481224,0.21350172738284393,0.21418809993863602,0.6695864388819024,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452855536431070,-0.014199017483026124,0.0000537596485828106,-0.09887003864843577,-0.0020729830531004685,0.01655865723930547,0.012987274209481224,0.47567303804618244,0.4763576832724962,0.3167861054033101,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452855634074236,-0.02538518740579407,-0.00018884517187378133,-0.1302568969904035,-0.002896304868164632,0.01655865723930547,0.012987274209481224,0.8210435652436944,0.8217274761953538,359.98416834606326,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452855735454338,-0.04023525821324769,-0.0005087305288912769,-0.16270835446725201,-0.003414459253526586,0.01655865723930547,0.012987274209481224,1.2786595275089252,1.2793430487874276,0.6811216833346845,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452855834577486,-0.058063081860990795,-0.0008360945957954697,-0.19699283854058855,-0.003190567122098548,0.01655865723930547,0.012987274209481224,1.2786595275089252,1.8243881546249094,359.5979637875058,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452855936431175,-0.07989386851566159,-0.0011388787914029521,-0.23168378631346537,-0.00275500456459075,0.01655865723930547,0.012987274209481224,1.2786595275089252,2.485041265252852,359.2499853740874,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856034935365,-0.10432141439629387,-0.0013892833598539084,-0.2643068721381972,-0.002329350916397889,0.01655865723930547,0.012987274209481224,1.2786595275089252,3.2210689965978263,359.25106809976046,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856137320523,-0.13311346936574817,-0.0016507716011775716,-0.2981131696721661,-0.002778524425400277,0.01655865723930547,0.012987274209481224,1.2786595275089252,4.087250534615368,359.25331603303255,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856235860986,-0.164182095853191,-0.0019822382273690254,-0.33235455685096305,-0.003947843420879695,0.01655865723930547,0.012987274209481224,1.2786595275089252,5.018324328678144,358.9176642816605,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856338078997,-0.18572484674264922,-0.0011385182616553973,-0.3576645771413527,-0.00466547865423051,0.018063989132186143,0.014842599209546049,1.2786595275089252,5.690614191317593,358.9119248342013,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856437042529,-0.22272266699424598,-0.0016443801887439631,-0.3901238346891945,-0.00555884495431432,0.018063989132186143,0.014842599209546049,1.2786595275089252,6.800451368146451,359.59227685056925,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856544967879,-0.26659530546257976,-0.0023026673078247024,-0.42289188592169613,-0.006640051560072145,0.018063989132186143,0.014842599209546049,1.2786595275089252,8.120510545159693,359.9623266940512,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856637221214,-0.306923119738796,-0.0029207031782917375,-0.4513992863398929,-0.006758723339786715,0.018063989132186143,0.014842599209546049,1.2786595275089252,9.339484027360328,359.9620112631457,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856735052130,-0.35269384443482754,-0.0036135461132330796,-0.48422991624838335,-0.00740413047218916,0.018063989132186143,0.014842599209546049,1.2786595275089252,10.72367375006367,359.6241219796033,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856837985317,-0.4041916908509284,-0.004350894981804297,-0.51644249409259,-0.006923549633374673,0.018063989132186143,0.014842599209546049,1.2786595275089252,12.281451385273945,358.9188486249316,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452856940037368,-0.45869270698913456,-0.005013345631892695,-0.5516402528350104,-0.006058815837686421,0.018063989132186143,0.014842599209546049,1.2786595275089252,13.928829574192298,358.5664696687037,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857038895880,-0.5148448945967534,-0.00557233810523086,-0.5843979587973029,-0.005250392882097244,0.018063989132186143,0.014842599209546049,1.2786595275089252,15.622232076234395,358.56777128364155,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857136475256,-0.5734408716602711,-0.006026936419950319,-0.6165976255195844,-0.004067150675955218,0.018063989132186143,0.014842599209546049,1.2786595275089252,17.387995516987104,357.89548400606776,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857239504676,-0.5463704932259804,-0.000477840491358021,-0.6136988846169192,-0.0002804813706085911,0.028601316232921694,0.029685197628119542,1.2786595275089252,16.419431782150316,357.5762291072777,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857337708526,-0.6081020228190807,-0.000484973816905917,-0.6435437183566066,0.00013520195118048788,0.028601316232921694,0.029685197628119542,1.2786595275089252,18.256867048989424,357.5795491190926,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857436045040,-0.6727880571138763,-0.0004098080494783763,-0.6721109303279446,0.001393600864081015,0.028601316232921694,0.029685197628119542,1.2786595275089252,20.19087134052625,357.2269662672723,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857539238570,-0.7438724499640151,-0.00020698652088634676,-0.7057614395922394,0.0025378131786765908,0.028601316232921694,0.029685197628119542,1.2786595275089252,22.321431014798453,356.4959111972453,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857637600936,-0.8148159446813026,0.0001409263511886758,-0.7373346320903309,0.004539251476511888,0.028601316232921694,0.029685197628119542,1.2786595275089252,24.448136400175724,356.14210350821736,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857739820292,-0.8918952657829715,0.0007167179158311066,-0.7699422049929502,0.00672028319464501,0.028601316232921694,0.029685197628119542,1.2786595275089252,26.760256644882396,356.14348708250475,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857838001160,-0.9689737408030469,0.001485373562666092,-0.8001654784564728,0.0089374232753917,0.028601316232921694,0.029685197628119542,1.2786595275089252,29.07556625942234,355.7944433815822,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452857940450625,-1.0525331158197473,0.0024817942831307687,-0.8310240316964542,0.010514026984931018,0.028601316232921694,0.029685197628119542,1.2786595275089252,31.591569998076018,355.4283792615648,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452858037789911,-1.1348818428012015,0.0035757852714667377,-0.8611424884769644,0.011966161740396424,0.028601316232921694,0.029685197628119542,1.2786595275089252,34.07644148490319,355.42477882710403,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452858139945335,-1.224553331965136,0.004916570191119977,-0.8945270908703463,0.014284939003334515,0.028601316232921694,0.029685197628119542,1.2786595275089252,36.78361375550499,355.78282364093326,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452858239663382,-1.315503583264594,0.0065142854415433105,-0.9295022970289566,0.01775762853913058,0.028601316232921694,0.029685197628119542,1.2786595275089252,39.52440448918763,354.2983002118036,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452858341212092,-1.0216783399221445,0.013401334848175255,-0.7121900597726548,0.010451039928881611,0.03161198130220665,0.033395847628249195,1.2786595275089252,30.35255211394449,187.40634579879946,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452858439275344,-1.091365705332257,0.014367623788776072,-0.7091873469844497,0.009257859388611518,0.03161198130220665,0.033395847628249195,1.2786595275089252,32.7941674799157,193.00924677934216,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452858542680234,-1.1645085399050321,0.015358984306295717,-0.7055283791469333,0.009916859811057225,0.03161198130220665,0.033395847628249195,1.2786595275089252,35.46756810576382,194.16457601225724,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776452858640837041,-1.2336046676559846,0.016330262900169708,-0.7022932653017306,0.00987277343979627,0.03161198130220665,0.033395847628249195,1.2786595275089252,38.09925026541629,194.16457601225724,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
