timestamp_ns,fix_time,fix_date,gga_fix_quality,avg_snr,latitude,longitude,altitude,speed_over_ground,true_course,num_of_fix_satellites,hdop,vdop,pdop,geoid_separation
1764885410517449959,21:56:49,2025-12-04,GPS Fix,42.210526,35.7682734,-78.67324238333333,101.58,0.148,83.09,22,0.8,1.51,1.71,-33.026
1764885411095676823,21:56:50,2025-12-04,GPS Fix,40.842106,35.76827495,-78.67324321666666,101.639,0.12,83.09,22,0.71,1.44,1.61,-33.026
1764885412144351192,21:56:51,2025-12-04,GPS Fix,37.473682,35.76827531666667,-78.67324356666667,101.692,0.095,83.09,22,0.71,1.44,1.61,-33.026
1764885413120387696,21:56:52,2025-12-04,GPS Fix,37.894737,35.768275433333336,-78.67324375,101.7,0.039,83.09,22,0.7,1.42,1.58,-33.026
1764885414151995329,21:56:53,2025-12-04,GPS Fix,37.894737,35.76827551666667,-78.67324378333333,101.699,0.014,83.09,22,0.7,1.42,1.58,-33.026
1764885415233147549,21:56:54,2025-12-04,GPS Fix,37.45,35.76827556666667,-78.67324378333333,101.7,0.014,83.09,22,0.7,1.42,1.58,-33.026
1764885416293276016,21:56:55,2025-12-04,Float,39.05,35.768289,-78.67324253333334,107.315,0.021,83.09,22,0.7,1.42,1.58,-33.027
1764885417352798672,21:56:56,2025-12-04,Float,39.0,35.76829228333333,-78.67324353333333,108.786,0.016,83.09,22,0.71,1.47,1.63,-33.026
1764885418301332116,21:56:57,2025-12-04,Float,37.42105,35.76829175,-78.67324598333333,109.833,0.02,83.09,22,0.7,1.46,1.62,-33.026
1764885419356017329,21:56:58,2025-12-04,Float,37.736843,35.76829228333333,-78.67324328333333,110.592,0.017,83.09,22,0.68,1.39,1.55,-33.027
1764885420308060221,21:56:59,2025-12-04,Float,38.9,35.76829263333333,-78.67324198333333,111.116,0.023,83.09,22,0.68,1.39,1.55,-33.026
1764885421309197632,21:57:00,2025-12-04,Float,39.45,35.76829253333333,-78.67324153333334,111.159,0.026,83.09,22,0.68,1.39,1.55,-33.027
1764885422326266531,21:57:01,2025-12-04,Float,39.55,35.76829266666667,-78.67324145,111.207,0.023,83.09,22,0.68,1.39,1.55,-33.026
1764885423299451086,21:57:02,2025-12-04,Float,38.666668,35.768292833333334,-78.67324123333333,111.314,0.024,83.09,22,0.68,1.39,1.55,-33.027
1764885424343870970,21:57:03,2025-12-04,Float,37.285713,35.7682932,-78.6732409,111.352,0.025,83.09,22,0.68,1.39,1.55,-33.026
1764885425325776008,21:57:04,2025-12-04,Float,35.142857,35.76829335,-78.67324065,111.322,0.032,83.09,22,0.68,1.39,1.55,-33.026
1764885426352532149,21:57:05,2025-12-04,Float,37.714287,35.76829345,-78.67324066666667,111.337,0.017,83.09,22,0.71,1.43,1.6,-33.026
1764885427307580510,21:57:06,2025-12-04,Float,38.190475,35.76829371666667,-78.67324015,111.335,0.026,83.09,22,0.71,1.43,1.6,-33.026
1764885428299537000,21:57:07,2025-12-04,Float,38.666668,35.76829393333333,-78.67323998333333,111.337,0.024,83.09,22,0.7,1.41,1.57,-33.026
1764885429353943922,21:57:08,2025-12-04,Float,38.238094,35.76829405,-78.67323978333333,111.358,0.029,83.09,22,0.71,1.43,1.6,-33.026
1764885430315710603,21:57:09,2025-12-04,Float,37.42857,35.76829428333333,-78.67323961666666,111.369,0.026,83.09,22,0.69,1.37,1.53,-33.026
1764885431340020015,21:57:10,2025-12-04,Float,36.285713,35.7682944,-78.6732394,111.315,0.022,83.09,22,0.71,1.39,1.56,-33.026
1764885432324633946,21:57:11,2025-12-04,Float,39.04762,35.768294516666664,-78.67323925,111.219,0.023,83.09,22,0.71,1.39,1.56,-33.026
1764885433364079198,21:57:12,2025-12-04,Float,38.714287,35.768295,-78.67323915,111.16,0.021,83.09,22,0.69,1.37,1.53,-33.026
1764885434344602241,21:57:13,2025-12-04,Float,38.38095,35.7682952,-78.67323886666667,111.061,0.027,83.09,22,0.69,1.37,1.53,-33.026
1764885435379870573,21:57:14,2025-12-04,Float,37.57143,35.76829551666667,-78.67323868333334,111.049,0.036,83.09,23,0.69,1.37,1.53,-33.026
1764885436372448175,21:57:15,2025-12-04,Float,35.04762,35.768295816666665,-78.67323851666667,111.062,0.03,83.09,23,0.69,1.37,1.53,-33.026
1764885437399498622,21:57:16,2025-12-04,Float,37.0,35.76829595,-78.67323831666667,111.057,0.02,83.09,23,0.64,1.29,1.45,-33.026
1764885438345493188,21:57:17,2025-12-04,Float,37.772728,35.76829588333333,-78.67323833333333,111.022,0.023,83.09,23,0.74,1.38,1.56,-33.026
1764885439360540001,21:57:18,2025-12-04,Float,38.090908,35.76829573333333,-78.6732384,110.97,0.021,83.09,23,0.74,1.38,1.56,-33.026
1764885440327819260,21:57:19,2025-12-04,Float,37.68182,35.76829563333333,-78.67323841666666,110.893,0.02,83.09,24,0.74,1.38,1.56,-33.027
1764885441358031824,21:57:20,2025-12-04,Float,37.545456,35.768295466666665,-78.67323845,110.84,0.023,83.09,24,0.59,1.19,1.33,-33.026
1764885442307769533,21:57:21,2025-12-04,Float,36.590908,35.768295183333336,-78.67323866666666,110.774,0.019,83.09,24,0.61,1.19,1.34,-33.026
1764885443372108626,21:57:22,2025-12-04,Float,37.090908,35.76829506666667,-78.67323871666666,110.719,0.025,83.09,24,0.61,1.19,1.34,-33.026
1764885444356261100,21:57:23,2025-12-04,Float,38.142857,35.7682949,-78.67323885,110.697,0.013,83.09,24,0.74,1.38,1.56,-33.027
1764885445394484246,21:57:24,2025-12-04,Float,38.409092,35.76829478333333,-78.67323898333333,110.66,0.018,83.09,24,0.59,1.15,1.29,-33.026
1764885446344412386,21:57:25,2025-12-04,Float,37.954544,35.768294616666665,-78.67323895,110.605,0.021,83.09,24,0.58,1.14,1.28,-33.026
1764885447315184938,21:57:26,2025-12-04,Float,37.0,35.76829471666667,-78.67323888333334,110.571,0.023,83.09,24,0.74,1.4,1.58,-33.026
1764885448346369027,21:57:27,2025-12-04,Float,36.863636,35.7682948,-78.67323883333333,110.502,0.024,83.09,24,0.65,1.29,1.44,-33.026
1764885449329735273,21:57:28,2025-12-04,Float,38.18182,35.76829491666667,-78.67323873333333,110.463,0.031,83.09,24,0.65,1.29,1.44,-33.027
