timestamp_ns,pos_x,pos_y,vel_n,vel_e,last_gps_pos_x,last_gps_pos_y,distance_traveled,relative_distance,yaw_imu_deg,euler_x,q_pos,q_vel,q_ori,r_fixed,r_float,error_percent
1776450577999535723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006858590073769844,0.0,-188.0,0.01,0.1,0.001,0.0001,0.25,0.0
1776450580903249580,-0.001884276742713912,0.0008831857732800422,-0.02731966557202607,-0.0010839304652461533,-0.0015053328877427253,0.0018553250000648256,0.04265959207524761,0.04334464746974522,0.5680160336900112,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581005381159,-0.006348561881978948,0.0006927016653452765,-0.06008895029874228,-0.002645659312412409,-0.0015053328877427253,0.0018553250000648256,0.1889814808972322,0.18965586213979385,0.9196386275031805,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581104346847,-0.013857634982592936,0.00038525850270437544,-0.09165797242253004,-0.0035672984278228917,-0.0015053328877427253,0.0018553250000648256,0.42880854018555614,0.42948138392145035,1.2644594603368353,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581203196831,-0.024518665867827305,-0.000015855324412926755,-0.12403467716987093,-0.004547986584521125,-0.0015053328877427253,0.0018553250000648256,0.7648214907065085,0.765493895094346,1.6043288065791765,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581305035298,-0.038716751286240025,-0.0005250191186175345,-0.15481478090912182,-0.0054519566404486654,-0.0015053328877427253,0.0018553250000648256,1.2117929346375145,1.2124651526267747,1.608024240043897,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581403531356,-0.011186424128763993,0.0017448283978850614,-0.11510488380070166,-0.0015983136587417169,-0.0015053328877427253,0.0018553250000648256,1.2117929346375145,0.28548142533898896,1.58095174810188,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581506212305,-0.02479524403468844,0.0015514848131600728,-0.15023923494035357,-0.0021714902961739203,-0.0015053328877427253,0.0018553250000648256,1.609613690803721,0.6832965027113203,0.8523312076502767,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581604063011,-0.041075443645607015,0.0012713225948384876,-0.1821970543834589,-0.0035493295029329908,-0.0015053328877427253,0.0018553250000648256,2.0858274378694897,1.1595084827697206,0.8523312076502767,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581711991777,-0.06277650462026281,0.0007989761708649397,-0.21995700678260632,-0.0052039767478570505,-0.0015053328877427253,0.0018553250000648256,2.0858274378694897,1.7932973825794727,0.8523312076502767,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581807390167,-0.08529957945235428,0.0002633017539364252,-0.25267742528817566,-0.006036858515857513,-0.0015053328877427253,0.0018553250000648256,2.0858274378694897,2.4480542336536675,1.1868524172336754,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450581904689836,-0.11146426686955069,-0.0003974927513752792,-0.2850538982479398,-0.007543655489944041,-0.0015053328877427253,0.0018553250000648256,2.0858274378694897,3.2085403781569406,1.1865100633030656,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582006111488,-0.14216060181792875,-0.0011256963621966384,-0.31979710218576374,-0.00680511556905847,-0.0015053328877427253,0.0018553250000648256,2.0858274378694897,4.100791015675485,1.5329890454462052,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582245133159,-0.2281017699589583,-0.002699717305909585,-0.39938698678155143,-0.006366811726158626,-0.0015053328877427253,0.0018553250000648256,2.0858274378694897,6.6012356108235615,359.88343503934226,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582305470368,-0.2528151581190805,-0.0030836156971690573,-0.4195177740534931,-0.006354075359108687,-0.0015053328877427253,0.0018553250000648256,2.0858274378694897,7.321395854876935,0.0941011665255102,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582313221742,-0.015281450616390984,-0.033965250634977386,-0.16243482042230112,-0.07503472253060593,-0.013547989572067707,-0.033395847628249195,2.0858274378694897,0.04376383707887784,0.15625043886104653,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582403054371,-0.031206582116507557,-0.040715683847260875,-0.19209171530504804,-0.07524395500447048,-0.013547989572067707,-0.033395847628249195,2.3346751731180606,0.2760352771284187,0.47215501842172697,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582504968708,-0.052588171617885565,-0.0485062607785228,-0.2274922775149476,-0.07763529538893718,-0.013547989572067707,-0.033395847628249195,2.7126371975225263,0.6524372689547268,1.1813532536240805,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582604079396,-0.07675890326659682,-0.056249736063009564,-0.26034485764316734,-0.07865102866005406,-0.013547989572067707,-0.033395847628249195,3.1775858170739206,1.1168199953079596,1.5259354867863864,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582702757843,-0.10407137514014037,-0.06404496959657184,-0.2932339465883649,-0.07934551146251813,-0.013547989572067707,-0.033395847628249195,3.1775858170739206,1.6750466857540405,1.5591987282403943,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582837921139,-0.14657746506211808,-0.07490936866293198,-0.3357289961253853,-0.08141508590452506,-0.013547989572067707,-0.033395847628249195,3.1775858170739206,2.594776516261924,1.5350120830043057,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450582902023720,-0.16875997222578362,-0.08015504414016635,-0.3562083236743418,-0.08221288470657143,-0.013547989572067707,-0.033395847628249195,3.676636990394992,3.0937266241653787,2.2172452308179036,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583004858502,-0.20716715720509427,-0.08868341727117099,-0.3908164041762473,-0.08366507850861689,-0.013547989572067707,-0.033395847628249195,3.676636990394992,3.977995297613551,2.537956185930566,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583102865060,-0.24701347005378688,-0.09698946712800816,-0.42230879477992617,-0.08583262302343878,-0.013547989572067707,-0.033395847628249195,3.676636990394992,4.917186208705077,2.5532343091615766,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583205682639,-0.29217168485044775,-0.10592759158592402,-0.45612399886896515,-0.08803478234018251,-0.013547989572067707,-0.033395847628249195,3.676636990394992,6.003539940580213,2.2257377189614957,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583304830642,-0.3390658172349547,-0.11476226158702213,-0.4898143353504531,-0.09017627732275396,-0.013547989572067707,-0.033395847628249195,3.676636990394992,7.149245312608084,2.2257377189614957,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583402386644,-0.017403745555409418,-0.0380008134945059,-0.022079635612436505,-0.027323851053388686,-0.013547989572067707,-0.03525117183734147,3.676636990394992,0.34399230930051594,183.0718995033919,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583504744074,-0.01814399302689182,-0.0407323349682223,0.007614329544129456,-0.02605329060754058,-0.013547989572067707,-0.03525117183734147,4.128760083331455,0.7948096774384452,182.69274831647093,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583603737485,-0.015996494088393206,-0.043296853747425985,0.03577197794458453,-0.025758143764064507,-0.013547989572067707,-0.03525117183734147,4.128760083331455,1.3280557781032285,182.33058493929948,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583729820776,-0.009011774920650948,-0.046490918059804494,0.07502727709823559,-0.02490959789759356,-0.013547989572067707,-0.03525117183734147,4.128760083331455,2.144825299295399,181.413512238437,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583803324472,-0.002646859466233699,-0.04829716954328111,0.09814660231325241,-0.02423411482357391,-0.013547989572067707,-0.03525117183734147,4.128760083331455,2.6920526148697133,181.68002619705973,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450583912484572,0.009880855650447738,-0.050991569574628505,0.13139155371543898,-0.0251338352805597,-0.013547989572067707,-0.03525117183734147,4.128760083331455,3.6010812453003225,181.68002619705973,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450584005305943,0.02335771099999783,-0.05328256365946877,0.15900286212661144,-0.02423167853620706,-0.013547989572067707,-0.03525117183734147,4.128760083331455,4.464824695124239,182.3541304897717,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450584113881338,0.042501355794927725,-0.05589032446702512,0.1936141603510574,-0.0238020611797543,-0.013547989572067707,-0.03525117183734147,4.128760083331455,5.581137446239685,182.35295305949106,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450584205363338,0.06144216809837971,-0.05806992767025419,0.22044797832025348,-0.02384590392992536,-0.013547989572067707,-0.03525117183734147,4.128760083331455,6.610171670172398,182.01440852186042,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450584303011303,0.08441636828733232,-0.06041389214590012,0.25008865813795267,-0.024161040872371187,-0.013547989572067707,-0.03525117183734147,4.128760083331455,7.797678676791205,181.29866338730056,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450584406381160,0.006965204942691608,-0.024388922081568766,0.22631026058637915,0.0544266980806296,-0.015053321176287066,-0.029685197628119542,4.128760083331455,0.515936569166953,195.5139850113509,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450584504803348,0.030676670070468575,-0.01863068590216244,0.25550711638464413,0.06258075957710452,-0.015053321176287066,-0.029685197628119542,4.128760083331455,1.096413430646901,196.21285381363245,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450584608875408,0.058868778565398905,-0.011651440413543542,0.28636540646009667,0.07156533883021307,-0.015053321176287066,-0.029685197628119542,4.128760083331455,1.8148056037097204,196.62069581148742,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450584704310447,0.08761235972407712,-0.00440380300706974,0.3159557695517989,0.0803087600120987,-0.015053321176287066,-0.029685197628119542,4.128760083331455,2.568052608727393,196.97204833206845,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450584802399931,0.1202069714030095,0.00396000571235045,0.34861573063897855,0.09022092638899551,-0.015053321176287066,-0.029685197628119542,4.128760083331455,3.4361698485882703,197.26504098750925,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,93.07
1776450584905559806,0.1578270785238164,0.013761228707776563,0.38078604693847207,0.09981121393265743,-0.015053321176287066,-0.029685197628119542,4.128760083331455,4.4518248241632055,196.83057170893082,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,93.07
1776450585008669958,0.19874649927682575,0.024556114274811188,0.41285683696725706,0.10955841924387344,-0.015053321176287066,-0.029685197628119542,4.128760083331455,5.5723265960183355,197.20523898082087,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,65.73
1776450585106420220,0.24053291858008416,0.03571118230417242,0.442125739623074,0.11868293200873281,-0.015053321176287066,-0.029685197628119542,4.128760083331455,6.731564338193379,197.5766390175326,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,54.13
1776450585209330428,0.2876429811102047,0.0484299588218249,0.47341443186160004,0.12849463916518955,-0.015053321176287066,-0.029685197628119542,4.128760083331455,8.054236392518485,197.62782437283974,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,40.67
1776450585307645134,0.33569929427738515,0.06151764650182655,0.5042007386508507,0.13774971417060752,-0.015053321176287066,-0.029685197628119542,4.128760083331455,9.415778667073484,196.91963155162279,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,40.67
1776450585411431861,0.05143591494693893,-0.020110167148831883,0.5359848893319864,0.09029189134414903,-0.004515996096181447,-0.029685197628119542,4.128760083331455,0.37391841919491653,354.0113546955335,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,25.73
1776450585507721085,0.10284457422568422,-0.011474845003863485,0.5320392236446286,0.08910847434405512,-0.004515996096181447,-0.029685197628119542,4.559036975530777,0.803615530931175,339.56195324199143,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,25.73
1776450585609945812,0.15691413538017068,-0.002407928624404169,0.5257210013623107,0.08826717481747316,-0.004515996096181447,-0.029685197628119542,4.559036975530777,1.355771981532025,343.6774266165387,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,25.6
1776450585709133204,0.20878081769339063,0.006326333705229935,0.520204894760964,0.08786499224365105,-0.004515996096181447,-0.029685197628119542,4.559036975530777,1.985593269907668,338.0202172982995,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,89.33
1776450585810616522,0.261432922772497,0.015212976359744293,0.5172359739241127,0.08723467872566211,-0.004515996096181447,-0.029685197628119542,4.559036975530777,2.7263782738395044,341.7053690649724,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,89.33
1776450585908473228,0.31187602340175236,0.023769224493718398,0.5137533374597774,0.08764355559444496,-0.004515996096181447,-0.029685197628119542,4.559036975530777,3.5326965829987524,329.141367626979,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,73.47
1776450586011061807,0.36426919184663964,0.03268053525806705,0.5076505235620434,0.08608228484686242,-0.004515996096181447,-0.029685197628119542,4.559036975530777,4.47529775754294,325.8622582016185,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,63.6
1776450586109260439,0.41390124219479557,0.04118842462013289,0.5031677761807749,0.08719144047854999,-0.004515996096181447,-0.029685197628119542,4.559036975530777,5.4709210672041095,332.3979778607558,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,52.93
1776450586208291016,0.4634992059724525,0.04979889476709934,0.4986673394838058,0.08673246079859369,-0.004515996096181447,-0.029685197628119542,4.559036975530777,6.5672260279627155,332.85593247075843,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,52.93
1776450586310275261,0.514067875276656,0.05863371630355826,0.49302369676418034,0.0865252785310961,-0.004515996096181447,-0.029685197628119542,4.559036975530777,7.793527540414699,337.24694228988193,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,27.07
