timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1775764365330136660,207672,0.0,0.7,0.008,0.2,-0.04,-0.04,-94.19,-4.38,-0.81,-0.22,0.02,-1.15,-7.06,-1.25,-9.69,0.0,-9.5,1030.71,1067.0,0.0,0.0
1775764365620030559,207672,0.0,0.7,0.008,0.2,-0.04,-0.04,-94.19,-4.38,-0.81,-0.22,0.02,-1.15,-7.06,-1.25,-9.69,0.0,-9.5,1030.71,1067.0,0.0,0.0
1775764367550879198,207672,0.0,0.7,0.008,0.2,-0.04,-0.04,-94.19,-4.38,-0.81,-0.22,0.02,-1.15,-7.06,-1.25,-9.69,,,,,,
1775764367635107829,1913,0.0,0.9,0.0,0.2,0.02,-0.14,4.31,-0.25,-4.5,0.25,0.42,-0.92,-1.5,0.56,-2.56,1184.04,1732.0,0.0,0.0,0.0,0.0
1775764367737576244,2014,0.0,1.1,0.0,0.2,-0.02,-0.02,4.31,0.06,-5.06,0.82,0.44,-0.52,-0.5,3.94,2.25,1185.75,1985.0,0.0,0.0,0.0,0.0
1775764367839976510,2115,0.0,1.1,0.0,0.5,-0.14,-0.02,4.31,-0.31,-5.63,0.53,0.19,-0.28,-1.75,8.25,-0.75,1148.02,1985.0,0.0,0.0,0.0,0.0
1775764367938275641,2214,0.0,0.9,0.0,0.2,0.02,-0.12,4.0,-0.81,-6.94,0.59,0.17,-0.03,-8.0,8.75,-4.56,1160.54,2024.0,0.0,0.0,0.0,0.0
1775764368036564284,2315,0.0,0.7,0.0,0.2,0.04,-0.12,3.38,-1.19,-7.38,-0.3,0.22,0.19,2.75,1.69,-6.75,1213.19,1504.0,0.0,0.0,0.0,0.0
1775764368138946168,2414,0.0,0.7,0.0,0.7,0.04,-0.06,2.56,-0.88,-6.56,0.19,0.03,-0.13,8.88,-2.5,-10.38,1136.87,1504.0,0.0,0.0,0.0,0.0
1775764368237254143,2513,0.0,1.0,0.016,0.5,-0.04,-0.12,1.0,-0.63,-6.44,-1.93,-0.7,0.0,-6.25,-3.63,-20.19,157.61,1600.0,0.0,0.0,0.0,0.0
1775764368335530636,2613,0.0,0.7,0.032,0.2,0.06,-0.27,-0.81,0.19,-7.31,-1.43,-0.92,-0.44,-14.81,-6.25,-16.5,1182.84,2217.0,0.0,0.0,0.0,0.0
1775764368437943835,2713,0.0,1.1,0.0,0.3,0.04,-0.02,-1.63,0.75,-7.94,0.05,-0.61,-0.47,5.19,-0.25,-3.44,1204.44,2217.0,0.0,0.0,0.0,0.0
1775764368538590551,2812,0.0,1.2,0.004,0.4,-0.16,-0.04,-1.81,0.69,-7.25,-0.99,-0.57,-0.88,2.06,1.19,-1.69,1166.37,1911.0,0.0,0.0,0.0,0.0
1775764368644696215,2913,0.0,0.7,0.0,0.5,-0.02,-0.14,-1.69,0.5,-7.25,-0.16,-0.64,-0.67,-3.13,-0.63,3.06,1204.1,1817.0,0.0,0.0,0.0,0.0
1775764368736950280,3012,0.0,1.1,0.0,0.3,-0.06,-0.21,-1.31,0.5,-7.44,0.35,-0.23,-0.81,-0.19,-3.19,4.44,1197.24,1817.0,0.0,0.0,0.0,0.0
1775764368835255921,3111,0.0,0.7,0.0,0.6,0.04,-0.1,-0.69,0.63,-7.63,0.43,-0.35,-0.07,4.19,-6.0,9.0,1212.16,2063.0,0.0,0.0,0.0,0.0
1775764369167600246,3212,0.0,0.9,0.0,0.6,-0.06,-0.1,0.19,1.19,-7.25,-0.02,-0.22,0.35,3.25,-7.25,7.75,1165.51,2063.0,0.0,0.0,0.0,0.0
1775764369236669537,3312,0.0,0.9,0.0,0.3,0.04,-0.12,1.37,1.19,-6.81,-0.51,-0.3,0.29,7.38,4.31,15.0,1189.35,2333.0,0.0,0.0,0.0,0.0
1775764369243045980,3412,0.0,1.0,0.0,0.4,-0.1,-0.14,2.5,0.5,-6.13,-0.2,-0.31,-0.34,-3.81,1.25,10.56,154.35,1577.0,0.0,0.0,0.0,0.0
1775764369245819219,3513,0.0,1.0,0.024,0.3,0.06,-0.2,3.94,0.25,-6.94,-1.14,0.22,0.0,-10.06,1.5,18.06,153.32,1577.0,0.0,0.0,0.0,0.0
1775764369339004336,3613,0.0,1.0,0.024,0.6,0.06,-0.08,5.44,-0.12,-7.88,-1.41,0.62,-0.55,-9.63,5.06,10.25,153.32,706.0,0.0,0.0,0.0,0.0
1775764369437332174,3713,0.0,0.9,0.004,0.4,-0.06,-0.14,5.94,-0.69,-8.44,-0.04,0.19,-0.38,1.5,3.88,1.37,1226.91,1197.0,0.0,0.0,0.0,0.0
1775764369535645307,3813,0.0,0.9,0.0,0.2,-0.04,-0.14,6.13,-0.81,-7.81,-0.49,0.48,-1.09,4.69,-0.06,2.13,1231.71,1197.0,0.0,0.0,0.0,0.0
1775764369638078291,3912,0.0,0.9,0.0,0.6,0.14,-0.1,6.13,-1.0,-7.5,0.02,0.51,-0.58,5.38,5.31,-1.12,1211.99,698.0,0.0,0.0,0.0,0.0
1775764369736350536,4013,0.0,0.9,0.0,0.2,0.0,-0.2,5.94,-1.56,-6.56,0.86,0.17,-0.68,9.38,6.31,-3.06,153.32,698.0,0.0,0.0,0.0,0.0
1775764369859591402,4113,0.0,1.0,0.0,0.3,0.04,-0.18,5.31,-2.06,-6.25,0.23,0.33,0.27,-1.0,8.44,-8.5,153.32,992.0,0.0,0.0,0.0,0.0
1775764369937027209,4212,0.0,1.1,0.0,0.4,-0.06,0.02,4.25,-2.75,-7.06,0.93,0.34,0.25,-13.13,8.44,-14.56,153.32,916.0,0.0,0.0,0.0,0.0
1775764370039412527,4313,0.0,0.9,0.0,0.4,-0.04,-0.16,2.13,-2.5,-8.69,-1.41,0.34,0.34,-15.63,-6.56,-27.12,149.03,916.0,0.0,0.0,0.0,0.0
1775764370137733912,4413,0.0,1.2,0.0,0.6,-0.02,0.0,-0.06,-1.56,-9.56,-1.82,-0.34,-0.36,1.06,-4.5,-17.87,158.64,2508.0,0.0,0.0,0.0,0.0
1775764370235961928,4513,0.0,0.9,0.012,0.3,-0.04,-0.08,-1.63,-1.06,-9.31,-0.42,-0.63,-0.94,0.12,-1.12,-14.75,153.32,2594.0,0.0,0.0,0.0,0.0
1775764370338400679,4613,0.0,1.0,0.016,0.5,0.02,-0.08,-2.5,-1.0,-8.94,-0.73,-0.26,-0.66,8.56,2.0,-3.13,154.35,2594.0,0.0,0.0,0.0,0.0
1775764370436706805,4714,0.0,0.9,0.008,0.1,-0.08,-0.1,-2.75,-1.37,-8.19,0.02,-0.09,-0.61,3.88,2.63,-3.19,157.44,2513.0,0.0,0.0,0.0,0.0
1775764370539118575,4813,0.0,1.1,0.0,0.3,-0.04,-0.1,-2.5,-1.25,-7.88,0.07,-0.15,-0.57,3.19,-3.94,8.63,153.32,1545.0,0.0,0.0,0.0,0.0
1775764370637430313,4913,0.0,0.5,0.0,0.3,-0.21,-0.1,-1.25,-1.0,-8.06,0.45,-0.37,-0.7,-4.25,-5.63,14.75,153.32,1545.0,0.0,0.0,0.0,0.0
