timestamp_ns,pos_x,pos_y,vel_n,vel_e,distance_traveled,yaw_imu_deg,q_pos,q_vel,q_ori,r_fixed,r_float,error_percent
1776356753241969477,0.000286036809772073,-0.000020530804228603514,0.0024039258284537153,0.000975209734638987,0.04965614112913233,359.6602673979464,0.01,0.1,0.001,0.0001,0.25,0.0
1776356753344534504,0.0005602721994223804,0.000235702025075702,0.0029411995736080094,0.004019027539051462,0.20645402101619637,359.3086125319358,0.01,0.1,0.001,0.0001,0.25,0.0
1776356753452849199,0.00086680243400661,0.0007936397950336735,0.002717657079662206,0.006281065259037077,0.4884748003946711,358.93841334463343,0.01,0.1,0.001,0.0001,0.25,0.0
1776356753546048014,0.0011284178352240618,0.0014952706479860489,0.0028966326788451994,0.008775995195554245,0.8267806581240921,359.2643378545436,0.01,0.1,0.001,0.0001,0.25,0.0
1776356753648328416,0.0013806357808302282,0.0025020841179876244,0.0020350913766505095,0.010910653973958628,1.3000341289578572,359.6232335326432,0.01,0.1,0.001,0.0001,0.25,0.0
1776356753745555155,0.0015855961986362703,0.0036965000828237332,0.0021811706590994977,0.013659800855021265,1.84887677599228,359.61528073667085,0.01,0.1,0.001,0.0001,0.25,0.0
1776356753847497508,0.001848706215625566,0.005295751892066542,0.002980717874902983,0.017715513819710493,2.527913887796948,359.2461375272961,0.01,0.1,0.001,0.0001,0.25,0.0
1776356753946626506,0.0021944345223980965,0.00723310617313068,0.003994600845238505,0.021372010457392353,3.289764417311354,359.23394961254854,0.01,0.1,0.001,0.0001,0.25,0.0
1776356754048881071,0.0026117939215375063,0.009651862876832768,0.004168218515958151,0.025934637222557476,4.180580627951714,359.23394961254854,0.01,0.1,0.001,0.0001,0.25,0.0
1776356754146548661,0.0030628148470000748,0.012420539408323892,0.005067876764598084,0.030762865714064534,5.13080715627521,359.23394961254854,0.01,0.1,0.001,0.0001,0.25,0.0
1776356754245556892,0.003612827189030293,0.015588608425337776,0.006042780117749812,0.033234476050503614,6.193195033730885,359.5741549716663,0.01,0.1,0.001,0.0001,0.25,0.0
1776356754346893913,0.004764906331206422,0.018204759736183334,0.007155713447774701,0.04018468901352132,6.858250069494041,359.8923393790865,0.01,0.1,0.001,0.0001,0.25,0.0
1776356754449459614,0.005525447433145264,0.022553667697262206,0.007674716804973014,0.044618322984094363,8.14301260889411,359.8923393790865,0.01,0.1,0.001,0.0001,0.25,0.0
1776356754550068703,0.00638979780841869,0.027245611892281606,0.00950906121608735,0.04866020137463155,9.507293447448031,359.51074421565323,0.01,0.1,0.001,0.0001,0.25,0.0
1776356754651189857,0.007391471128495083,0.03239630938019404,0.010302057276264641,0.053210414729539746,10.98242964098647,359.87515934325023,0.01,0.1,0.001,0.0001,0.25,0.0
1776356754749066684,0.008404071751220097,0.03783183532428561,0.010389682795527733,0.057860512410477946,12.50930697804057,0.1958378891539167,0.01,0.1,0.001,0.0001,0.25,0.0
1776356754846834569,0.009449634483407531,0.043735780765801806,0.010998440810497181,0.06291111704708281,14.13202594998085,359.53755800990797,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755229705128,0.014023196375640111,0.0690632689989769,0.012893347211611561,0.06939691644146906,21.42111742598425,358.2053362547541,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755241790934,0.018597562669891134,0.08392148964660007,0.018787562138882562,0.0950827740629246,24.85999999224418,358.2067011674129,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755248403030,0.01872287247249741,0.08455370641892847,0.018950551505473638,0.09531468811296818,24.99024522986511,358.16251212737444,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755257468616,0.018895778109801375,0.08541869225368157,0.019223325675784105,0.0956557367630249,25.168634179256095,358.1635442514516,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755352963441,0.020943745242617835,0.09462339068776643,0.023670566699669857,0.09713316968644685,27.099984901496324,358.1635442514516,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755458449927,0.023595928066622866,0.10505658921845953,0.02661948371775058,0.10069862206431604,29.341432510640203,358.5070039280807,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755550721851,0.026190264191300425,0.1144581024127836,0.02960699825875862,0.10305832644530524,31.39549116141889,357.87147649544835,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755659106800,0.02954461633418435,0.12574599765293507,0.03229287770414311,0.10524398812530396,33.91862720808611,357.49824044775596,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755757415497,0.03283050494504838,0.13623145881199158,0.03455664897792175,0.10807672920168655,36.31089732429857,358.1761209017504,0.01,0.1,0.001,0.0001,0.25,0.0
1776356755859855486,0.03665873209865815,0.14752782514788407,0.04018359023873234,0.11246742566317025,38.908756734170765,358.8649582090279,0.01,0.1,0.001,0.0001,0.25,0.0
