timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1776370067512333743,48821,0.004,0.3,0.0,0.3,0.0,-0.04,161.88,-1.56,13.5,0.02,-0.04,-0.21,-1.37,-0.06,0.37,859.21,2308.0,0.0,0.0,0.0,
1776370067606376512,1893,0.012,0.2,0.0,0.4,-0.02,0.0,2.5,-1.25,8.56,0.32,0.16,-0.73,-4.19,2.0,4.81,873.79,1370.0,0.0,0.0,0.0,0.0
1776370068021435428,1993,0.008,0.1,0.0,0.7,-0.08,-0.2,3.0,-1.44,8.44,0.19,-0.21,-0.4,1.5,2.88,2.44,897.8,3129.0,0.0,0.0,0.0,0.0
1776370068037864000,2094,0.0,0.4,0.0,0.6,-0.02,-0.04,2.88,-1.56,8.56,0.0,-0.05,-0.34,2.06,-1.81,-2.44,972.23,3129.0,0.0,0.0,0.0,0.0
1776370068093894070,2194,0.0,0.4,0.0,0.7,0.02,-0.02,2.69,-1.44,8.63,0.09,0.11,-0.19,-2.44,0.12,-1.19,902.95,1616.0,0.0,0.0,0.0,0.0
1776370068107465515,2293,0.0,0.1,0.0,0.5,-0.14,-0.02,2.63,-1.5,8.31,0.09,-0.01,-0.37,-2.31,1.0,-1.0,11932.28,1974.0,0.0,0.0,0.0,0.0
1776370068119771881,2393,0.0,0.9,0.0,0.8,-0.06,-0.1,2.44,-1.5,8.13,0.18,-0.01,-0.38,-1.75,-2.13,-2.5,11927.48,1189.0,0.0,0.0,0.0,0.0
1776370068204416577,2493,0.04,0.2,0.0,0.4,-0.04,0.04,2.19,-1.37,8.0,0.3,-0.0,-0.42,1.25,0.12,-2.88,948.39,1189.0,0.0,0.0,0.0,0.0
1776370068306880828,2593,0.0,0.7,0.0,0.3,0.08,0.02,1.88,-1.56,8.25,-0.23,0.04,-0.22,1.5,1.19,-4.0,891.97,1261.0,0.0,0.0,0.0,0.0
1776370068405199000,2693,0.028,0.3,0.0,0.1,-0.02,-0.14,1.63,-1.56,8.13,0.18,0.05,-0.26,-3.19,-0.19,-1.75,897.63,1261.0,0.0,0.0,0.0,0.0
1776370068507604947,2793,0.016,0.2,0.0,0.8,-0.06,-0.06,1.5,-1.56,7.88,0.71,0.05,-0.28,0.69,0.37,-0.56,898.15,1100.0,0.0,0.0,0.0,0.0
1776370068605900321,2893,0.012,0.3,0.004,0.9,-0.06,-0.04,1.63,-1.44,7.81,-0.64,0.17,-0.12,1.44,-0.88,1.69,911.52,2329.0,0.0,0.0,0.0,0.0
1776370068708348922,2993,0.004,0.2,0.0,0.5,-0.06,-0.06,1.81,-1.44,7.31,-0.24,-0.05,-0.09,-8.0,1.69,-1.31,900.72,2329.0,0.0,0.0,0.0,0.0
1776370068806649703,3093,0.0,0.3,0.0,0.7,0.0,-0.12,1.31,-1.63,6.88,-0.06,-0.25,-0.27,0.19,-1.44,-6.81,925.07,1222.0,0.0,0.0,0.0,0.0
1776370068904980673,3192,0.0,0.2,0.0,0.8,-0.14,0.04,0.88,-1.25,7.13,-0.4,-0.09,0.0,1.88,-9.38,-0.63,903.46,1222.0,0.0,0.0,0.0,0.0
1776370069007372488,3292,0.004,0.5,0.0,1.2,0.1,-0.02,0.75,-0.25,7.31,-0.24,0.21,-0.52,-0.37,-7.69,-1.56,948.39,1525.0,0.0,0.0,0.0,0.0
1776370069105685186,3392,0.004,0.1,0.0,1.2,0.06,-0.18,0.56,-0.37,7.06,0.2,0.12,-0.57,-4.56,11.88,-3.38,928.16,1444.0,0.0,0.0,0.0,0.0
1776370069204063632,3491,0.04,0.3,0.0,0.5,0.02,0.0,0.75,-1.69,6.56,0.07,-0.41,-0.3,-5.44,10.44,6.88,938.96,1444.0,0.0,0.0,0.0,0.0
1776370069306403859,3591,0.036,0.3,0.0,0.5,-0.06,-0.1,2.0,-1.94,6.06,-0.2,-0.13,-0.32,-8.25,-3.06,17.94,944.79,2175.0,0.0,0.0,0.0,0.0
1776370069404709647,3691,0.028,0.3,0.0,0.4,-0.02,-0.08,3.44,-1.69,5.25,-0.03,0.12,-0.64,-9.06,0.63,9.56,968.46,2074.0,0.0,0.0,0.0,0.0
1776370069507156332,3791,0.0,0.4,0.0,1.1,0.02,-0.23,4.19,-1.81,4.5,0.79,0.19,-0.84,-0.69,5.63,3.19,994.53,2074.0,0.0,0.0,0.0,0.0
1776370069605393983,3891,0.0,0.4,0.0,1.0,0.08,-0.04,4.38,-2.31,5.44,0.25,-0.02,-0.57,18.44,3.06,0.37,11929.54,1070.0,0.0,0.0,0.0,0.0
1776370069703723571,3991,0.0,0.0,0.0,0.7,0.0,-0.12,4.31,-2.44,6.88,0.15,-0.03,-0.31,5.06,-0.19,-2.44,1050.78,1070.0,0.0,0.0,0.0,0.0
1776370069865439582,4090,0.0,0.2,0.0,0.7,-0.08,-0.2,4.06,-2.25,6.94,0.08,0.19,0.01,-0.25,-1.81,-2.38,950.28,1063.0,0.0,0.0,0.0,0.0
1776370069904492306,4190,0.0,0.1,0.0,0.8,0.0,-0.14,3.88,-2.44,7.0,-0.17,0.04,-0.49,1.06,3.56,-1.94,948.22,1561.0,0.0,0.0,0.0,0.0
1776370070002769221,4290,0.0,0.4,0.0,0.4,-0.04,0.0,3.75,-2.63,7.13,-0.38,-0.09,-0.22,-1.56,0.69,-1.12,962.46,1561.0,0.0,0.0,0.0,0.0
1776370070105201768,4389,0.0,0.2,0.0,0.6,-0.02,-0.16,3.88,-2.56,7.31,0.47,-0.0,-0.22,5.06,-0.0,2.44,1042.03,2146.0,0.0,0.0,0.0,0.0
1776370070211422699,4489,0.028,0.2,0.0,0.8,-0.06,-0.08,3.88,-2.75,7.63,0.24,-0.07,-0.44,5.38,1.12,-1.31,11929.71,637.0,0.0,0.0,0.0,0.0
1776370070305940151,4589,0.032,0.3,0.0,0.2,-0.18,-0.08,3.88,-2.56,8.19,0.03,0.03,-0.2,5.88,-2.38,2.38,937.76,637.0,0.0,0.0,0.0,0.0
1776370070404244403,4689,0.02,0.5,0.004,0.6,0.02,-0.06,4.19,-2.44,8.5,0.08,0.07,0.17,-0.44,0.75,3.69,958.69,1321.0,0.0,0.0,0.0,0.0
1776370070506617119,4790,0.004,0.5,0.008,0.6,0.04,-0.06,4.56,-2.5,8.0,-0.09,-0.02,-0.36,-8.13,0.56,3.81,950.97,1198.0,0.0,0.0,0.0,0.0
1776370070617014990,4891,0.0,0.5,0.0,1.1,0.0,-0.16,4.94,-2.56,7.31,0.19,-0.08,-0.52,-5.31,1.44,3.06,11928.17,1294.0,0.0,0.0,0.0,0.0
1776370070707383949,4992,0.0,0.3,0.0,1.2,-0.02,-0.02,5.0,-2.75,6.94,0.12,-0.17,-0.43,-0.81,0.06,-1.31,1025.91,1294.0,0.0,0.0,0.0,0.0
1776370070805681274,5092,0.0,0.2,0.0,0.7,0.14,-0.14,4.81,-2.75,6.88,0.14,-0.08,-0.36,-0.94,-0.75,-2.63,957.48,1921.0,0.0,0.0,0.0,0.0
1776370070916025398,5191,0.0,0.7,0.0,0.7,0.1,0.04,4.63,-2.75,6.81,0.16,-0.02,-0.27,-0.19,0.19,-1.63,11929.03,1871.0,0.0,0.0,0.0,0.0
1776370071014361099,5292,0.0,0.0,0.0,0.1,-0.08,0.04,4.5,-2.81,6.75,0.01,-0.02,-0.34,-1.06,-0.37,-0.94,11931.6,1871.0,0.0,0.0,0.0,0.0
1776370071116836973,5392,0.0,0.1,0.0,0.5,-0.14,-0.04,4.44,-2.81,6.69,0.09,-0.01,-0.38,-1.06,1.25,-0.88,11928.85,1488.0,0.0,0.0,0.0,0.0
1776370071207127683,5492,0.032,-0.1,0.0,0.9,0.16,-0.2,4.38,-2.88,6.63,0.07,0.01,-0.47,0.37,-0.0,-0.44,942.91,1488.0,0.0,0.0,0.0,0.0
1776370071309541067,5593,0.028,0.2,0.0,0.9,0.2,-0.1,4.38,-2.94,6.69,0.05,-0.0,-0.35,1.75,1.81,0.25,953.54,492.0,0.0,0.0,0.0,0.0
1776370071407861331,5694,0.02,1.0,0.008,0.3,-0.12,-0.02,4.38,-3.06,6.81,0.05,-0.03,-0.27,0.69,-0.25,0.44,948.39,492.0,0.0,0.0,0.0,0.0
1776370071510219820,5793,0.0,0.3,0.0,0.1,-0.14,0.0,4.38,-3.06,6.81,0.15,-0.08,-0.38,-0.37,-0.44,-0.19,940.33,2545.0,0.0,0.0,0.0,0.0
1776370071618601484,5894,0.0,0.3,0.0,1.0,0.06,0.08,4.38,-3.06,6.81,0.42,-0.06,-0.5,2.69,-0.12,0.81,940.16,1605.0,0.0,0.0,0.0,0.0
1776370071719022009,5995,0.0,0.5,0.0,0.2,-0.02,-0.02,4.5,-3.0,6.88,0.55,0.05,-0.49,11.38,-2.25,1.5,11928.0,2642.0,0.0,0.0,0.0,0.0
1776370071813424305,6095,0.008,0.1,0.0,0.7,0.12,-0.1,4.56,-3.06,8.13,-0.56,0.17,-0.37,10.88,4.44,-0.31,987.67,2642.0,0.0,0.0,0.0,0.0
1776370071911701341,6196,0.0,0.1,0.0,0.9,-0.12,-0.06,4.56,-3.63,8.19,-0.58,-0.04,-0.1,-9.63,5.69,0.19,932.96,891.0,0.0,0.0,0.0,0.0
1776370072022066266,6297,0.004,-0.2,0.0,1.1,-0.06,0.04,4.75,-3.94,6.94,0.24,-0.16,-0.08,-13.13,1.12,2.25,11927.31,1049.0,0.0,0.0,0.0,0.0
1776370072114452964,6397,0.0,0.1,0.0,0.9,-0.04,0.06,5.06,-3.88,6.38,0.23,-0.11,-0.46,0.06,0.06,2.38,11928.68,1049.0,0.0,0.0,0.0,0.0
1776370072214886875,6497,0.044,0.4,0.0,1.2,0.04,0.04,5.13,-3.88,6.69,-0.16,-0.21,-0.54,4.5,-2.31,0.44,970.35,1049.0,0.0,0.0,0.0,0.0
1776370072313147080,6597,0.036,0.2,0.0,1.1,-0.25,0.0,4.94,-3.94,7.13,-0.01,-0.26,-0.62,1.0,-2.44,-2.5,931.76,848.0,0.0,0.0,0.0,0.0
1776370072411443696,6696,0.0,0.9,0.0,1.0,-0.04,0.02,5.06,-3.5,7.0,0.02,0.02,-0.34,-1.06,-8.38,4.63,992.47,1645.0,0.0,0.0,0.0,0.0
1776370072513837085,6796,0.0,0.4,0.0,1.0,-0.12,0.02,5.69,-2.75,6.94,0.02,0.53,0.02,0.75,-1.75,9.56,920.95,1645.0,0.0,0.0,0.0,0.0
1776370072612188949,6896,0.008,0.6,0.0,0.9,-0.08,0.04,6.56,-2.88,7.25,-0.1,0.1,-0.61,1.56,3.25,5.69,913.92,1877.0,0.0,0.0,0.0,0.0
1776370072710504956,6995,0.004,0.1,0.0,1.1,0.18,-0.04,7.06,-2.38,7.38,-0.18,0.18,-0.35,1.0,-7.38,6.25,950.8,1264.0,0.0,0.0,0.0,0.0
1776370072812900494,7095,0.0,0.4,0.0,0.5,0.1,-0.16,7.88,-1.75,7.81,-0.25,0.15,-0.51,4.38,0.44,9.13,918.38,1264.0,0.0,0.0,0.0,0.0
1776370072911219409,7195,0.0,0.2,0.0,1.0,0.0,-0.02,8.5,-1.81,8.38,-0.12,-0.07,-0.43,3.19,-0.25,5.0,929.19,1582.0,0.0,0.0,0.0,0.0
1776370073019598717,7294,0.0,1.0,0.0,0.9,-0.06,0.1,8.94,-1.63,8.69,0.12,0.04,-0.12,2.56,-1.5,2.81,909.64,925.0,0.0,0.0,0.0,0.0
1776370073111945313,7395,0.0,0.2,0.0,0.6,-0.08,-0.04,9.0,-1.56,8.88,0.0,-0.07,0.16,1.5,-0.12,-0.75,908.26,925.0,0.0,0.0,0.0,0.0
1776370073214351444,7495,0.04,0.5,0.028,0.2,0.0,-0.18,9.0,-1.56,8.88,-0.07,-0.06,0.08,-1.94,0.75,-0.63,941.88,1554.0,0.0,0.0,0.0,0.0
1776370073312636776,7596,0.036,0.3,0.0,1.1,-0.1,0.04,8.81,-1.63,8.63,0.05,-0.02,0.0,-2.44,-0.88,-2.31,11927.83,2367.0,0.0,0.0,0.0,0.0
1776370073415014867,7696,0.02,0.2,0.0,0.9,0.02,-0.06,8.56,-1.63,8.44,-0.02,-0.03,-0.03,-0.44,-0.06,-2.88,11925.77,1533.0,0.0,0.0,0.0,0.0
1776370073513388321,7796,0.0,1.0,0.0,0.5,0.06,-0.12,8.31,-1.69,8.44,-0.03,-0.03,0.1,-0.06,0.06,-2.13,980.47,1533.0,0.0,0.0,0.0,0.0
1776370073615794174,7896,0.016,0.3,0.0,0.9,0.02,-0.06,8.13,-1.69,8.44,0.0,-0.0,0.05,-1.0,-0.25,-2.5,994.36,1533.0,0.0,0.0,0.0,0.0
1776370073714111621,7996,0.004,0.1,0.0,0.6,0.16,-0.08,7.88,-1.69,8.31,0.04,-0.01,-0.03,-0.75,-0.56,-1.69,974.29,282.0,0.0,0.0,0.0,0.0
1776370073812418622,8096,0.008,0.5,0.0,0.2,-0.04,0.0,7.81,-1.69,8.31,-0.04,-0.04,0.04,0.81,-0.94,-0.44,969.32,1078.0,0.0,0.0,0.0,0.0
1776370073914845941,8196,0.0,0.9,0.0,0.9,0.2,-0.06,7.81,-1.63,8.31,0.08,-0.02,0.07,-0.69,0.44,-0.94,960.4,1078.0,0.0,0.0,0.0,0.0
1776370074013138996,8296,0.0,0.3,0.0,0.5,0.0,-0.02,7.88,-1.69,8.25,0.38,0.07,0.13,0.25,3.88,4.56,947.71,1820.0,0.0,0.0,0.0,0.0
