timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1776452571515505884,201156,0.36,0.12,0.06,0.06,166.87,205.0,-0.0,-0.0,0.0,,-0.0,,,,,,,,,,
1776452572417035807,419153,0.0,,,,,,,,,,,,,,,,,,,,
1776452572421223271,419053,0.088,0.1,0.0,0.5,0.04,0.0,-19.69,-0.88,2.75,-0.05,0.13,-0.36,-0.12,-0.06,0.06,166.87,205.0,0.0,0.0,0.0,0.0
1776452574329647469,419153,,,,,,,,,,,,,,,,,,,,,
1776452574429699228,1903,0.0,0.7,0.056,0.3,0.2,0.0,-0.0,-0.06,3.0,0.0,-0.01,-0.34,-0.12,-0.0,0.06,166.87,200.0,0.0,0.0,0.0,0.0
1776452574522031964,2002,0.0,0.9,0.064,0.4,-0.02,0.0,-0.0,-0.06,3.0,0.01,-0.0,-0.3,-0.06,-0.06,-0.12,166.87,198.0,0.0,0.0,0.0,0.0
1776452574624437169,2103,0.0,0.9,0.0,1.1,0.06,-0.02,-0.0,-0.06,3.0,0.0,-0.02,-0.33,0.06,0.12,0.06,167.9,198.0,0.0,0.0,0.0,0.0
1776452574722732815,2204,0.0,0.8,0.0,1.5,0.2,0.08,-0.0,-0.06,3.0,0.0,-0.0,-0.34,0.06,-0.06,0.06,166.18,189.0,0.0,0.0,0.0,0.0
1776452574825128298,2304,0.088,0.2,0.0,1.1,0.08,-0.12,-0.0,-0.06,3.0,0.0,-0.0,-0.35,-0.06,-0.12,0.0,166.87,202.0,0.0,0.0,0.0,0.0
1776452574923431758,2405,0.092,0.1,0.0,1.2,0.12,-0.06,-0.0,-0.06,3.0,0.0,-0.0,-0.33,0.06,-0.12,0.0,166.87,202.0,0.0,0.0,0.0,0.0
1776452575025806649,2505,0.096,0.0,0.0,1.1,0.14,-0.18,-0.0,-0.06,3.0,-0.01,-0.0,-0.32,0.06,-0.0,0.12,166.36,212.0,0.0,0.0,0.0,0.0
1776452575124108034,2605,0.088,0.5,0.0,1.1,0.04,-0.1,-0.0,-0.06,3.0,0.0,-0.0,-0.29,-0.06,0.06,0.0,166.36,215.0,0.0,0.0,0.0,0.0
1776452575226488052,2705,0.0,1.0,0.0,1.3,0.06,-0.02,-0.0,-0.06,3.0,0.0,-0.0,-0.34,-0.0,0.06,-0.06,166.18,215.0,0.0,0.0,0.0,0.0
1776452575324792011,2805,0.1,0.3,0.0,1.6,-0.04,-0.04,-0.0,-0.06,3.0,-0.01,-0.0,-0.3,-0.06,-0.06,-0.06,166.18,196.0,0.0,0.0,0.0,0.0
1776452575427178919,2906,0.092,0.2,0.0,1.4,0.04,-0.12,-0.0,-0.06,3.0,0.0,0.01,-0.34,-0.0,0.06,0.06,166.18,182.0,0.0,0.0,0.0,0.0
1776452575525480100,3007,0.092,-0.2,0.068,0.3,0.1,-0.04,-0.0,-0.06,3.0,0.0,-0.0,-0.34,-0.0,0.06,-0.06,166.36,182.0,0.0,0.0,0.0,0.0
1776452575627911024,3107,0.0,1.3,0.0,1.2,0.04,-0.04,-0.0,-0.06,3.0,0.0,-0.01,-0.35,0.06,0.19,0.0,166.18,205.0,0.0,0.0,0.0,0.0
1776452575726154133,3208,0.084,0.2,0.0,1.1,0.04,0.0,-0.0,-0.06,3.0,0.01,-0.0,-0.31,-0.0,0.06,-0.06,170.3,205.0,0.0,0.0,0.0,0.0
1776452575828547985,3308,0.096,0.3,0.06,0.5,0.18,-0.1,-0.0,-0.06,3.0,0.01,-0.02,-0.32,0.12,0.06,-0.12,166.18,180.0,0.0,0.0,0.0,0.0
1776452575926884572,3408,0.0,0.3,0.0,1.5,0.04,-0.2,-0.0,-0.06,3.0,0.0,0.01,-0.33,-0.0,-0.06,0.12,166.36,201.0,0.0,0.0,0.0,0.0
1776452576029273387,3508,0.088,0.0,0.0,1.5,0.1,-0.16,-0.0,-0.06,3.0,-0.01,-0.0,-0.34,-0.06,-0.19,0.06,166.18,201.0,0.0,0.0,0.0,0.0
1776452576127562752,3608,0.092,1.4,0.072,0.2,0.1,-0.25,-0.0,-0.06,3.0,-0.01,-0.01,-0.32,-0.0,0.06,0.06,166.36,198.0,0.0,0.0,0.0,0.0
1776452576225821618,3707,0.0,0.5,0.0,1.6,0.08,-0.12,-0.0,-0.06,3.0,0.0,-0.01,-0.35,0.06,-0.06,-0.06,166.36,194.0,0.0,0.0,0.0,0.0
1776452576328225949,3808,0.092,0.3,0.0,1.5,0.0,-0.04,-0.0,-0.06,3.0,0.0,-0.0,-0.31,-0.0,0.06,0.06,166.18,194.0,0.0,0.0,0.0,0.0
1776452576430613485,3909,0.088,0.2,0.0,1.6,0.04,-0.1,-0.0,-0.06,3.0,-0.01,-0.0,-0.33,0.06,0.12,0.0,166.18,190.0,0.0,0.0,0.0,0.0
1776452576528946867,4008,0.1,0.1,0.0,1.3,0.0,0.0,-0.0,-0.06,3.0,0.0,-0.0,-0.33,0.06,-0.0,0.12,167.21,193.0,0.0,0.0,0.0,0.0
1776452576631349976,4109,0.0,0.2,0.0,0.4,0.08,-0.16,-0.0,-0.06,3.0,0.02,0.01,-0.32,-0.06,0.06,0.0,166.36,193.0,0.0,0.0,0.0,0.0
1776452576729706099,4210,0.0,0.0,0.0,1.5,0.04,-0.12,-0.0,-0.06,3.0,0.0,-0.02,-0.31,0.06,-0.12,0.0,166.18,217.0,0.0,0.0,0.0,0.0
1776452576832039617,4311,0.088,0.1,0.068,0.2,0.14,-0.1,-0.0,-0.06,3.0,0.01,-0.0,-0.32,0.06,-0.06,0.06,166.87,217.0,0.0,0.0,0.0,0.0
1776452576930321871,4411,0.0,1.3,0.0,1.2,0.08,-0.04,-0.0,-0.06,3.0,-0.02,0.01,-0.33,-0.0,-0.0,-0.06,166.36,212.0,0.0,0.0,0.0,0.0
