timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1776450577997796759,39318,10.12,0.06,0.12,166.36,0.06,166.53,-188.0,-0.0,0.0,0.0,-0.0,,,,,,,,,,
1776450578899384697,77130,0.104,0.1,0.0,1.1,-0.02,-0.08,31.19,0.69,5.88,0.13,-0.02,-0.34,0.12,-0.06,0.12,166.36,0.06,166.53,188.0,0.0,0.0
1776450580817882750,77130,0.104,0.1,0.0,1.1,-0.02,-0.08,31.19,0.69,5.88,0.13,-0.02,-0.34,0.12,-0.06,0.12,166.36,,,,,
1776450580901999321,1903,0.08,0.2,0.0,1.4,-0.21,-0.16,0.06,0.63,5.31,0.01,-0.01,-0.33,-0.12,0.12,0.06,171.16,190.0,0.0,0.0,0.0,0.0
1776450581004424695,2002,0.0,0.2,0.0,1.4,0.06,-0.06,0.06,0.63,5.31,0.02,-0.01,-0.32,-0.06,0.06,-0.12,170.64,196.0,0.0,0.0,0.0,0.0
1776450581102770494,2102,0.108,0.0,0.0,0.2,0.16,-0.12,0.06,0.63,5.31,0.05,-0.0,-0.32,-0.06,0.06,-0.12,166.53,196.0,0.0,0.0,0.0,0.0
1776450581201034941,2202,0.0,0.2,0.0,1.6,0.12,0.1,0.06,0.63,5.31,0.04,-0.0,-0.33,-0.06,-0.0,0.06,166.53,186.0,0.0,0.0,0.0,0.0
1776450581303438946,2301,0.0,1.6,0.084,0.5,-0.18,-0.18,0.06,0.63,5.31,0.05,-0.0,-0.3,-0.0,0.06,0.06,166.53,191.0,0.0,0.0,0.0,0.0
1776450581401717411,2401,0.0,1.4,0.0,1.1,0.06,-0.1,0.06,0.63,5.31,0.03,-0.0,-0.35,-0.0,0.06,0.0,166.53,191.0,0.0,0.0,0.0,0.0
1776450581504120675,2501,0.104,0.0,0.0,1.2,0.08,-0.06,0.06,0.63,5.31,0.04,-0.0,-0.34,0.12,-0.25,0.0,166.36,196.0,0.0,0.0,0.0,0.0
1776450581602450992,2601,0.1,0.1,0.0,1.4,0.0,-0.2,0.06,0.63,5.31,0.05,-0.01,-0.32,-0.0,-0.0,0.0,166.36,193.0,0.0,0.0,0.0,0.0
1776450581710812888,2701,0.108,0.1,0.0,0.2,-0.1,0.0,0.06,0.63,5.31,0.05,-0.01,-0.35,-0.0,-0.0,0.06,170.64,193.0,0.0,0.0,0.0,0.0
1776450581803140777,2801,0.0,0.5,0.076,0.3,0.0,-0.12,0.06,0.63,5.31,0.04,-0.0,-0.34,-0.06,0.12,0.0,171.16,191.0,0.0,0.0,0.0,0.0
1776450581901415891,2900,0.0,0.7,0.08,0.6,0.06,-0.06,0.06,0.63,5.31,0.03,-0.01,-0.33,-0.0,0.12,0.12,166.01,192.0,0.0,0.0,0.0,0.0
1776450582003840728,3001,0.0,0.9,0.0,1.4,-0.18,-0.08,0.06,0.63,5.31,0.05,0.02,-0.34,-0.06,0.12,0.0,167.04,192.0,0.0,0.0,0.0,0.0
1776450582244227399,3101,0.0,1.2,0.084,0.1,0.08,-0.08,0.06,0.63,5.31,0.04,-0.0,-0.33,0.12,-0.06,0.0,170.64,195.0,0.0,0.0,0.0,0.0
1776450582302866478,3201,0.0,1.4,0.068,0.2,0.08,-0.1,0.06,0.63,5.31,0.05,-0.0,-0.33,-0.06,-0.06,0.12,170.64,195.0,0.0,0.0,0.0,0.0
1776450582311222611,3301,0.0,1.2,0.08,0.5,0.0,-0.12,0.06,0.63,5.31,0.05,-0.0,-0.31,-0.06,-0.12,-0.12,171.16,195.0,0.0,0.0,0.0,0.0
1776450582401102055,3400,0.0,1.4,0.0,1.1,-0.06,-0.06,0.06,0.63,5.31,0.03,-0.0,-0.33,-0.06,-0.06,0.0,171.16,192.0,0.0,0.0,0.0,0.0
1776450582503500096,3500,0.0,0.9,0.084,0.3,0.06,-0.18,0.06,0.63,5.31,0.03,-0.02,-0.35,-0.12,-0.0,0.19,167.04,192.0,0.0,0.0,0.0,0.0
1776450582601838655,3600,0.096,0.1,0.0,1.6,0.04,-0.2,0.06,0.63,5.31,0.02,-0.0,-0.33,-0.06,-0.0,0.12,167.04,201.0,0.0,0.0,0.0,0.0
1776450582700167639,3699,0.104,0.4,0.0,1.3,0.04,-0.08,0.06,0.63,5.31,0.05,-0.0,-0.33,-0.0,-0.12,0.06,171.16,190.0,0.0,0.0,0.0,0.0
1776450582836218527,3800,0.1,0.3,0.0,1.3,-0.06,-0.08,0.06,0.63,5.31,0.04,-0.01,-0.31,-0.0,0.06,0.0,171.16,190.0,0.0,0.0,0.0,0.0
1776450582900820516,3900,0.108,0.0,0.0,1.3,-0.1,-0.1,0.06,0.63,5.31,0.03,-0.0,-0.32,-0.19,0.12,0.0,170.64,194.0,0.0,0.0,0.0,0.0
1776450583003239890,4000,0.0,0.9,0.072,0.0,-0.04,-0.04,0.06,0.63,5.31,0.02,-0.0,-0.34,-0.06,0.12,-0.06,170.64,194.0,0.0,0.0,0.0,0.0
1776450583101575338,4100,0.0,1.0,0.0,1.5,0.0,-0.16,0.06,0.63,5.31,0.02,-0.01,-0.32,-0.0,-0.06,-0.06,166.53,190.0,0.0,0.0,0.0,0.0
1776450583203938768,4200,0.1,0.0,0.0,1.4,0.04,0.06,0.06,0.63,5.31,0.03,-0.01,-0.33,0.06,-0.12,0.0,166.36,192.0,0.0,0.0,0.0,0.0
1776450583302230789,4299,0.1,0.2,0.0,1.6,-0.04,0.04,0.06,0.63,5.31,0.04,-0.01,-0.34,-0.0,-0.0,0.0,166.53,192.0,0.0,0.0,0.0,0.0
1776450583400453051,4399,0.092,0.3,0.088,0.5,0.04,0.0,0.06,0.63,5.31,0.03,-0.01,-0.33,0.12,0.19,-0.12,166.36,194.0,0.0,0.0,0.0,0.0
1776450583502929074,4500,0.104,0.3,0.0,1.2,-0.08,-0.02,0.06,0.63,5.31,0.04,-0.0,-0.32,-0.06,-0.12,-0.06,170.64,186.0,0.0,0.0,0.0,0.0
1776450583601204539,4600,0.0,1.0,0.096,0.3,0.02,-0.14,0.06,0.63,5.31,0.03,-0.01,-0.31,-0.06,-0.06,0.06,170.64,186.0,0.0,0.0,0.0,0.0
1776450583728216164,4700,0.0,1.2,0.084,0.2,0.14,0.02,0.06,0.63,5.31,0.02,-0.0,-0.34,-0.12,-0.0,0.0,166.53,195.0,0.0,0.0,0.0,0.0
1776450583801941268,4800,0.0,1.3,0.068,0.5,-0.1,0.04,0.06,0.63,5.31,0.05,-0.0,-0.35,0.06,-0.06,0.0,166.53,194.0,0.0,0.0,0.0,0.0
1776450583910284479,4899,0.0,1.3,0.0,1.4,-0.02,0.04,0.06,0.63,5.31,0.03,-0.02,-0.33,-0.0,-0.0,0.06,171.33,194.0,0.0,0.0,0.0,0.0
1776450584002609275,5000,0.112,0.2,0.0,1.1,0.04,-0.02,0.06,0.63,5.31,0.02,-0.0,-0.32,0.12,-0.0,-0.12,167.04,190.0,0.0,0.0,0.0,0.0
1776450584110978911,5100,0.0,0.9,0.0,0.2,0.04,-0.1,0.06,0.63,5.31,0.02,-0.01,-0.35,-0.0,0.19,-0.06,171.16,192.0,0.0,0.0,0.0,0.0
1776450584203317245,5199,0.0,1.1,0.084,0.5,-0.04,0.06,0.06,0.63,5.31,0.06,-0.01,-0.33,-0.06,0.06,-0.12,166.53,192.0,0.0,0.0,0.0,0.0
1776450584301619692,5299,0.0,-0.2,0.0,1.4,0.08,-0.1,0.06,0.63,5.31,0.04,-0.01,-0.34,-0.12,-0.0,0.19,170.64,191.0,0.0,0.0,0.0,0.0
1776450584404009326,5399,0.104,0.7,0.088,0.2,0.0,-0.27,0.06,0.63,5.31,0.01,-0.01,-0.31,-0.06,-0.12,0.06,166.36,191.0,0.0,0.0,0.0,0.0
1776450584502273643,5499,0.0,1.0,0.072,0.3,0.21,0.06,0.06,0.63,5.31,0.03,-0.0,-0.32,0.12,0.06,0.06,170.64,189.0,0.0,0.0,0.0,0.0
1776450584604680203,5599,0.0,1.0,0.084,0.1,0.08,0.02,0.06,0.63,5.31,0.03,-0.0,-0.32,0.06,-0.06,0.06,167.56,192.0,0.0,0.0,0.0,0.0
1776450584703012854,5700,0.0,0.4,0.0,1.4,0.04,0.04,0.06,0.63,5.31,0.05,-0.0,-0.33,0.06,-0.0,0.06,170.64,192.0,0.0,0.0,0.0,0.0
1776450584801287412,5799,0.096,0.0,0.0,1.5,0.0,0.0,0.06,0.63,5.31,0.04,-0.0,-0.36,0.06,0.19,0.06,167.56,188.0,0.0,0.0,0.0,0.0
1776450584903716935,5900,0.104,0.1,0.0,1.7,-0.12,-0.16,0.06,0.63,5.31,0.03,-0.0,-0.33,-0.06,0.19,0.12,166.36,191.0,0.0,0.0,0.0,0.0
1776450585006115957,6001,0.0,1.4,0.0,1.3,-0.06,-0.12,0.06,0.63,5.31,0.04,-0.0,-0.33,0.06,-0.0,0.0,170.64,191.0,0.0,0.0,0.0,0.0
1776450585104407552,6100,0.0,0.7,0.076,0.1,0.16,-0.14,0.06,0.63,5.31,0.03,-0.0,-0.32,0.06,-0.06,0.0,171.16,184.0,0.0,0.0,0.0,0.0
1776450585206778631,6201,0.0,0.7,0.0,1.4,-0.08,-0.02,0.06,0.63,5.31,0.03,-0.0,-0.33,-0.0,-0.19,0.06,168.07,184.0,0.0,0.0,0.0,0.0
1776450585305081115,6302,0.0,1.5,0.088,0.0,-0.02,-0.08,0.06,0.63,5.31,0.03,-0.0,-0.34,-0.12,-0.06,0.0,167.04,195.0,0.0,0.0,0.0,0.0
1776450585407460693,6402,0.0,1.4,0.092,0.2,-0.02,-0.04,0.06,0.63,5.31,0.04,-0.01,-0.34,-0.0,-0.06,0.06,167.04,194.0,0.0,0.0,0.0,0.0
1776450585505772325,6503,0.0,1.5,0.084,0.3,-0.06,-0.16,0.06,0.63,5.31,0.03,-0.01,-0.32,0.12,-0.0,0.0,167.04,194.0,0.0,0.0,0.0,0.0
1776450585608219922,6603,0.0,0.7,0.084,0.0,-0.06,-0.1,0.06,0.63,5.31,0.05,-0.0,-0.35,-0.0,0.06,0.0,167.04,188.0,0.0,0.0,0.0,0.0
1776450585706496684,6703,0.0,0.7,0.068,0.4,0.06,-0.12,0.06,0.63,5.31,0.04,-0.0,-0.33,0.06,-0.0,-0.06,171.84,198.0,0.0,0.0,0.0,0.0
1776450585808878577,6803,0.0,0.6,0.084,0.1,-0.06,-0.04,0.06,0.63,5.31,0.01,-0.01,-0.33,-0.0,0.06,-0.12,171.84,198.0,0.0,0.0,0.0,0.0
1776450585907198376,6903,0.0,1.2,0.0,1.0,0.0,0.08,0.06,0.63,5.31,0.02,-0.0,-0.34,0.12,-0.06,0.0,171.33,195.0,0.0,0.0,0.0,0.0
1776450586009608899,7003,0.0,0.7,0.08,0.6,0.04,-0.04,0.06,0.63,5.31,0.05,-0.02,-0.32,0.12,0.06,0.12,171.16,187.0,0.0,0.0,0.0,0.0
1776450586107900383,7104,0.104,0.3,0.0,1.4,-0.1,-0.02,0.06,0.63,5.31,0.02,0.01,-0.33,-0.06,0.06,0.06,171.16,187.0,0.0,0.0,0.0,0.0
1776450586206173015,7203,0.0,1.3,0.076,0.6,-0.1,-0.14,0.06,0.63,5.31,0.03,-0.01,-0.33,-0.06,-0.06,0.12,172.36,187.0,0.0,0.0,0.0,0.0
1776450586308571445,7304,0.0,1.4,0.088,0.4,0.02,-0.06,0.06,0.63,5.31,0.04,-0.0,-0.32,-0.06,-0.0,0.12,171.16,193.0,0.0,0.0,0.0,0.0
1776450586406866077,7404,0.104,1.0,0.076,0.3,0.04,0.06,0.06,0.63,5.31,0.03,-0.0,-0.32,-0.0,-0.06,0.0,171.16,193.0,0.0,0.0,0.0,0.0
1776450586684213300,7503,0.0,0.7,0.0,1.1,0.16,-0.04,0.06,0.63,5.31,0.04,-0.01,-0.32,-0.0,-0.06,0.0,167.04,191.0,0.0,0.0,0.0,0.0
1776450586709991218,7603,0.0,1.3,0.076,0.3,0.04,-0.06,0.06,0.63,5.31,0.03,-0.0,-0.36,-0.0,-0.06,-0.06,167.04,191.0,0.0,0.0,0.0,0.0
1776450586722236556,7703,0.0,1.3,0.076,0.7,-0.02,-0.18,0.06,0.63,5.31,0.03,-0.0,-0.33,-0.12,-0.06,0.0,167.04,202.0,0.0,0.0,0.0,0.0
1776450586808256702,7803,0.0,0.6,0.0,1.2,0.1,-0.08,0.06,0.63,5.31,0.03,-0.0,-0.35,0.06,-0.19,-0.06,170.64,191.0,0.0,0.0,0.0,0.0
1776450586910653299,7904,0.104,0.2,0.0,0.3,-0.06,0.0,0.06,0.63,5.31,0.03,-0.0,-0.35,-0.06,0.12,0.06,167.04,191.0,0.0,0.0,0.0,0.0
1776450587008990190,8004,0.104,0.2,0.0,1.1,0.16,-0.02,0.06,0.63,5.31,0.05,-0.01,-0.35,0.06,0.19,0.0,170.47,201.0,0.0,0.0,0.0,0.0
1776450587107288285,8103,0.1,0.3,0.072,0.3,0.04,-0.02,0.06,0.63,5.31,0.05,-0.01,-0.32,0.06,-0.12,-0.12,167.04,190.0,0.0,0.0,0.0,0.0
1776450587209684401,8203,0.0,0.5,0.0,1.4,-0.06,-0.06,0.06,0.63,5.31,0.05,-0.01,-0.34,-0.06,-0.06,-0.06,171.16,190.0,0.0,0.0,0.0,0.0
1776450587307956774,8303,0.096,0.2,0.0,1.4,-0.06,0.04,0.06,0.63,5.31,0.02,-0.0,-0.32,0.12,-0.0,-0.12,171.16,200.0,0.0,0.0,0.0,0.0
1776450587406223832,8402,0.0,0.7,0.072,0.1,0.04,0.0,0.06,0.63,5.31,0.05,-0.02,-0.32,0.12,-0.06,0.06,166.53,196.0,0.0,0.0,0.0,0.0
1776450587508675484,8503,0.0,1.0,0.076,0.3,-0.06,-0.08,0.06,0.63,5.31,0.05,-0.0,-0.33,-0.0,0.12,-0.06,166.36,196.0,0.0,0.0,0.0,0.0
1776450587607008042,8603,0.104,0.3,0.0,1.5,-0.08,-0.1,0.06,0.63,5.31,0.03,-0.0,-0.33,-0.19,0.12,-0.06,171.16,198.0,0.0,0.0,0.0,0.0
1776450587709376398,8702,0.0,1.5,0.068,0.3,0.0,-0.16,0.06,0.63,5.31,0.03,-0.0,-0.34,-0.0,0.06,0.0,166.53,198.0,0.0,0.0,0.0,0.0
1776450587952222366,8802,0.0,0.3,0.0,1.1,-0.02,-0.04,0.06,0.63,5.31,0.04,-0.0,-0.33,-0.06,-0.06,0.06,166.53,195.0,0.0,0.0,0.0,0.0
1776450588008403926,8903,0.0,0.7,0.0,1.4,-0.06,-0.1,0.06,0.63,5.31,0.02,-0.0,-0.32,-0.19,0.06,0.0,166.53,190.0,0.0,0.0,0.0,0.0
1776450588021077894,9003,0.096,0.0,0.0,1.5,-0.06,-0.23,0.06,0.63,5.31,0.04,-0.02,-0.34,-0.12,-0.0,-0.06,166.36,190.0,0.0,0.0,0.0,0.0
1776450588110797393,9104,0.104,0.1,0.0,1.2,0.02,-0.08,0.06,0.63,5.31,0.02,-0.0,-0.32,-0.0,-0.0,0.0,170.64,193.0,0.0,0.0,0.0,0.0
1776450588209073099,9203,0.104,0.3,0.0,1.4,0.0,-0.04,0.06,0.63,5.31,0.04,-0.0,-0.32,0.12,-0.12,0.0,171.33,188.0,0.0,0.0,0.0,0.0
1776450588311467937,9303,0.096,0.0,0.0,1.0,0.14,0.02,0.06,0.63,5.31,0.02,-0.02,-0.33,-0.12,-0.06,0.06,167.04,188.0,0.0,0.0,0.0,0.0
1776450588409726680,9403,0.1,0.1,0.072,0.0,0.02,-0.2,0.06,0.63,5.31,0.02,-0.01,-0.37,0.06,-0.25,0.06,171.33,187.0,0.0,0.0,0.0,0.0
