timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1776452852424210704,178168,,0.06,169.61,194.0,0.0,0.0,-0.0,,0.0,0.0,-0.0,0.0,,,,,,,,,
1776452853326457423,279729,0.0,0.7,0.076,0.6,-0.14,-0.08,-93.25,0.69,2.0,0.02,0.02,-0.32,-0.06,-0.0,0.06,169.61,194.0,0.0,0.0,0.0,
1776452855235162970,279729,0.0,0.7,0.076,0.6,-0.14,-0.08,-93.25,0.69,2.0,0.02,0.02,-0.32,-0.06,-0.0,0.06,169.61,194.0,0.0,0.0,0.0,
1776452855333133836,1904,0.0,1.0,0.064,0.3,0.08,-0.08,0.06,0.81,1.81,0.0,-0.01,-0.33,-0.12,0.06,0.06,169.61,192.0,0.0,0.0,0.0,0.0
1776452855431508326,2003,0.0,0.2,0.0,1.5,-0.1,0.08,0.06,0.81,1.81,0.0,-0.0,-0.33,-0.0,-0.06,-0.12,169.61,192.0,0.0,0.0,0.0,0.0
1776452855533888601,2104,0.0,1.2,0.088,0.3,-0.06,-0.1,0.06,0.81,1.81,0.0,-0.0,-0.33,0.06,-0.0,0.0,169.61,192.0,0.0,0.0,0.0,0.0
1776452855632185518,2204,0.0,1.3,0.08,0.5,0.12,-0.02,0.06,0.81,1.81,-0.01,-0.01,-0.32,0.06,0.06,-0.06,169.61,195.0,0.0,0.0,0.0,0.0
1776452855734587626,2305,0.0,1.5,0.076,0.2,0.12,-0.02,0.06,0.81,1.81,0.01,-0.0,-0.32,-0.12,-0.0,-0.06,169.61,195.0,0.0,0.0,0.0,0.0
1776452855832894358,2406,0.0,0.1,0.0,1.2,0.0,-0.06,0.06,0.81,1.81,0.0,-0.0,-0.35,0.19,-0.06,0.12,169.61,195.0,0.0,0.0,0.0,0.0
1776452855935280040,2506,0.088,0.1,0.064,0.3,0.18,-0.02,0.06,0.81,1.81,0.03,-0.0,-0.34,0.06,0.06,0.0,169.61,191.0,0.0,0.0,0.0,0.0
1776452856033576771,2606,0.0,1.4,0.0,1.4,0.12,-0.08,0.06,0.81,1.81,0.02,-0.0,-0.33,-0.0,0.06,0.06,169.61,194.0,0.0,0.0,0.0,0.0
1776452856135970465,2707,0.084,1.2,0.076,0.1,0.06,0.0,0.06,0.81,1.81,0.0,-0.01,-0.33,-0.0,0.06,-0.12,169.61,194.0,0.0,0.0,0.0,0.0
1776452856234223320,2807,0.0,1.1,0.0,1.3,0.02,-0.08,0.06,0.81,1.81,0.0,-0.02,-0.35,0.06,0.06,0.06,169.61,194.0,0.0,0.0,0.0,0.0
1776452856336630570,2908,0.08,0.2,0.0,1.0,-0.02,-0.06,0.06,0.81,1.81,0.01,-0.02,-0.31,-0.0,-0.0,0.06,169.61,196.0,0.0,0.0,0.0,0.0
1776452856434963869,3008,0.088,0.2,0.0,0.6,0.12,-0.14,0.06,0.81,1.81,0.01,-0.01,-0.33,-0.12,-0.0,0.0,169.61,196.0,0.0,0.0,0.0,0.0
1776452856543318177,3107,0.0,0.6,0.08,0.3,0.1,0.04,0.06,0.81,1.81,-0.01,-0.01,-0.3,-0.06,0.06,0.06,169.61,196.0,0.0,0.0,0.0,0.0
1776452856635661010,3207,0.0,1.0,0.084,0.6,0.14,0.06,0.06,0.81,1.81,0.0,-0.0,-0.31,-0.0,0.19,-0.12,173.73,196.0,0.0,0.0,0.0,0.0
1776452856733919347,3308,0.0,0.1,0.0,1.4,0.02,-0.04,0.06,0.81,1.81,0.02,-0.01,-0.34,0.06,-0.12,0.06,169.44,196.0,0.0,0.0,0.0,0.0
1776452856836355411,3407,0.0,1.4,0.076,0.5,-0.02,-0.12,0.06,0.81,1.81,0.01,-0.0,-0.31,0.12,0.19,-0.06,169.44,195.0,0.0,0.0,0.0,0.0
1776452856938753328,3508,0.0,0.9,0.0,1.3,0.14,-0.08,0.06,0.81,1.81,0.0,-0.0,-0.35,0.06,-0.12,0.06,169.44,195.0,0.0,0.0,0.0,0.0
1776452857037055051,3608,0.0,1.1,0.084,0.1,0.0,-0.16,0.06,0.81,1.81,0.02,-0.0,-0.33,-0.0,0.12,-0.06,169.61,195.0,0.0,0.0,0.0,0.0
1776452857135349677,3707,0.0,1.0,0.092,0.1,0.0,-0.06,0.06,0.81,1.81,0.0,-0.0,-0.33,0.12,-0.12,0.06,169.61,194.0,0.0,0.0,0.0,0.0
1776452857237744105,3807,0.0,1.0,0.0,1.6,0.18,-0.1,0.06,0.81,1.81,0.01,-0.0,-0.32,0.06,0.25,0.0,169.61,194.0,0.0,0.0,0.0,0.0
1776452857335987102,3907,0.092,0.0,0.08,0.1,0.14,0.02,0.06,0.81,1.81,0.01,-0.01,-0.31,-0.0,0.19,0.06,169.61,196.0,0.0,0.0,0.0,0.0
1776452857434328876,4006,0.0,1.2,0.0,0.4,0.08,-0.2,0.06,0.81,1.81,-0.01,-0.0,-0.3,0.06,0.12,0.12,170.64,196.0,0.0,0.0,0.0,0.0
1776452857536735248,4107,0.0,0.0,0.0,0.2,0.04,-0.1,0.06,0.81,1.81,0.01,-0.01,-0.34,0.12,-0.06,-0.12,169.61,194.0,0.0,0.0,0.0,0.0
1776452857635060892,4207,0.0,1.4,0.08,0.5,0.16,0.06,0.06,0.81,1.81,0.01,-0.0,-0.33,0.06,-0.12,0.0,173.73,190.0,0.0,0.0,0.0,0.0
1776452857737422099,4307,0.088,0.2,0.08,0.3,0.04,-0.18,0.06,0.81,1.81,0.0,-0.0,-0.33,-0.0,0.06,0.06,169.61,190.0,0.0,0.0,0.0,0.0
1776452857835729947,4407,0.0,0.7,0.068,1.5,0.04,-0.12,0.06,0.81,1.81,-0.01,-0.0,-0.32,0.06,-0.0,0.06,169.61,194.0,0.0,0.0,0.0,0.0
1776452857938122190,4507,0.08,0.4,0.0,1.4,0.1,-0.12,0.06,0.81,1.81,0.0,-0.01,-0.31,0.06,0.06,0.06,169.44,195.0,0.0,0.0,0.0,0.0
1776452858036437520,4608,0.0,1.2,0.076,0.5,0.27,0.06,0.06,0.81,1.81,0.0,-0.01,-0.32,-0.0,0.12,-0.06,169.61,195.0,0.0,0.0,0.0,0.0
1776452858138832923,4708,0.0,0.6,0.068,0.3,0.04,0.0,0.06,0.81,1.81,0.01,-0.0,-0.34,-0.06,-0.25,-0.12,173.73,197.0,0.0,0.0,0.0,0.0
1776452858237124320,4809,0.0,0.9,0.08,0.5,0.12,-0.12,0.06,0.81,1.81,0.0,-0.0,-0.37,0.25,-0.06,0.06,169.61,196.0,0.0,0.0,0.0,0.0
1776452858339476131,4909,0.0,0.7,0.072,0.3,0.06,-0.25,0.06,0.81,1.81,0.0,-0.02,-0.32,0.06,-0.0,-0.06,169.61,196.0,0.0,0.0,0.0,0.0
1776452858437784621,5010,0.0,0.2,0.0,1.4,0.06,0.02,0.06,0.81,1.81,0.0,-0.02,-0.34,0.06,0.19,0.0,169.61,194.0,0.0,0.0,0.0,0.0
1776452858540204227,5109,0.096,0.1,0.0,1.3,0.08,-0.1,0.06,0.81,1.81,0.0,-0.0,-0.33,0.06,-0.12,0.06,169.61,192.0,0.0,0.0,0.0,0.0
1776452858638501014,5209,0.0,1.4,0.08,0.1,0.08,-0.08,0.06,0.81,1.81,0.0,-0.01,-0.31,-0.0,-0.0,0.0,169.61,192.0,0.0,0.0,0.0,0.0
1776452858736776245,5309,0.0,1.2,0.088,0.2,0.0,0.0,0.06,0.81,1.81,0.0,-0.0,-0.3,-0.06,-0.0,0.0,170.13,194.0,0.0,0.0,0.0,0.0
1776452858839203573,5409,0.0,1.3,0.084,0.3,0.0,-0.04,0.06,0.81,1.81,0.0,-0.0,-0.37,-0.19,0.06,0.06,169.44,194.0,0.0,0.0,0.0,0.0
1776452858941630865,5510,0.0,0.3,0.0,0.1,0.02,-0.06,0.06,0.81,1.81,0.0,-0.0,-0.33,-0.0,0.06,0.0,169.44,194.0,0.0,0.0,0.0,0.0
1776452859039899281,5610,0.0,0.6,0.0,1.4,-0.02,0.0,0.06,0.81,1.81,0.0,0.01,-0.32,0.06,0.12,0.06,169.61,197.0,0.0,0.0,0.0,0.0
1776452859138206894,5709,0.084,0.4,0.0,1.6,0.04,-0.02,0.06,0.81,1.81,0.0,-0.01,-0.31,-0.06,-0.0,0.06,169.61,197.0,0.0,0.0,0.0,0.0
1776452859240564846,5809,0.084,0.2,0.0,1.5,0.0,-0.06,0.06,0.81,1.81,0.0,-0.01,-0.32,-0.0,0.12,0.06,169.61,195.0,0.0,0.0,0.0,0.0
1776452859338852811,5909,0.0,1.3,0.084,0.2,-0.04,-0.04,0.06,0.81,1.81,0.01,-0.0,-0.31,-0.0,-0.0,0.06,169.61,195.0,0.0,0.0,0.0,0.0
1776452859437249775,6008,0.0,1.2,0.092,0.1,0.14,-0.08,0.06,0.81,1.81,0.0,-0.0,-0.33,0.19,-0.0,-0.06,169.44,195.0,0.0,0.0,0.0,0.0
1776452859539591413,6108,0.0,1.5,0.088,0.2,0.12,-0.04,0.06,0.81,1.81,0.03,-0.0,-0.33,-0.0,0.06,0.0,169.61,197.0,0.0,0.0,0.0,0.0
1776452859637883581,6209,0.0,1.4,0.076,0.2,0.02,-0.08,0.06,0.81,1.81,0.0,-0.0,-0.31,-0.0,-0.12,-0.12,169.61,194.0,0.0,0.0,0.0,0.0
