timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1776358443035133095,1904,0.0,0.9,0.0,1.1,0.04,-0.25,0.06,-3.06,3.44,0.02,0.02,-0.32,0.06,0.06,-0.12,11942.06,187.0,0.0,0.0,0.0,0.0
1776358443133346688,2004,0.004,0.1,0.0,0.9,-0.14,-0.2,0.06,-3.06,3.44,0.04,0.02,-0.36,-0.06,0.06,-0.06,11942.92,200.0,0.0,0.0,0.0,0.0
1776358443223780225,2104,0.056,0.1,0.0,0.5,0.02,-0.14,0.06,-3.06,3.44,0.02,0.04,-0.36,0.06,0.12,0.0,11943.95,190.0,0.0,0.0,0.0,0.0
1776358443328072021,2204,0.0,0.2,0.0,1.1,-0.12,-0.23,0.06,-3.06,3.44,0.02,0.02,-0.36,-0.06,-0.0,0.0,11941.37,190.0,0.0,0.0,0.0,0.0
1776358443426361725,2305,0.036,0.1,0.0,1.3,0.14,-0.12,0.06,-3.06,3.44,0.02,0.03,-0.37,0.12,-0.0,0.06,11941.37,198.0,0.0,0.0,0.0,0.0
1776358443534769614,2405,0.028,0.2,0.0,0.7,-0.1,-0.2,0.06,-3.06,3.44,0.02,0.01,-0.36,-0.0,-0.0,0.0,11940.17,200.0,0.0,0.0,0.0,0.0
1776358443627185780,2505,0.0,0.3,0.0,1.0,-0.04,-0.1,0.06,-3.06,3.44,0.0,0.02,-0.36,-0.0,0.06,-0.06,11941.72,200.0,0.0,0.0,0.0,0.0
1776358443839216780,2606,0.012,0.3,0.0,0.2,-0.02,-0.31,0.06,-3.06,3.44,0.02,-0.0,-0.35,0.06,-0.06,0.0,11941.2,209.0,0.0,0.0,0.0,0.0
1776358443851882373,2706,0.012,0.3,0.0,0.3,-0.04,-0.16,0.06,-3.06,3.44,0.02,0.03,-0.36,0.12,-0.06,-0.06,11941.2,206.0,0.0,0.0,0.0,0.0
1776358443930279169,2806,0.008,0.2,0.0,0.5,-0.06,-0.25,0.06,-3.06,3.44,0.02,-0.0,-0.36,-0.12,0.12,0.0,11943.95,206.0,0.0,0.0,0.0,0.0
1776358444038563447,2907,0.004,0.4,0.0,0.6,0.04,-0.04,0.06,-3.06,3.44,0.02,0.03,-0.36,0.06,0.06,0.06,11942.06,222.0,0.0,0.0,0.0,0.0
1776358444130995261,3007,0.008,0.2,0.0,0.6,0.12,-0.14,0.06,-3.06,3.44,0.02,-0.0,-0.37,-0.06,-0.0,-0.06,11940.69,222.0,0.0,0.0,0.0,0.0
1776358444229235002,3107,0.0,0.1,0.0,0.3,0.04,-0.16,0.06,-3.06,3.44,0.03,0.02,-0.37,0.12,-0.06,0.0,11942.57,200.0,0.0,0.0,0.0,0.0
1776358444329674576,3207,0.0,0.3,0.0,1.0,-0.06,-0.18,0.06,-3.06,3.44,0.03,0.01,-0.35,0.06,0.12,-0.06,11940.69,209.0,0.0,0.0,0.0,0.0
1776358444427908039,3307,0.0,0.0,0.0,0.9,0.04,-0.23,0.06,-3.06,3.44,0.03,0.02,-0.36,0.12,0.06,0.0,11943.95,209.0,0.0,0.0,0.0,0.0
1776358444532203187,3407,0.0,0.1,0.016,0.4,-0.14,-0.27,0.06,-3.06,3.44,0.01,0.03,-0.37,-0.0,-0.06,0.12,11942.57,201.0,0.0,0.0,0.0,0.0
1776358444630564446,3507,0.0,0.9,0.0,0.5,-0.08,-0.16,0.06,-3.06,3.44,0.03,0.02,-0.35,-0.12,-0.06,0.0,11941.72,195.0,0.0,0.0,0.0,0.0
1776358444733038650,3607,0.0,0.6,0.0,0.2,0.02,-0.2,0.06,-3.06,3.44,0.01,-0.0,-0.36,-0.12,-0.12,-0.06,11940.86,195.0,0.0,0.0,0.0,0.0
1776358444831304298,3707,0.0,0.1,0.0,1.0,-0.08,-0.27,0.06,-3.06,3.44,0.04,0.03,-0.36,0.12,-0.0,0.0,11941.2,212.0,0.0,0.0,0.0,0.0
1776358444929552742,3807,0.004,0.1,0.0,0.7,-0.1,-0.12,0.06,-3.06,3.44,0.03,0.02,-0.36,0.06,0.06,-0.12,11940.69,204.0,0.0,0.0,0.0,0.0
1776358445032062682,3907,0.004,0.5,0.0,0.8,-0.02,-0.16,0.06,-3.06,3.44,0.03,0.03,-0.34,0.06,0.12,-0.06,11941.72,204.0,0.0,0.0,0.0,0.0
1776358445130164626,4006,0.0,0.3,0.0,1.0,0.04,-0.1,0.06,-3.06,3.44,0.02,0.03,-0.36,0.12,0.06,0.06,11940.0,195.0,0.0,0.0,0.0,0.0
1776358445228545862,4106,0.056,0.3,0.0,0.7,-0.1,-0.31,0.06,-3.06,3.44,0.03,0.02,-0.35,-0.0,-0.0,0.0,11939.14,195.0,0.0,0.0,0.0,0.0
1776358445328845627,4206,0.04,0.2,0.0,0.9,-0.08,-0.25,0.06,-3.06,3.44,0.04,0.02,-0.38,-0.06,-0.06,0.06,11940.34,206.0,0.0,0.0,0.0,0.0
1776358445427070274,4306,0.032,0.2,0.032,0.6,0.04,-0.16,0.06,-3.06,3.44,0.03,0.03,-0.36,0.06,0.06,0.0,11940.0,207.0,0.0,0.0,0.0,0.0
1776358445529372221,4406,0.028,0.5,0.0,1.2,0.02,-0.25,0.06,-3.06,3.44,0.03,0.01,-0.35,-0.12,-0.0,0.0,11942.75,207.0,0.0,0.0,0.0,0.0
1776358445629575231,4506,0.016,0.3,0.0,0.3,0.06,-0.27,0.06,-3.06,3.44,0.02,-0.0,-0.36,0.12,0.12,0.0,11942.06,225.0,0.0,0.0,0.0,0.0
1776358445737917944,4606,0.012,0.3,0.0,0.7,0.04,-0.16,0.06,-3.06,3.44,0.03,0.03,-0.34,0.06,-0.12,0.0,11940.34,196.0,0.0,0.0,0.0,0.0
1776358445830235891,4706,0.012,0.4,0.0,0.9,-0.04,-0.21,0.06,-3.06,3.44,0.03,0.01,-0.35,0.12,0.19,0.06,11941.2,196.0,0.0,0.0,0.0,0.0
1776358446083216002,4806,0.004,0.2,0.0,0.9,-0.04,-0.29,0.06,-3.06,3.44,0.02,-0.0,-0.38,-0.06,-0.06,0.06,11941.2,200.0,0.0,0.0,0.0,0.0
1776358446118968175,4907,0.0,0.5,0.0,1.1,-0.14,-0.21,0.06,-3.06,3.44,0.02,0.03,-0.39,0.06,0.06,0.0,11939.32,201.0,0.0,0.0,0.0,0.0
1776358446131626394,5007,0.0,0.2,0.0,1.0,-0.18,-0.16,0.06,-3.06,3.44,0.02,0.01,-0.37,0.06,0.12,0.0,11940.0,201.0,0.0,0.0,0.0,0.0
1776358446231305336,5107,0.0,1.2,0.0,0.8,0.06,-0.2,0.06,-3.06,3.44,0.02,0.03,-0.37,0.06,-0.0,-0.06,11941.54,219.0,0.0,0.0,0.0,0.0
1776358446327614748,5208,0.0,0.6,0.0,1.1,-0.06,-0.2,0.06,-3.06,3.44,0.01,0.02,-0.35,-0.12,0.06,0.0,11941.03,219.0,0.0,0.0,0.0,0.0
1776358446429964583,5307,0.04,0.2,0.0,0.9,-0.1,-0.21,0.06,-3.06,3.44,0.04,0.02,-0.37,-0.0,-0.19,0.0,11940.34,198.0,0.0,0.0,0.0,0.0
1776358446530074740,5407,0.024,0.3,0.0,0.6,0.06,-0.2,0.06,-3.06,3.44,0.04,0.02,-0.35,-0.0,0.06,-0.06,11941.03,213.0,0.0,0.0,0.0,0.0
1776358446630523685,5507,0.0,0.4,0.0,0.9,0.18,-0.21,0.06,-3.06,3.44,0.0,-0.0,-0.38,0.06,-0.06,-0.12,11940.86,213.0,0.0,0.0,0.0,0.0
1776358446730695955,5607,0.012,0.1,0.0,0.5,0.0,-0.18,0.06,-3.06,3.44,0.02,0.01,-0.36,0.06,-0.0,-0.06,11943.43,197.0,0.0,0.0,0.0,0.0
1776358446871215132,5707,0.012,0.1,0.0,1.2,-0.08,-0.18,0.06,-3.06,3.44,0.02,0.03,-0.36,0.06,-0.06,-0.06,11942.4,203.0,0.0,0.0,0.0,0.0
