timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,gyro_x,gyro_y,gyro_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1776370303046349693,49415,0.0,0.6,0.02,0.6,-0.04,-0.08,175.94,-0.0,10.81,0.0,-0.14,-0.14,-0.94,-0.5,-0.69,791.47,1167.0,0.0,0.0,0.0,
1776370303142531148,1904,0.0,0.9,0.0,0.1,-0.08,-0.14,-0.06,-0.31,9.94,0.03,0.01,-0.05,-0.0,-0.31,0.56,11935.2,796.0,0.0,0.0,0.0,0.0
1776370303240813805,2004,0.0,1.0,0.028,0.9,-0.04,-0.1,-0.06,-0.31,9.94,0.0,-0.0,-0.02,0.12,0.12,0.12,11934.86,1009.0,0.0,0.0,0.0,0.0
1776370303331212922,2104,0.0,0.5,0.0,1.3,-0.1,-0.08,-0.06,-0.37,9.94,0.05,-0.01,0.05,-0.88,1.19,-1.0,11935.71,957.0,0.0,0.0,0.0,0.0
1776370303433585223,2204,0.016,0.1,0.0,1.2,-0.08,-0.04,-0.19,-0.44,9.75,0.0,-0.03,-0.06,-1.56,-0.19,-1.31,11936.91,957.0,0.0,0.0,0.0,0.0
1776370303537880722,2305,0.0,0.9,0.0,0.1,-0.02,-0.14,-0.37,-0.44,9.63,0.05,-0.02,-0.09,-0.75,-1.5,-2.5,11934.17,778.0,0.0,0.0,0.0,0.0
1776370303642206851,2405,0.0,0.4,0.0,0.9,0.04,0.0,-0.69,-0.37,9.63,0.02,0.02,0.04,0.12,-0.44,-3.44,11933.48,814.0,0.0,0.0,0.0,0.0
1776370303734609206,2505,0.0,0.3,0.0,0.6,-0.1,-0.06,-0.94,-0.44,9.56,0.01,0.06,-0.11,-0.94,0.19,-2.06,11935.37,814.0,0.0,0.0,0.0,0.0
1776370303842936347,2606,0.0,0.6,0.0,0.2,0.0,-0.1,-0.94,-0.63,9.56,0.16,0.05,0.0,0.5,3.25,2.69,11934.17,752.0,0.0,0.0,0.0,0.0
1776370303935226181,2706,0.0,0.4,0.0,1.2,0.02,-0.02,-0.56,-0.69,9.5,0.43,0.06,-0.3,0.75,-0.37,4.06,11932.45,843.0,0.0,0.0,0.0,0.0
1776370304043627213,2806,0.0,0.6,0.0,0.8,-0.12,-0.18,-0.12,-0.94,10.0,0.12,-0.07,0.91,9.0,6.25,8.19,11931.08,843.0,0.0,0.0,0.0,0.0
1776370304133961439,2907,0.0,0.4,0.0,1.1,-0.18,-0.16,0.63,-1.5,10.88,0.21,-0.73,0.76,8.25,7.0,8.13,825.94,843.0,0.0,0.0,0.0,0.0
1776370304236404703,3007,0.052,0.1,0.0,1.3,0.1,-0.1,1.56,-1.69,11.75,-0.21,-0.27,0.68,5.25,3.06,12.31,797.47,1032.0,0.0,0.0,0.0,0.0
1776370304334693490,3106,0.044,0.0,0.0,0.3,-0.04,0.02,2.69,-2.56,11.88,-0.13,-0.25,0.25,-4.44,20.06,7.31,837.26,864.0,0.0,0.0,0.0,0.0
