timestamp_ns,pos_x,pos_y,vel_n,vel_e,last_gps_pos_x,last_gps_pos_y,distance_traveled,relative_distance,yaw_imu_deg,euler_x,q_pos,q_vel,q_ori,r_fixed,r_float,error_percent
1776450657500207896,0.013319935690014722,0.0,2.24979456,0.0,0.0,0.0,0.013337678148446483,0.013337678148446483,0.0,-196.0,0.01,0.1,0.001,0.0001,0.25,0.0
1776450660410103181,0.34211051048969243,0.000682338087116769,4.818103958589532,0.014158942955536647,0.0030106645020573516,0.0,0.34650922457220024,0.34643062346151854,0.3344084791760485,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450660505910979,0.8198060716126896,0.0022193942200995683,5.154730850075557,0.0179301283137192,0.0030106645020573516,0.0,0.8449216208133237,0.8430835614818236,0.6617894842118693,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450660605260574,1.3328655799757991,0.004010824893548153,5.173833887684457,0.01813373442016779,0.0030106645020573516,0.0,0.8449216208133237,1.4033873342878882,0.6617894842118693,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450660708272596,1.8643058670915598,0.005815946152579603,5.145286988230275,0.016916796973910447,0.0030106645020573516,0.0,0.8449216208133237,2.02599988817999,0.6607519515405966,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450660805445061,2.3627284950350997,0.007485707339552347,5.112270837511506,0.01744695573374616,0.0030106645020573516,0.0,0.8449216208133237,2.6602621120377226,0.32460400894391556,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450660908130509,2.8858924605913763,0.009283513441004866,5.077367270664672,0.01756882281475113,0.0030106645020573516,0.0,0.8449216208133237,3.3890971532801695,359.9759216156408,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661006315270,3.382687895614784,0.01102018759316811,5.043150709119334,0.017810008677865415,0.0030106645020573516,0.0,0.8449216208133237,4.149867052251908,359.63842554897076,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661109528700,3.9014212940920565,0.012952034308523121,5.008835145356262,0.019625205466370015,0.0030106645020573516,0.0,0.8449216208133237,5.023826543801336,359.99966822381504,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661207338609,4.3897953422410705,0.014883775545993586,4.97566797908659,0.019868040528662707,0.0030106645020573516,0.0,0.8449216208133237,5.927501342551622,0.012186906640435272,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661309632817,4.897126416032802,0.016873046950628932,4.942655413381657,0.019022218960277094,0.0030106645020573516,0.0,0.8449216208133237,6.955237764960385,0.023311958115185646,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661408504004,0.0025257425364496617,0.002564857828646233,-0.018375559390391115,0.007203835864080014,0.0030106645020573516,0.0018553250000648256,0.8449216208133237,0.5168185087471602,359.3851340608112,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661510097359,-0.0001738527652897083,0.003296902193363184,-0.034762853399685906,0.007205611214123033,0.0030106645020573516,0.0018553250000648256,0.8449216208133237,1.150698229007111,0.00016984834214516393,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661609359528,-0.0044424833949019155,0.0039890345530471496,-0.05125887051907683,0.006742285412712717,0.0030106645020573516,0.0018553250000648256,0.8449216208133237,1.8704415100111602,358.77606315191105,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661707837827,-0.010406701125025251,0.004656895248835854,-0.06987622360327028,0.006822170464941491,0.0030106645020573516,0.0018553250000648256,0.8449216208133237,2.682836901523341,359.4000557788199,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661809556719,-0.01849585743723449,0.005304860276337631,-0.08916030677327488,0.005917119740600495,0.0030106645020573516,0.0018553250000648256,0.8449216208133237,3.624909543433966,0.01860940753462351,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450661908510406,-0.028196222366299598,0.005883877309868627,-0.1069040658749087,0.005786008158404039,0.0030106645020573516,0.0018553250000648256,0.8449216208133237,4.641578118734251,0.02416249863999151,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450662607175276,0.0013210389333415758,0.003743742270721135,-0.025994827102383104,0.004627328715520634,0.0015053316092669912,0.0037106500001296513,0.8449216208133237,0.03542212070621844,354.972533705858,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450662611239297,0.0012147706058489274,0.003762593472697007,-0.026286831912051688,0.004647044345285725,0.0015053316092669912,0.0037106500001296513,0.8605711170888637,0.05100156012203889,354.9076633520484,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450662623647283,0.0008827028642014972,0.0038207239269063124,-0.02721692795783023,0.0047191104269657365,0.0015053316092669912,0.0037106500001296513,0.9093926834656872,0.09974558516814111,354.9076633520484,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450662636417436,0.0005290183262580792,0.00388080585898679,-0.02815159808830112,0.004686582116574287,0.0015053316092669912,0.0037106500001296513,0.961272471933388,0.1515976264393573,355.0893047008388,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450662710117280,-0.0017466245734658213,0.004268268212245949,-0.03361345763644093,0.0058298455018342046,0.0015053316092669912,0.0037106500001296513,1.2928323578511485,0.48312088428241257,354.0435956256512,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450662722534730,-0.0021699618558793095,0.004341698689085058,-0.03451786577939594,0.00598795504146387,0.0015053316092669912,0.0037106500001296513,1.354179306384,0.5444659512584339,353.9462856019784,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450662735725809,-0.0026313821155489977,0.0044214886148421974,-0.035510393141634705,0.006121503663731841,0.0015053316092669912,0.0037106500001296513,1.4209439908632255,0.6112290146346757,354.36588626145243,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450662808125004,-0.005396738909428742,0.004883377966666123,-0.04087681800413749,0.006637225886771294,0.0015053316092669912,0.0037106500001296513,1.8191563381392686,1.0094360743094888,355.61370895467235,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450662911586064,-0.009972968872170689,0.005586884944929547,-0.04759496078116884,0.006963601488946553,0.0015053316092669912,0.0037106500001296513,1.8191563381392686,1.6706215662891766,358.33340983439183,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450663009269584,-0.014927877333652348,0.006230372965062388,-0.0538569661998105,0.006211838610330355,0.0015053316092669912,0.0037106500001296513,1.8191563381392686,2.394485328531566,359.5897991952956,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450663111904903,-0.02072025717792713,0.0068125922313388276,-0.05900790117502862,0.005132738582119591,0.0015053316092669912,0.0037106500001296513,1.8191563381392686,3.2591468348866997,1.0826913585619249,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450663525720437,-0.049973167648448044,0.010443208717930644,-0.0823709142382059,0.012413968731375638,0.0015053316092669912,0.0037106500001296513,1.8191563381392686,7.827666864315077,354.8722634105635,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,0.0
1776450663529257328,0.0039901720340376565,0.0037223130732332204,-0.09409713165135779,0.0008868821062816867,0.0045159961113243425,0.0037106500001296513,1.8191563381392686,0.02941343100497157,358.86824340205914,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,93.6
1776450663534504959,0.0034956247106471463,0.003727062082849415,-0.09497671627575205,0.0009287449924980421,0.0045159961113243425,0.0037106500001296513,1.844701064965664,0.05468202668966644,358.86557447294194,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,92.8
1776450663547420076,0.002255377162823533,0.0037395694519480028,-0.0971739238994998,0.0010090125006887967,0.0045159961113243425,0.0037106500001296513,1.9089182691352855,0.11872832222027117,358.78446087940887,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,91.87
1776450663611601546,-0.004341453914687588,0.003815385976050994,-0.1083713919413698,0.00135329315934726,0.0045159961113243425,0.0037106500001296513,2.2531502610370997,0.4628528360040382,358.4098658307566,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,86.53
1776450663713291771,-0.016333441188635077,0.003946536667791926,-0.12747910975523805,0.0012260922034237202,0.0045159961113243425,0.0037106500001296513,2.2531502610370997,1.0932248525071444,357.76867761395,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,56.53
1776450663812036310,-0.02976098564833147,0.00405504454881921,-0.14451664924575883,0.0009719033829020676,0.0045159961113243425,0.0037106500001296513,2.2531502610370997,1.8051341504199594,357.79059023950344,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,4.4
1776450663909973479,-0.044658428787451326,0.004153432685798,-0.15969559998853075,0.0010372250405984859,0.0045159961113243425,0.0037106500001296513,2.2531502610370997,2.6085556679537873,356.54189463166,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,99.6
1776450664012709094,-0.06190317401926672,0.004311678677847211,-0.17600005206202698,0.0020432780791193772,0.0045159961113243425,0.0037106500001296513,2.2531502610370997,3.555495620706974,356.4831238327213,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,98.4
1776450664111073577,-0.07994690185009229,0.004520291200821834,-0.19089165699511987,0.0021985396761964792,0.0045159961113243425,0.0037106500001296513,2.2531502610370997,4.561942553063983,356.4541971677576,0.05999999865889549,0.01,0.1,0.001,0.0001,0.25,85.47
