timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1771007357984722728,79042,9.352,2.4,9.484,-0.9,0.0,-0.18,-90.25,9.31,14.13,0.11,0.01,-0.12,11972.93,185.0,0.0,40.0,,
1771007358879681457,3982,9.052,2.6,11.016,-0.4,-0.16,-0.16,0.0,9.13,14.94,0.0,0.02,-0.01,11918.22,184.0,41.23,0.0,0.0,0.0
1771007358998425727,4887,9.336,3.3,10.896,-184.3,3.52,-0.14,0.44,12.0,15.63,0.0,0.06,0.0,11884.26,185.0,50.15,2.88,0.0,0.0
1771007359121292934,5006,8.952,104.0,10.632,-182.6,3.2,2.21,0.69,12.56,15.88,1.08,0.06,-0.6,11868.83,184.0,44.91,46.31,0.0,0.0
1771007359240042506,5128,10.272,253.6,10.14,-191.0,3.11,4.59,0.63,11.94,16.37,0.61,3.62,-2.83,11881.52,178.0,46.31,32.28,0.0,0.0
1771007359367082216,5248,10.716,237.3,10.28,-163.4,3.24,3.65,0.69,11.69,16.31,1.31,0.1,-1.66,11863.51,175.0,47.62,38.65,0.0,0.0
1771007359485830122,5372,9.508,167.8,10.644,-181.6,3.03,4.1,0.88,11.63,16.25,-0.29,-1.14,0.59,11869.0,173.0,48.61,38.34,0.0,0.0
1771007359588239581,5492,9.572,204.9,10.524,-183.0,2.95,2.93,0.94,11.69,16.12,-0.13,0.45,0.27,185.73,173.0,48.65,39.3,0.0,0.0
1771007359686541572,5593,10.236,187.3,10.784,-183.4,3.16,3.52,1.0,11.69,16.0,-0.2,0.28,-0.42,4990.14,170.0,48.65,43.66,0.0,0.0
1771007359813519598,5693,10.736,170.7,10.5,-202.2,3.73,2.34,1.12,11.69,15.88,-0.23,0.24,-0.05,11867.29,171.0,48.37,41.21,0.0,0.0
1771007359924094512,5817,9.208,191.4,10.644,-208.4,3.91,4.26,1.5,11.81,15.69,-0.08,-0.35,0.3,11877.4,171.0,46.06,33.83,0.0,0.0
1771007360026468676,5931,9.48,283.7,10.472,-183.1,3.28,5.51,1.75,11.81,15.56,-0.27,0.73,-0.26,5995.47,172.0,42.6,28.73,0.0,0.0
1771007360124808542,6031,9.996,295.3,10.392,-236.8,4.14,5.61,1.81,11.75,15.5,-0.23,0.31,0.2,158.12,172.0,41.39,27.12,0.0,0.0
1771007360247652866,6131,10.468,310.7,10.0,-246.6,4.84,6.09,1.94,11.75,15.5,-0.34,-1.61,0.04,11896.61,173.0,39.71,23.92,0.0,0.0
1771007360345986491,6251,10.056,310.6,10.144,-246.5,5.04,5.7,2.13,11.63,15.5,-0.17,2.08,-1.93,158.47,173.0,38.13,23.83,0.0,0.0
1771007360448373548,6351,10.696,275.1,10.728,-220.6,3.55,4.75,2.38,11.69,15.44,0.52,1.82,-0.12,158.81,173.0,40.31,25.98,0.0,0.0
1771007360546668488,6452,10.18,302.5,9.896,-195.6,3.44,4.43,2.5,11.75,15.38,-0.15,0.07,-1.0,175.62,175.0,41.31,27.8,0.0,0.0
1771007360669545645,6552,8.904,262.2,10.496,-201.1,3.55,3.07,2.69,11.88,15.38,-0.14,0.54,-0.56,11867.29,174.0,44.58,38.14,2.0,0.0
1771007360771930924,6675,9.704,236.4,10.62,-215.2,3.79,3.36,2.81,12.06,15.31,0.15,-0.11,0.21,173.39,174.0,44.91,39.3,2.0,0.0
1771007360890716520,6775,9.98,228.6,10.576,-213.7,4.06,4.61,2.81,12.19,15.25,-0.07,-0.01,0.23,11881.69,175.0,43.29,35.68,2.0,0.0
1771007360989023071,6894,10.584,286.7,10.708,-187.5,3.65,3.96,2.94,12.25,15.19,0.57,-0.75,0.93,158.29,173.0,42.93,33.02,2.0,0.0
1771007361111854938,6994,8.932,234.3,10.64,-197.2,3.65,5.18,3.06,12.25,15.06,-0.12,0.18,-0.52,11882.21,173.0,43.09,33.19,2.0,0.0
1771007361210189216,7115,10.316,254.6,10.624,-177.9,4.02,3.95,3.31,12.25,14.94,-0.22,0.0,-0.75,157.27,173.0,45.93,34.45,2.0,0.0
1771007361312585925,7215,9.428,188.5,10.38,-212.0,3.32,4.28,3.56,12.31,14.81,-0.13,0.53,-0.38,155.89,173.0,44.07,36.2,2.0,0.0
1771007361431360046,7315,10.152,239.6,10.344,-227.7,4.38,4.32,3.69,12.31,14.69,0.02,-0.07,-0.2,11871.57,174.0,44.37,40.84,2.0,0.0
1771007361529664009,7435,10.208,213.9,10.748,-241.0,4.41,3.63,3.5,12.25,14.56,0.25,-0.21,-0.67,162.24,174.0,43.04,41.17,2.0,0.0
1771007361632062108,7535,9.816,204.8,10.6,-234.0,4.38,4.73,3.44,12.19,14.5,-0.01,-0.01,-0.04,146.12,173.0,43.69,39.72,2.0,0.0
