timestamp_ns,fix_time,fix_date,gga_fix_quality,avg_snr,latitude,longitude,altitude_m,speed_over_ground,true_course,num_of_fix_satellites,hdop,vdop,pdop,geoid_separation
1771014109298328083,00:06:03.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014109302589830,00:06:04.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014109304884714,00:06:05.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014109309226383,00:06:06.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014109310574333,00:06:07.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014109312278783,00:06:08.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014109313249660,00:06:09.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014109636795529,00:06:10.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014110713883565,00:06:11.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014111638525197,00:06:12.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014112708290458,00:06:13.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
1771014113707863380,00:06:14.012,2080-01-06,Invalid,,,,,,,0,99.99,99.99,99.99,
