timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1771346176306523932,94670,9.384,2.2,11.0,-0.8,-0.06,-0.1,-0.12,12.0,13.25,0.06,0.04,-0.12,240.44,265.0,0.0,10.0,,
1771346176313792261,4785,9.392,1.1,9.616,0.4,0.02,-0.06,-0.06,12.31,13.25,-0.02,-0.01,-0.06,237.36,264.0,0.0,0.0,0.0,
1771346176320297471,5621,9.172,2.4,11.004,-0.6,-0.08,-0.04,-0.06,12.31,13.25,-0.01,0.01,-0.02,241.47,263.0,0.0,0.0,0.0,
1771346176326723075,5721,9.212,2.4,11.0,-1.0,-0.02,0.02,-0.06,12.31,13.25,-0.03,0.03,0.0,241.47,265.0,0.0,0.0,0.0,
1771346176333021890,5821,9.208,2.7,11.004,-0.7,0.02,-0.16,-0.06,12.31,13.25,-0.02,0.01,-0.01,236.16,264.0,0.0,0.0,0.0,
1771346176370957551,5921,9.172,2.7,10.996,-0.8,-0.18,-0.12,-0.06,12.31,13.25,-0.01,-0.01,-0.02,236.16,264.0,0.0,0.0,0.0,
1771346176379210246,6022,9.232,2.6,11.004,-0.8,0.1,-0.14,-0.06,12.31,13.25,0.0,-0.02,-0.04,237.18,265.0,0.0,0.0,0.0,
1771346176383315585,6122,9.228,2.8,10.996,-0.8,-0.06,-0.04,-0.06,12.31,13.25,-0.02,-0.02,-0.02,236.16,263.0,0.0,0.0,0.0,
1771346176387405741,6222,9.188,2.6,11.0,-1.0,0.04,0.02,-0.06,12.31,13.25,0.0,-0.01,0.0,236.16,263.0,0.0,0.0,0.0,
1771346176398621530,6323,9.172,2.5,11.0,-0.9,0.08,-0.08,-0.06,12.31,13.25,-0.01,-0.02,-0.02,237.18,265.0,0.0,0.0,0.0,
1771346176409815081,6423,9.216,2.6,10.996,-1.0,-0.04,-0.06,-0.06,12.31,13.25,-0.01,0.0,0.0,237.18,263.0,0.0,0.0,0.0,
1771346176473291944,6523,9.184,2.5,10.992,-0.7,-0.02,-0.04,-0.06,12.31,13.25,-0.01,-0.03,-0.01,241.47,263.0,0.0,0.0,0.0,
1771346176483866959,6624,9.168,2.5,10.996,-0.8,0.12,0.0,-0.06,12.31,13.25,0.0,0.0,-0.02,240.27,264.0,0.0,0.0,0.0,
1771346176495173521,6724,9.232,2.4,11.004,-0.9,0.08,-0.14,-0.06,12.31,13.25,-0.02,0.03,-0.03,237.18,264.0,0.0,0.0,0.0,
1771346176571594660,6824,9.18,2.7,11.0,-0.8,0.08,-0.02,-0.06,12.31,13.25,-0.02,0.01,-0.04,237.36,264.0,0.0,0.0,0.0,
1771346176582856762,6924,9.172,2.0,9.74,0.0,-0.08,-0.06,-0.06,12.31,13.25,0.0,0.01,-0.04,236.16,264.0,0.0,0.0,0.0,
1771346176594413290,7024,9.4,2.1,10.988,-1.0,0.08,0.02,-0.06,12.31,13.25,-0.01,0.0,-0.04,237.18,264.0,0.0,0.0,0.0,
1771346176605857714,7124,9.368,2.0,10.996,-0.9,-0.04,-0.02,-0.06,12.31,13.25,-0.02,0.0,-0.05,237.18,264.0,0.0,0.0,0.0,
1771346176674008919,7224,10.232,1.8,9.652,-0.9,-0.08,-0.1,-0.06,12.31,13.25,-0.02,0.0,0.0,237.18,265.0,0.0,0.0,0.0,
1771346176685377477,7323,9.176,2.8,11.0,-1.0,-0.1,-0.02,-0.06,12.31,13.25,-0.01,0.0,-0.01,241.47,265.0,0.0,0.0,0.0,
1771346176697498786,7424,9.236,2.6,11.0,-0.9,-0.12,-0.06,-0.06,12.31,13.25,-0.01,0.0,-0.01,241.47,266.0,0.0,0.0,0.0,
1771346176772286100,7524,9.196,2.6,10.996,-0.8,-0.06,-0.14,-0.06,12.31,13.25,-0.02,0.03,0.0,240.44,265.0,0.0,0.0,0.0,
1771346176783374564,7624,9.156,2.6,10.984,-0.9,0.1,0.02,-0.06,12.31,13.25,-0.01,0.04,-0.03,241.47,265.0,0.0,0.0,0.0,
1771346176794551838,7725,9.22,2.7,11.008,-1.1,0.0,0.02,-0.06,12.31,13.25,-0.01,0.02,-0.04,237.36,264.0,0.0,0.0,0.0,
1771346176805598712,7825,9.152,2.7,10.996,-0.7,0.08,-0.08,-0.06,12.31,13.25,-0.03,0.04,-0.04,240.44,264.0,0.0,0.0,0.0,
1771346176874678341,7924,9.212,2.6,11.0,-0.9,-0.18,-0.16,-0.06,12.31,13.25,-0.03,0.02,-0.05,240.44,264.0,0.0,0.0,0.0,
1771346176885871281,8025,9.196,2.7,11.0,-0.6,-0.1,-0.08,-0.06,12.31,13.25,-0.03,0.01,0.0,241.47,263.0,0.0,0.0,0.0,
1771346176897654351,8125,9.22,2.6,11.004,-0.8,-0.1,-0.2,-0.06,12.31,13.25,0.0,0.02,-0.01,240.44,263.0,0.0,0.0,0.0,
1771346176909381553,8225,9.204,2.7,11.0,-0.8,-0.04,-0.14,-0.06,12.31,13.25,-0.01,0.03,-0.03,241.47,265.0,0.0,0.0,0.0,
