timestamp_ns,fix_time,fix_date,gga_fix_quality,avg_snr,latitude,longitude,altitude_m,speed_over_ground,true_course,num_of_fix_satellites,hdop,vdop,pdop,geoid_separation
1772409058727587122,23:50:56.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409058729079220,23:50:57.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409059709727197,23:50:58.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409060274807927,23:50:59.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409061159384720,23:51:00.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409062217263531,23:51:01.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409063171452233,23:51:02.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409064223988034,23:51:03.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409065214033566,23:51:04.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409066165157226,23:51:05.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409067184638655,23:51:06.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409068154691019,23:51:07.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
