timestamp_ns,fix_time,fix_date,gga_fix_quality,avg_snr,latitude,longitude,altitude_m,speed_over_ground,true_course,num_of_fix_satellites,hdop,vdop,pdop,geoid_separation
1772414543251119521,01:22:21.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414543252411130,01:22:22.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414544623610119,01:22:23.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414545384048720,01:22:24.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414546847544102,01:22:25.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414547153363229,01:22:26.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414548150026742,01:22:27.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414549152830466,01:22:28.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414550151820737,01:22:29.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414551155470541,01:22:30.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414552154936272,01:22:31.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414553178897041,01:22:32.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414554202557753,01:22:33.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414555147971849,01:22:34.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414556168595441,01:22:35.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414557179375202,01:22:36.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414558150219261,01:22:37.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414559174888679,01:22:38.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414560220302217,01:22:39.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414561152416874,01:22:40.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414562226053096,01:22:41.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414563146964383,01:22:42.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414564192765456,01:22:43.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414565211782247,01:22:44.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414566149150429,01:22:45.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414567182161081,01:22:46.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414568189346659,01:22:47.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414569156098530,01:22:48.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414570179831063,01:22:49.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414571191867090,01:22:50.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414572153879182,01:22:51.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414573148856784,01:22:52.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414574160394969,01:22:53.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
1772414575202209342,01:22:54.103,2026-03-02,Invalid,,,,,,,0,99.99,99.99,99.99,
