timestamp_ns,fix_time,fix_date,gga_fix_quality,avg_snr,latitude,longitude,altitude_m,speed_over_ground,true_course,num_of_fix_satellites,hdop,vdop,pdop,geoid_separation
1772409304448987675,23:55:02.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409304450054263,23:55:03.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409305527920299,23:55:04.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409306351952232,23:55:05.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409307313889815,23:55:06.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409308157080124,23:55:07.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409309155279852,23:55:08.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409310183600679,23:55:09.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409311183091415,23:55:10.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409312166188700,23:55:11.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409313156664511,23:55:12.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409314185254587,23:55:13.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409315221650988,23:55:14.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409316233187889,23:55:15.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409317182815189,23:55:16.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409318157656349,23:55:17.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409319183152915,23:55:18.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409320165815593,23:55:19.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409321165434792,23:55:20.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409322159588738,23:55:21.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409323158858663,23:55:22.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409324170868810,23:55:23.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409325175228283,23:55:24.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409326194528807,23:55:25.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409327222500102,23:55:26.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409328221907343,23:55:27.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409329154951067,23:55:28.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409330207584807,23:55:29.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409331162430885,23:55:30.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
1772409332202645767,23:55:31.101,2026-03-01,Invalid,,,,,,,0,99.99,99.99,99.99,
