timestamp_ns,fix_time,fix_date,gga_fix_quality,avg_snr,latitude,longitude,altitude_m,speed_over_ground,true_course,num_of_fix_satellites,hdop,vdop,pdop,geoid_separation
1772836211706263435,22:30:05,2026-03-06,GPS Fix,33.885715,35.76825831666667,-78.67321736666666,99.218,0.022,27.52,38,0.69,0.99,1.21,-33.027
1772836211722940827,22:30:06,2026-03-06,GPS Fix,34.86111,35.76825825,-78.67321701666667,99.294,0.029,27.52,38,0.72,1.22,1.42,-33.027
1772836211731063018,22:30:07,2026-03-06,GPS Fix,34.72222,35.768257733333336,-78.67321653333333,99.381,0.025,27.52,38,0.77,1.25,1.47,-33.026
1772836211812834094,22:30:08,2026-03-06,GPS Fix,35.11111,35.768257633333334,-78.67321613333333,99.441,0.038,27.52,38,0.74,1.01,1.26,-33.026
1772836211838442573,22:30:09,2026-03-06,GPS Fix,32.444443,35.7682572,-78.6732159,99.488,0.029,27.52,38,0.72,1.18,1.38,-33.026
1772836211845743796,22:30:10,2026-03-06,GPS Fix,29.171429,35.768256783333335,-78.67321593333334,99.54,0.037,27.52,38,0.74,1.01,1.26,-33.026
1772836212259727802,22:30:11,2026-03-06,GPS Fix,36.333332,35.768256083333334,-78.67321615,99.557,0.03,27.52,38,0.74,1.01,1.26,-33.026
1772836213260152189,22:30:12,2026-03-06,GPS Fix,35.441177,35.7682554,-78.67321598333334,99.632,0.084,27.52,38,0.79,1.05,1.32,-33.026
1772836214208812552,22:30:13,2026-03-06,GPS Fix,35.64706,35.76825445,-78.67321598333334,99.629,0.087,27.52,38,0.82,1.25,1.49,-33.026
1772836215286556666,22:30:14,2026-03-06,GPS Fix,35.45714,35.76825341666667,-78.6732161,99.602,0.077,27.52,38,0.82,1.25,1.49,-33.026
1772836216213376053,22:30:15,2026-03-06,GPS Fix,32.11111,35.768252966666665,-78.67321631666667,99.647,0.082,27.52,38,0.75,1.11,1.34,-33.026
1772836217267906485,22:30:16,2026-03-06,GPS Fix,34.088234,35.76825216666667,-78.67321671666667,99.662,0.095,27.52,38,0.79,1.15,1.4,-33.027
1772836218227098866,22:30:17,2026-03-06,GPS Fix,33.228573,35.76825143333333,-78.67321715,99.72,0.075,27.52,38,0.73,1.09,1.31,-33.026
1772836219248167054,22:30:18,2026-03-06,GPS Fix,33.514286,35.7682507,-78.67321795,99.73,0.076,27.52,38,0.79,1.15,1.4,-33.026
1772836220213483845,22:30:19,2026-03-06,GPS Fix,34.382355,35.76825006666667,-78.67321906666666,99.758,0.108,27.52,38,0.79,1.15,1.4,-33.026
1772836221248962251,22:30:20,2026-03-06,GPS Fix,32.17143,35.76824963333333,-78.67321983333333,99.788,0.082,27.52,38,0.78,1.0,1.27,-33.027
1772836222225455861,22:30:21,2026-03-06,GPS Fix,34.21212,35.76824893333333,-78.6732206,99.714,0.113,27.52,38,0.87,1.25,1.52,-33.026
1772836223251412375,22:30:22,2026-03-06,GPS Fix,33.060608,35.76824811666667,-78.67322136666667,99.666,0.117,27.52,38,0.86,1.22,1.49,-33.026
1772836224276208920,22:30:23,2026-03-06,GPS Fix,35.129032,35.768247433333336,-78.6732224,99.662,0.124,27.52,38,0.81,1.22,1.47,-33.027
1772836225245962341,22:30:24,2026-03-06,GPS Fix,33.242424,35.768246016666666,-78.673223,99.712,0.137,27.52,38,0.74,1.1,1.33,-33.027
1772836226273815589,22:30:25,2026-03-06,GPS Fix,30.939394,35.768244,-78.6732241,99.596,0.174,27.52,38,0.8,1.31,1.54,-33.027
1772836227260771104,22:30:26,2026-03-06,GPS Fix,29.71875,35.76824245,-78.67322491666667,99.569,0.142,27.52,38,0.73,1.21,1.41,-33.026
1772836228285227737,22:30:27,2026-03-06,GPS Fix,31.060606,35.768241583333335,-78.6732259,99.523,0.16,27.52,38,0.73,1.21,1.41,-33.026
1772836229247161553,22:30:28,2026-03-06,GPS Fix,32.5625,35.76824141666667,-78.67322638333333,99.646,0.145,27.52,38,0.76,1.39,1.59,-33.026
1772836230276035986,22:30:29,2026-03-06,GPS Fix,30.64516,35.76824056666667,-78.67322691666666,99.682,0.143,27.52,38,0.76,1.39,1.59,-33.026
1772836231241648823,22:30:30,2026-03-06,GPS Fix,29.90625,35.768240516666665,-78.67322738333333,99.67,0.132,27.52,38,0.77,1.41,1.6,-33.026
1772836232266145365,22:30:31,2026-03-06,GPS Fix,33.625,35.768239683333334,-78.67322698333334,99.532,0.158,27.52,38,0.72,1.28,1.46,-33.026
1772836233310818194,22:30:32,2026-03-06,GPS Fix,32.3125,35.76823963333333,-78.67322645,99.469,0.144,27.52,37,0.76,1.39,1.59,-33.026
1772836234211727917,22:30:33,2026-03-06,GPS Fix,33.59375,35.768239566666665,-78.67322626666666,99.398,0.12,27.52,37,0.76,1.4,1.59,-33.027
1772836235255139193,22:30:34,2026-03-06,GPS Fix,33.59375,35.76823923333333,-78.67322566666667,99.406,0.131,27.52,38,0.76,1.39,1.59,-33.026
1772836236263619881,22:30:35,2026-03-06,GPS Fix,34.258064,35.768239,-78.67322566666667,99.315,0.123,27.52,38,0.77,1.32,1.52,-33.026
1772836237249707252,22:30:36,2026-03-06,GPS Fix,33.533333,35.76823868333334,-78.67322595,99.291,0.141,27.52,38,0.77,1.32,1.52,-33.026
1772836238229652778,22:30:37,2026-03-06,GPS Fix,32.666668,35.76823793333333,-78.67322641666667,99.296,0.162,27.52,38,0.84,1.76,1.95,-33.027
1772836239285265279,22:30:38,2026-03-06,GPS Fix,32.548386,35.768237066666664,-78.67322696666666,99.273,0.16,27.52,38,0.77,1.32,1.52,-33.026
1772836240317662113,22:30:39,2026-03-06,GPS Fix,34.24138,35.76823613333333,-78.67322771666667,99.196,0.154,27.52,38,0.72,1.27,1.46,-33.026
1772836241251709892,22:30:40,2026-03-06,GPS Fix,33.90625,35.768236183333336,-78.67322803333333,99.1,0.114,27.52,38,0.73,1.31,1.5,-33.026
1772836242301254996,22:30:41,2026-03-06,GPS Fix,32.933334,35.76823553333333,-78.67322898333333,99.113,0.138,27.52,38,0.72,1.31,1.49,-33.026
1772836243219171080,22:30:42,2026-03-06,GPS Fix,32.0,35.76823566666667,-78.6732307,99.155,0.136,27.52,38,0.74,1.3,1.5,-33.026
1772836244320287266,22:30:43,2026-03-06,GPS Fix,33.677418,35.768235616666665,-78.6732316,99.202,0.129,27.52,38,0.81,1.34,1.57,-33.027
1772836245242133559,22:30:44,2026-03-06,GPS Fix,33.75,35.76823546666667,-78.67323341666666,99.204,0.135,27.52,38,0.77,1.4,1.6,-33.027
1772836246266371169,22:30:45,2026-03-06,GPS Fix,35.310345,35.76823461666667,-78.67323536666666,99.107,0.131,27.52,38,0.73,1.31,1.5,-33.026
1772836247210714230,22:30:46,2026-03-06,GPS Fix,31.103449,35.76823456666666,-78.67323706666667,99.167,0.134,27.52,38,0.76,1.31,1.51,-33.026
1772836248251423533,22:30:47,2026-03-06,GPS Fix,34.833332,35.768234,-78.673239,99.183,0.147,27.52,38,0.76,1.31,1.51,-33.026
1772836249279931699,22:30:48,2026-03-06,GPS Fix,33.903225,35.768233716666664,-78.67324023333333,99.187,0.153,27.52,38,0.76,1.31,1.51,-33.026
1772836250299407693,22:30:49,2026-03-06,GPS Fix,34.78125,35.7682333,-78.67324033333334,99.018,0.139,27.52,38,0.76,1.37,1.57,-33.026
1772836251241272128,22:30:50,2026-03-06,GPS Fix,32.875,35.768234766666666,-78.67324163333333,99.062,0.111,27.52,38,0.72,1.27,1.46,-33.026
1772836252292462216,22:30:51,2026-03-06,GPS Fix,33.5,35.76823486666667,-78.67324268333333,98.943,0.121,27.52,39,0.72,1.27,1.46,-33.026
1772836253247361287,22:30:52,2026-03-06,GPS Fix,30.09091,35.76823495,-78.6732437,98.931,0.132,27.52,39,0.72,1.27,1.46,-33.026
1772836254241897553,22:30:53,2026-03-06,GPS Fix,32.967743,35.76823385,-78.67324386666667,98.792,0.139,27.52,37,0.68,1.25,1.42,-33.026
1772836255218946456,22:30:54,2026-03-06,GPS Fix,35.18182,35.76823285,-78.67324411666667,98.61,0.133,27.52,37,0.7,1.29,1.47,-33.027
1772836256273238788,22:30:55,2026-03-06,GPS Fix,30.636364,35.768232516666664,-78.673245,98.596,0.192,27.52,37,0.68,1.25,1.42,-33.026
1772836257268432630,22:30:56,2026-03-06,GPS Fix,29.82353,35.76823268333333,-78.67324535,98.611,0.128,27.52,38,0.7,1.26,1.44,-33.026
1772836258243803787,22:30:57,2026-03-06,GPS Fix,28.852942,35.76823205,-78.67324526666667,98.55,0.128,27.52,38,0.7,1.26,1.44,-33.026
1772836259284257011,22:30:58,2026-03-06,GPS Fix,30.625,35.768232616666666,-78.67324513333334,98.499,0.097,27.52,38,0.7,1.32,1.5,-33.026
1772836260308015901,22:30:59,2026-03-06,GPS Fix,33.633335,35.7682314,-78.67324481666667,98.393,0.079,27.52,38,0.77,1.54,1.72,-33.026
1772836261228980869,22:31:00,2026-03-06,GPS Fix,32.6875,35.7682314,-78.67324443333334,98.218,0.078,27.52,38,0.84,1.76,1.95,-33.026
1772836262286113504,22:31:01,2026-03-06,GPS Fix,33.18182,35.76823055,-78.67324396666666,98.129,0.103,27.52,38,0.75,1.38,1.56,-33.027
1772836263228053061,22:31:02,2026-03-06,GPS Fix,33.21212,35.76823016666667,-78.67324458333333,98.074,0.117,27.52,38,0.74,1.1,1.32,-33.026
1772836264256284036,22:31:03,2026-03-06,GPS Fix,35.696968,35.76822906666666,-78.67324635,98.051,0.136,27.52,38,0.74,1.37,1.55,-33.026
1772836265217838994,22:31:04,2026-03-06,GPS Fix,36.4375,35.768228883333336,-78.67324746666667,98.143,0.113,27.52,38,0.74,1.37,1.55,-33.026
1772836266304366766,22:31:05,2026-03-06,GPS Fix,34.85294,35.76822905,-78.6732486,98.25,0.091,27.52,38,0.71,1.35,1.53,-33.026
1772836267249847884,22:31:06,2026-03-06,GPS Fix,34.45714,35.768229166666664,-78.67324833333333,98.198,0.102,27.52,38,0.7,1.34,1.51,-33.027
1772836268299460904,22:31:07,2026-03-06,GPS Fix,34.272728,35.76822848333333,-78.67324775,98.145,0.116,27.52,38,0.7,1.37,1.53,-33.027
1772836269215167715,22:31:08,2026-03-06,GPS Fix,34.090908,35.768227949999996,-78.67324738333333,98.224,0.105,27.52,39,0.7,1.37,1.53,-33.026
1772836270287378884,22:31:09,2026-03-06,GPS Fix,34.151516,35.768226733333336,-78.67324663333333,98.205,0.152,27.52,39,0.76,1.1,1.33,-33.027
1772836271212487534,22:31:10,2026-03-06,GPS Fix,34.77778,35.768226066666664,-78.67324551666667,98.181,0.139,27.52,38,0.75,1.1,1.33,-33.027
1772836272246065680,22:31:11,2026-03-06,GPS Fix,34.47059,35.76822443333333,-78.67324446666667,98.112,0.176,27.52,38,0.74,1.06,1.3,-33.026
1772836273209297938,22:31:12,2026-03-06,GPS Fix,35.5625,35.7682233,-78.67324386666667,97.993,0.164,27.52,38,0.71,1.06,1.27,-33.026
1772836274316521030,22:31:13,2026-03-06,GPS Fix,34.666668,35.76822213333333,-78.67324388333333,97.998,0.123,27.52,38,0.73,1.3,1.49,-33.026
1772836275241458644,22:31:14,2026-03-06,GPS Fix,35.3125,35.7682217,-78.67324271666666,97.821,0.098,27.52,38,0.72,1.09,1.3,-33.026
1772836276265392805,22:31:15,2026-03-06,GPS Fix,34.46875,35.768221483333335,-78.67324175,97.736,0.072,27.52,38,0.72,1.09,1.3,-33.026
1772836277222491675,22:31:16,2026-03-06,GPS Fix,34.285713,35.768221016666665,-78.67324113333333,97.713,0.078,27.52,38,0.67,1.0,1.2,-33.026
1772836278270439773,22:31:17,2026-03-06,GPS Fix,34.142857,35.76822075,-78.6732415,97.84,0.091,27.52,38,0.73,1.3,1.49,-33.026
1772836279249157183,22:31:18,2026-03-06,GPS Fix,34.657143,35.76822056666666,-78.67324113333333,97.794,0.102,27.52,38,0.76,1.1,1.33,-33.026
1772836280240378376,22:31:19,2026-03-06,GPS Fix,34.14706,35.76822015,-78.67324121666667,97.722,0.09,27.52,38,0.72,1.01,1.24,-33.026
1772836281215102875,22:31:20,2026-03-06,GPS Fix,32.794117,35.76821966666667,-78.67324146666667,97.702,0.11,27.52,38,0.73,1.14,1.35,-33.026
