timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1771013909440427006,5447648,2.1,11.0,-0.7,0.04,-0.12,-0.69,12.56,13.69,0.05,0.05,-0.03,241.47,264.0,0.0,6.0,,,
1771013909447557191,4346,9.452,2.2,11.02,-0.9,-0.04,-0.21,-0.06,12.88,13.5,0.0,0.0,-0.01,241.47,264.0,0.0,0.0,0.0,
1771013909452041806,5183,9.488,2.1,11.0,-0.7,-0.06,0.0,-0.06,12.88,13.5,-0.01,0.01,-0.04,241.47,264.0,0.0,0.0,0.0,
1771013909456598044,5283,9.472,2.0,11.008,-0.6,0.1,-0.08,-0.06,12.88,13.5,-0.01,0.0,-0.02,240.44,263.0,0.0,0.0,0.0,
1771013909462913890,5384,9.428,2.1,11.016,-0.8,0.04,-0.12,-0.06,12.88,13.5,0.0,-0.01,-0.01,240.27,264.0,0.0,0.0,0.0,
1771013909491835070,5484,9.468,1.9,11.004,-0.8,-0.2,-0.1,-0.06,12.88,13.5,-0.01,0.0,-0.01,240.27,264.0,0.0,0.0,0.0,
1771013909500408138,5584,9.428,1.9,11.028,-0.8,-0.1,-0.18,-0.06,12.88,13.5,-0.01,0.0,0.01,240.44,263.0,0.0,0.0,0.0,
1771013909504140445,5684,9.424,2.0,11.008,-0.8,-0.16,0.02,-0.06,12.88,13.5,-0.03,0.0,-0.01,240.27,266.0,0.0,0.0,0.0,
1771013909516145593,5784,9.472,2.1,11.016,-0.8,-0.08,-0.08,-0.06,12.88,13.5,-0.01,0.01,-0.02,240.27,266.0,0.0,0.0,0.0,
1771013909528122336,5884,9.428,2.2,11.0,-0.8,-0.06,-0.1,-0.06,12.88,13.5,0.0,0.01,-0.02,240.27,263.0,0.0,0.0,0.0,
1771013909594179247,5984,9.472,2.0,11.02,-0.8,-0.12,-0.16,-0.06,12.88,13.5,-0.01,0.01,-0.01,241.3,264.0,0.0,0.0,0.0,
1771013909604870239,6084,9.48,2.1,11.004,-0.8,-0.06,-0.02,-0.06,12.88,13.5,0.0,0.0,-0.02,240.27,264.0,0.0,0.0,0.0,
1771013909615834608,6183,9.46,2.1,11.004,-1.1,-0.04,0.06,-0.06,12.88,13.5,-0.01,0.0,-0.03,241.3,264.0,0.0,0.0,0.0,
1771013909626557781,6283,9.424,2.2,11.016,-0.8,0.0,-0.1,-0.06,12.88,13.5,0.0,0.01,-0.03,241.47,264.0,0.0,0.0,0.0,
1771013909692481540,6383,9.428,2.1,11.004,-1.0,-0.06,-0.14,-0.06,12.88,13.5,0.0,0.0,-0.03,240.27,264.0,0.0,0.0,0.0,
1771013909700860852,6482,9.432,2.1,11.02,-0.9,0.0,-0.16,-0.06,12.88,13.5,0.0,0.01,-0.01,240.27,264.0,0.0,0.0,0.0,
1771013909712396531,6582,9.44,2.1,11.008,-1.1,0.02,-0.21,-0.06,12.88,13.5,-0.02,0.0,-0.02,241.47,264.0,0.0,0.0,0.0,
1771013909723276354,6681,9.456,2.0,11.02,-1.0,-0.02,-0.08,-0.06,12.88,13.5,0.0,0.0,-0.03,241.47,264.0,0.0,0.0,0.0,
1771013909790776371,6781,9.48,1.9,11.008,-1.0,-0.12,-0.12,-0.06,12.88,13.5,0.0,0.02,-0.04,240.44,263.0,0.0,0.0,0.0,
1771013909801674618,6881,9.424,2.2,11.004,-0.7,-0.12,-0.14,-0.06,12.88,13.5,0.0,0.02,-0.01,241.47,263.0,0.0,0.0,0.0,
1771013909812685483,6981,9.424,2.1,10.996,-0.7,-0.02,-0.06,-0.06,12.88,13.5,-0.03,0.0,0.0,241.47,264.0,0.0,0.0,0.0,
1771013909823640502,7081,9.432,2.0,11.004,-0.7,-0.1,-0.06,-0.06,12.88,13.5,-0.02,0.01,0.0,241.47,264.0,0.0,0.0,0.0,
1771013909893163970,7181,9.44,2.1,11.02,-0.8,0.04,-0.1,-0.06,12.88,13.5,-0.01,0.0,0.02,241.47,264.0,0.0,0.0,0.0,
1771013909904332837,7281,9.488,2.1,11.016,-0.7,-0.02,-0.04,-0.06,12.88,13.5,-0.02,0.0,-0.01,241.47,264.0,0.0,0.0,0.0,
1771013909915372976,7382,9.436,2.1,11.012,-0.7,-0.08,-0.16,-0.06,12.88,13.5,-0.02,0.02,0.0,240.27,263.0,0.0,0.0,0.0,
1771013909926498903,7482,9.44,1.9,11.008,-1.0,-0.23,-0.1,-0.06,12.88,13.5,0.0,0.0,0.0,241.47,263.0,0.0,0.0,0.0,
1771013909991449376,7581,9.488,2.1,11.004,-0.9,-0.12,0.06,-0.06,12.88,13.5,-0.03,0.01,0.0,241.3,264.0,0.0,0.0,0.0,
1771013910002606263,7682,9.428,1.9,11.004,-0.6,-0.06,0.02,-0.06,12.88,13.5,0.0,0.0,0.0,240.44,264.0,0.0,0.0,0.0,
1771013910013758192,7782,9.432,2.1,11.012,-1.0,-0.2,-0.14,-0.06,12.88,13.5,-0.01,0.01,0.01,240.27,265.0,0.0,0.0,0.0,
1771013910089706698,7882,9.476,2.0,11.0,-0.8,-0.04,-0.12,-0.06,12.88,13.5,-0.01,0.0,-0.01,241.47,264.0,0.0,0.0,0.0,
1771013910100944193,7983,9.436,2.0,10.996,-0.5,-0.06,-0.1,-0.06,12.88,13.5,0.0,0.0,0.0,241.47,264.0,0.0,0.0,0.0,
