timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1771348320221715469,23296,600.0,10.908,-1.0,-0.21,-0.12,-0.44,12.44,13.19,0.0,0.0,-0.03,241.47,264.0,0.0,16.0,,237.18,264.0
1771348321191370233,27898,9.18,2.6,10.908,-1.0,-0.21,-0.12,-0.44,12.44,13.19,0.0,0.0,-0.03,241.47,264.0,0.0,16.0,,
1771348322037242916,5390,9.38,67.5,9.58,-51.6,0.2,0.8,-0.06,12.31,13.25,-0.62,-0.15,0.0,166.7,264.0,80.97,74.49,0.0,0.0
1771348322145579211,6244,10.08,49.8,10.244,-37.2,0.74,0.7,-0.06,12.38,13.25,0.31,0.05,-0.4,237.53,262.0,82.13,58.96,0.0,0.0
1771348322237909672,6344,10.02,45.4,10.624,-7.8,0.96,1.13,-0.12,12.31,13.25,-0.17,-0.07,-0.01,237.36,264.0,64.2,60.86,0.0,0.0
1771348322340318155,6445,9.132,58.2,10.872,-31.3,0.45,0.66,-0.12,12.31,13.25,-0.41,0.06,0.14,241.64,264.0,58.1,62.31,0.0,0.0
1771348322438602837,6545,10.86,45.3,9.632,-34.4,0.33,1.0,-0.12,12.38,13.25,0.23,0.07,0.06,238.56,264.0,60.27,62.05,0.0,0.0
1771348322541005709,6645,9.264,52.6,9.472,-33.9,0.88,1.19,-0.12,12.38,13.25,0.07,0.05,-0.03,240.79,263.0,55.87,60.6,0.0,0.0
1771348322639312723,6746,9.1,67.0,10.86,-30.5,0.86,1.13,-0.12,12.38,13.19,-0.09,0.14,0.11,238.04,265.0,63.15,58.1,0.0,0.0
1771348322741710836,6846,9.96,78.4,9.772,-40.2,0.96,0.9,-0.12,12.38,13.19,-0.32,0.07,0.29,236.84,265.0,62.47,57.95,0.0,0.0
1771348322840010054,6946,9.104,72.2,10.84,-47.9,0.55,1.35,-0.12,12.31,13.19,0.09,0.04,0.14,230.15,264.0,62.17,57.45,0.0,0.0
1771348322938319606,7046,9.24,76.1,9.42,-40.0,0.31,1.39,-0.06,12.38,13.19,0.53,0.15,-0.27,144.06,263.0,62.72,57.57,2.0,0.0
1771348323040702461,7146,9.248,68.5,10.092,-40.8,0.16,0.9,-0.12,12.31,13.19,-0.21,-0.12,0.0,148.69,263.0,63.82,58.5,2.0,0.0
1771348323139010980,7246,10.844,52.3,10.868,-25.1,0.29,1.48,-0.06,12.31,13.19,-0.37,-0.05,-0.04,234.44,263.0,63.15,60.03,2.0,0.0
