timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1770327717603980788,3471,0.0,1.4,0.0,0.3,0.02,-0.27,-0.06,8.63,11.88,-0.04,-0.01,-0.04,543.65,257.0,0.0,0.0,0.0,
1770327717702288622,3640,0.0,1.3,0.0,0.6,-0.08,-0.27,-0.06,8.63,11.88,-0.02,0.0,-0.05,305.96,259.0,0.0,0.0,0.0,
1770327717804694094,3739,0.0,1.6,0.0,0.8,-0.08,-0.33,-0.06,8.63,11.88,-0.01,-0.01,-0.04,311.1,256.0,0.0,0.0,0.0,
1770327717928920114,3840,0.0,1.5,0.0,0.4,-0.04,-0.18,-0.06,8.63,11.88,-0.02,0.0,-0.01,305.96,258.0,0.0,0.0,0.0,
1770327718001323299,3939,0.0,1.6,0.0,0.3,-0.12,-0.12,-0.06,8.63,11.88,0.0,0.01,-0.04,302.7,258.0,0.0,0.0,0.0,
1770327718103711266,4039,0.0,1.6,0.0,0.6,-0.04,-0.1,-0.06,8.63,11.88,-0.03,0.0,-0.02,305.96,258.0,0.0,0.0,0.0,
1770327718201965088,4140,0.0,1.4,0.0,0.5,-0.08,-0.39,-0.06,8.63,11.88,-0.02,0.0,-0.02,311.1,258.0,0.0,0.0,0.0,
1770327718304388125,4240,0.0,1.6,0.0,0.4,-0.08,-0.25,-0.06,8.63,11.88,0.0,0.0,-0.04,309.9,258.0,0.0,0.0,0.0,
1770327718402729564,4339,0.0,1.5,0.0,0.2,-0.06,-0.06,-0.06,8.63,11.88,0.0,0.0,-0.02,305.78,256.0,0.0,0.0,0.0,
1770327718505131192,4440,0.0,1.5,0.0,0.5,0.08,-0.31,-0.06,8.63,11.88,-0.02,0.0,-0.01,305.78,258.0,0.0,0.0,0.0,
1770327718603440388,4540,0.0,1.5,0.0,0.3,-0.12,-0.25,-0.06,8.63,11.88,-0.02,-0.01,-0.03,305.78,258.0,0.0,0.0,0.0,
1770327718705858203,4640,0.0,1.6,0.0,0.6,0.04,-0.23,-0.06,8.63,11.88,-0.02,0.0,-0.02,305.78,257.0,0.0,0.0,0.0,
1770327718828964283,4741,0.0,1.6,0.0,0.6,0.04,-0.25,-0.06,8.63,11.88,-0.01,0.0,-0.04,301.67,260.0,0.0,0.0,0.0,
1770327718906573786,4841,0.0,1.4,0.0,0.6,0.0,-0.23,-0.06,8.63,11.88,0.0,-0.01,-0.02,302.7,260.0,0.0,0.0,0.0,
1770327719004902799,4941,0.0,1.5,0.0,1.3,-0.04,-0.08,-0.06,8.63,11.88,-0.01,-0.01,-0.03,301.5,257.0,0.0,0.0,0.0,
1770327719113212545,5041,0.0,1.0,0.0,0.5,0.08,-0.29,-0.06,8.63,11.88,-0.03,0.0,-0.06,305.78,257.0,0.0,0.0,0.0,
