timestamp_ns,time_ms,voltage_left,current_left_ma,voltage_right,current_right_ma,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1771347051177406698,39747,44.39,264.0,0.0,20.0,,245.59,263.0,0.0,20.0,22.0,,,,,,,,
1771347051180824094,142985,9.08,2.7,10.916,-0.8,0.04,-0.02,-0.12,12.0,13.25,0.01,0.0,-0.07,244.39,264.0,0.0,20.0,,
1771347051188090395,5230,9.096,1.3,10.92,-1.1,0.0,-0.02,-0.06,12.19,13.38,0.0,0.01,-0.01,245.59,263.0,0.0,0.0,0.0,
1771347051194699237,6076,9.108,2.6,10.932,-0.9,0.0,-0.04,-0.06,12.19,13.38,0.0,0.02,-0.01,240.27,264.0,0.0,0.0,0.0,
1771347051200131635,6176,9.044,2.6,10.924,-0.9,-0.04,-0.12,-0.06,12.19,13.38,0.0,0.02,-0.02,241.3,264.0,0.0,0.0,0.0,
1771347051203330137,6277,9.036,2.8,10.924,-0.8,0.0,-0.2,-0.06,12.19,13.38,-0.02,0.04,-0.02,241.47,263.0,0.0,0.0,0.0,
1771347051209747751,6377,9.108,2.6,10.932,-0.9,0.0,-0.08,-0.06,12.19,13.38,-0.01,0.03,-0.02,241.3,263.0,0.0,0.0,0.0,
1771347051214032833,6476,9.116,2.6,10.924,-1.0,-0.12,-0.16,-0.06,12.19,13.38,0.0,0.02,-0.06,241.47,264.0,0.0,0.0,0.0,
1771347051279736745,6577,9.088,2.7,10.932,-0.9,-0.04,-0.04,-0.06,12.19,13.38,-0.02,0.02,0.0,241.3,263.0,0.0,0.0,0.0,
1771347051284455429,6677,9.048,2.5,10.924,-1.0,-0.02,-0.04,-0.06,12.19,13.38,-0.04,0.02,0.0,241.3,263.0,0.0,0.0,0.0,
1771347051287999317,6777,10.908,1.8,10.916,-0.7,0.0,-0.02,-0.06,12.19,13.38,-0.02,0.02,-0.04,241.3,263.0,0.0,0.0,0.0,
1771347051292110724,6877,9.076,2.7,10.932,-0.8,-0.1,-0.08,-0.06,12.19,13.38,-0.01,0.03,-0.01,241.3,264.0,0.0,0.0,0.0,
1771347051296301997,6977,9.12,2.4,10.924,-0.7,-0.2,-0.1,-0.06,12.19,13.38,-0.01,0.05,-0.01,240.27,264.0,0.0,0.0,0.0,
1771347051300249803,7077,9.104,2.6,10.932,-1.0,-0.06,-0.14,-0.06,12.19,13.38,0.0,0.04,-0.01,241.47,264.0,0.0,0.0,0.0,
1771347051304384839,7177,9.084,2.6,10.924,-0.8,-0.08,-0.06,-0.06,12.19,13.38,-0.02,0.04,-0.02,241.3,264.0,0.0,0.0,0.0,
1771347051382185396,7277,9.112,2.6,10.936,-0.8,-0.04,-0.12,-0.06,12.19,13.38,-0.01,0.04,-0.02,240.27,264.0,0.0,0.0,0.0,
