timestamp,prediction,confidence,yaw,kp,kd
13.79,SoftSnow,100.0,-5.059999942779541,2.0,0.2
14.84,WetSand,100.0,-5.75,2.0,0.2
15.96,WetSand,100.0,-6.690000057220459,2.0,0.2
17.04,WetSand,100.0,-6.940000057220459,2.0,0.2
18.14,WetSand,100.0,-7.25,2.0,0.2
19.19,WetSand,100.0,-7.940000057220459,2.0,0.2
20.23,WetSand,100.0,-8.75,2.0,0.2
21.23,WetSand,100.0,-9.130000114440918,2.0,0.2
22.23,WetSand,100.0,-8.4399995803833,2.0,0.2
23.25,WetSand,100.0,-8.3100004196167,2.0,0.2
24.33,WetSand,100.0,-8.1899995803833,2.0,0.2
25.31,WetSand,100.0,-6.380000114440918,2.0,0.2
26.31,WetSand,100.0,-4.940000057220459,2.0,0.2
27.39,WetSand,100.0,-2.690000057220459,2.0,0.2
28.46,WetSand,100.0,-0.11999999731779099,2.0,0.2
29.56,WetSand,100.0,3.190000057220459,2.0,0.2
30.57,WetSand,100.0,3.130000114440918,2.0,0.2
31.63,WetSand,100.0,3.630000114440918,2.0,0.2
32.72,WetSand,100.0,5.559999942779541,2.0,0.2
33.76,WetSand,100.0,6.809999942779541,2.0,0.2
34.84,WetSand,100.0,7.559999942779541,2.0,0.2
35.86,WetSand,100.0,8.0,2.0,0.2
36.97,WetSand,100.0,8.130000114440918,2.0,0.2
37.97,WetSand,100.0,8.3100004196167,2.0,0.2
39.04,WetSand,100.0,8.130000114440918,2.0,0.2
40.16,WetSand,100.0,7.75,2.0,0.2
41.13,WetSand,100.0,8.0600004196167,2.0,0.2
