timestamp,prediction,confidence,yaw,kp,kd
11.43,DrySand,76.33,2.630000114440918,2.0,0.2
12.42,DrySand,79.0,0.11999999731779099,15.0,1.5
13.47,WetSand,98.0,-1.1200000047683716,15.0,1.5
14.52,WetSand,79.0,-2.5,5.0,0.5
15.66,WetSand,93.33,-3.809999942779541,5.0,0.5
16.82,WetSand,73.67,-4.630000114440918,5.0,0.5
17.82,WetSand,61.0,-5.5,5.0,0.5
18.93,WetSand,69.0,-5.25,5.0,0.5
20.05,DrySand,68.67,-5.0,5.0,0.5
21.05,DrySand,68.33,-4.130000114440918,15.0,1.5
22.11,DrySand,71.0,-2.5,15.0,1.5
23.05,DrySand,70.33,-2.630000114440918,15.0,1.5
24.1,WetSand,77.0,-2.130000114440918,15.0,1.5
25.12,WetSand,86.0,-2.309999942779541,5.0,0.5
26.09,DrySand,50.67,-2.630000114440918,5.0,0.5
27.13,WetSand,52.0,-2.809999942779541,15.0,1.5
28.1,WetSand,95.67,-2.940000057220459,5.0,0.5
29.11,WetSand,90.0,-4.630000114440918,5.0,0.5
30.12,WetSand,58.67,-4.940000057220459,5.0,0.5
31.13,WetSand,48.33,-5.309999942779541,5.0,0.5
32.17,WetSand,82.67,-4.75,5.0,0.5
33.12,WetSand,85.67,-4.0,5.0,0.5
34.12,DrySand,59.0,-4.559999942779541,5.0,0.5
35.13,DrySand,45.0,-2.880000114440918,15.0,1.5
36.11,WetSand,97.67,-0.6899999976158142,15.0,1.5
37.17,WetSand,93.0,-1.809999942779541,5.0,0.5
38.13,WetSand,75.33,-2.75,5.0,0.5
