timestamp,prediction,confidence,yaw,kp,kd
43.21,DrySand,59.33,-9.6899995803833,2.0,0.2
44.11,WetSand,50.67,-7.630000114440918,15.0,1.5
45.17,DrySand,61.33,-4.190000057220459,5.0,0.5
46.32,WetSand,55.67,-3.190000057220459,15.0,1.5
47.41,DrySand,62.33,-3.690000057220459,5.0,0.5
48.49,DrySand,59.67,-3.440000057220459,15.0,1.5
49.45,DrySand,68.67,-2.940000057220459,15.0,1.5
50.52,WetSand,58.0,-2.440000057220459,15.0,1.5
51.62,WetSand,73.0,-2.940000057220459,5.0,0.5
52.71,DrySand,60.67,-3.75,5.0,0.5
53.8,DrySand,48.33,-3.5,15.0,1.5
54.85,WetSand,49.33,-2.940000057220459,15.0,1.5
55.87,DrySand,52.67,-3.75,5.0,0.5
56.92,WetSand,83.33,-3.630000114440918,15.0,1.5
57.99,WetSand,90.0,-4.559999942779541,5.0,0.5
59.08,WetSand,71.0,-6.190000057220459,5.0,0.5
60.12,DrySand,55.33,-6.75,5.0,0.5
61.18,DrySand,51.67,-4.559999942779541,15.0,1.5
62.22,DrySand,77.33,-2.309999942779541,15.0,1.5
63.35,DrySand,59.33,-3.559999942779541,15.0,1.5
64.48,DrySand,72.33,-3.380000114440918,15.0,1.5
65.45,DrySand,73.0,-2.809999942779541,15.0,1.5
66.44,WetSand,55.33,-2.630000114440918,15.0,1.5
67.48,DrySand,48.0,-3.5,5.0,0.5
