timestamp,prediction,confidence,yaw,kp,kd
12.49,DrySand,41.49,0.3100000023841858,2.0,0.2
13.53,DrySand,41.49,-0.05999999865889549,1.5,0.0
14.55,DrySand,41.49,-1.3700000047683716,1.5,0.0
15.55,DrySand,41.49,-3.690000057220459,1.5,0.0
16.57,DrySand,41.49,-5.5,1.5,0.0
17.74,DrySand,41.49,-7.380000114440918,1.5,0.0
18.75,DrySand,41.49,-9.5600004196167,1.5,0.0
19.75,DrySand,41.49,-11.130000114440918,1.5,0.0
20.84,DrySand,41.49,-12.25,1.5,0.0
21.89,DrySand,41.49,-13.130000114440918,1.5,0.0
22.99,DrySand,41.49,-14.130000114440918,1.5,0.0
24.07,DrySand,41.49,-15.5,1.5,0.0
25.11,DrySand,41.49,-16.940000534057617,1.5,0.0
26.26,DrySand,41.49,-18.309999465942383,1.5,0.0
27.34,DrySand,41.49,-19.809999465942383,1.5,0.0
28.43,DrySand,41.49,-20.5,1.5,0.0
29.44,DrySand,41.49,-21.059999465942383,1.5,0.0
30.58,DrySand,41.49,-21.440000534057617,1.5,0.0
31.69,DrySand,41.49,-21.8700008392334,1.5,0.0
32.75,DrySand,41.49,-22.059999465942383,1.5,0.0
33.82,DrySand,41.49,-22.190000534057617,1.5,0.0
