timestamp,prediction,confidence,yaw,kp,kd
13.81,DrySand,51.33,1.059999942779541,2.0,0.2
14.81,WetSand,51.67,-4.440000057220459,2.5,0.15
15.85,WetSand,60.33,-7.380000114440918,2.5,0.15
16.93,WetSand,55.33,-9.1899995803833,2.5,0.15
17.96,WetSand,55.67,-10.1899995803833,2.5,0.15
18.99,DrySand,58.0,-11.380000114440918,2.5,0.15
19.94,DrySand,69.67,-12.4399995803833,2.5,0.15
20.96,DrySand,64.33,-12.75,2.5,0.15
21.98,DrySand,68.0,-12.880000114440918,2.5,0.15
23.0,DrySand,67.67,-13.380000114440918,2.5,0.15
24.04,DrySand,70.0,-14.0600004196167,2.5,0.15
25.01,DrySand,68.67,-13.8100004196167,2.5,0.15
26.06,DrySand,65.67,-14.130000114440918,2.5,0.15
27.08,DrySand,70.33,-14.0600004196167,2.5,0.15
28.14,DrySand,70.67,-13.75,2.5,0.15
29.34,DrySand,54.0,-12.1899995803833,2.5,0.15
30.36,DrySand,49.33,-9.5600004196167,2.5,0.15
31.55,WetSand,72.33,-11.380000114440918,2.5,0.15
32.58,DrySand,53.33,-11.9399995803833,2.5,0.15
33.78,DrySand,51.67,-11.8100004196167,2.5,0.15
34.99,WetSand,89.67,-12.1899995803833,2.5,0.15
36.06,WetSand,95.67,-11.9399995803833,2.45,0.1
37.17,WetSand,97.67,-12.5,2.45,0.1
38.28,WetSand,97.0,-12.1899995803833,2.45,0.1
39.3,DrySand,77.0,-11.5600004196167,2.45,0.1
