timestamp,prediction,confidence,yaw,kp,kd
10.95,DrySand,90.66,-5.309999942779541,2.0,0.2
11.97,DrySand,90.66,-4.880000114440918,15.0,1.5
13.01,DrySand,90.66,-3.380000114440918,15.0,1.5
14.05,DrySand,90.66,-2.630000114440918,15.0,1.5
15.11,DrySand,90.66,-2.559999942779541,15.0,1.5
16.16,DrySand,90.66,-2.690000057220459,15.0,1.5
17.15,DrySand,90.66,-2.75,15.0,1.5
18.21,DrySand,90.66,-2.630000114440918,15.0,1.5
19.26,DrySand,90.66,-2.880000114440918,15.0,1.5
20.31,DrySand,90.66,-3.309999942779541,15.0,1.5
21.35,DrySand,90.66,-3.25,15.0,1.5
22.35,DrySand,90.66,-3.059999942779541,15.0,1.5
23.39,DrySand,90.66,-2.690000057220459,15.0,1.5
24.42,DrySand,90.66,-2.5,15.0,1.5
25.52,DrySand,90.66,-2.630000114440918,15.0,1.5
26.75,DrySand,90.66,-3.190000057220459,15.0,1.5
27.87,DrySand,90.66,-3.690000057220459,15.0,1.5
29.04,DrySand,90.66,-3.630000114440918,15.0,1.5
30.23,DrySand,90.66,-2.809999942779541,15.0,1.5
31.42,DrySand,90.66,-2.440000057220459,15.0,1.5
32.56,DrySand,90.66,-3.380000114440918,15.0,1.5
33.67,DrySand,90.66,-4.130000114440918,15.0,1.5
34.78,DrySand,90.66,-3.940000057220459,15.0,1.5
