timestamp,prediction,confidence,yaw,kp,kd
15.55,WetSand,99.57,0.05999999865889549,2.0,0.2
15.79,WetSand,100.0,0.05999999865889549,2.45,0.1
16.08,WetSand,99.99,0.05999999865889549,2.45,0.1
16.31,WetSand,100.0,-3.630000114440918,2.45,0.1
17.28,WetSand,100.0,-6.190000057220459,2.45,0.1
18.29,WetSand,100.0,-7.190000057220459,2.45,0.1
19.35,WetSand,99.98,-7.440000057220459,2.45,0.1
20.39,WetSand,98.81,-9.130000114440918,2.45,0.1
21.51,WetSand,96.91,-10.9399995803833,2.45,0.1
22.46,WetSand,99.92,-13.1899995803833,2.45,0.1
23.47,WetSand,100.0,-15.5600004196167,2.45,0.1
24.49,WetSand,100.0,-16.25,2.45,0.1
25.54,WetSand,100.0,-17.0,2.45,0.1
26.65,WetSand,99.89,-17.3700008392334,2.45,0.1
27.67,WetSand,98.31,-16.690000534057617,2.45,0.1
28.91,DrySand,92.32,-14.8100004196167,2.45,0.1
29.98,DrySand,62.03,-13.8100004196167,2.44,0.2
31.11,DrySand,94.37,-12.630000114440918,2.5,0.15
32.29,DrySand,71.98,-12.6899995803833,2.44,0.2
33.38,WetSand,85.7,-12.9399995803833,2.5,0.15
34.49,DrySand,91.44,-13.880000114440918,2.45,0.1
35.64,DrySand,98.86,-13.630000114440918,2.44,0.2
36.73,DrySand,79.79,-12.0600004196167,2.44,0.2
37.84,WetSand,87.39,-7.75,2.44,0.2
38.89,DrySand,90.54,-4.630000114440918,2.45,0.1
39.94,WetSand,63.62,-4.059999942779541,2.44,0.2
41.01,WetSand,99.99,-5.0,2.5,0.15
