timestamp,prediction,confidence,yaw,kp,kd
11.35,DrySand,63.33,0.1899999976158142,2.0,0.2
12.38,DrySand,78.33,-1.809999942779541,15.0,1.5
13.4,WetSand,62.0,-3.059999942779541,15.0,1.5
14.41,WetSand,94.67,-2.809999942779541,15.0,1.5
15.42,WetSand,81.33,-3.309999942779541,10.0,1.1
16.51,DrySand,57.33,-3.309999942779541,10.0,1.1
17.49,DrySand,71.67,-3.130000114440918,15.0,1.5
18.51,DrySand,74.33,-2.630000114440918,15.0,1.5
19.59,DrySand,69.0,-2.75,15.0,1.5
20.6,DrySand,58.0,-2.809999942779541,15.0,1.5
21.72,DrySand,50.0,-3.059999942779541,15.0,1.5
22.69,WetSand,46.0,-3.309999942779541,15.0,1.5
23.79,WetSand,50.67,-3.559999942779541,15.0,1.5
24.79,DrySand,69.0,-3.130000114440918,15.0,1.5
25.83,DrySand,64.33,-2.809999942779541,15.0,1.5
26.87,WetSand,94.67,-2.75,15.0,1.5
27.93,WetSand,59.67,-2.940000057220459,10.0,1.1
28.99,WetSand,54.33,-2.880000114440918,15.0,1.5
30.06,WetSand,74.0,-2.880000114440918,15.0,1.5
31.11,WetSand,61.33,-2.809999942779541,15.0,1.5
32.2,WetSand,92.33,-2.0,15.0,1.5
33.18,DrySand,53.33,-2.309999942779541,10.0,1.1
34.19,DrySand,73.0,-3.130000114440918,15.0,1.5
35.24,DrySand,49.0,-3.130000114440918,15.0,1.5
36.29,WetSand,83.0,-2.690000057220459,15.0,1.5
37.5,WetSand,95.33,-2.0,10.0,1.1
38.45,WetSand,89.67,-2.130000114440918,10.0,1.1
