timestamp,prediction,confidence,yaw,kp,kd
25.5,WetSand,89.0,0.05999999865889549,2.0,0.2
25.86,WetSand,90.0,0.05999999865889549,2.0,0.2
26.2,DrySand,65.67,4.130000114440918,15.0,1.5
26.52,DrySand,67.0,2.690000057220459,15.0,1.5
27.42,DrySand,82.33,2.130000114440918,15.0,1.5
28.46,DrySand,79.67,-2.0,15.0,1.5
29.47,DrySand,69.67,-2.5,15.0,1.5
30.62,WetSand,51.0,-2.75,15.0,1.5
31.59,WetSand,78.67,-2.880000114440918,15.0,1.5
32.64,DrySand,71.67,-2.940000057220459,15.0,1.5
33.67,DrySand,73.67,-3.130000114440918,15.0,1.5
34.73,DrySand,74.0,-3.309999942779541,15.0,1.5
35.85,DrySand,68.67,-3.440000057220459,15.0,1.5
36.83,DrySand,69.67,-3.559999942779541,15.0,1.5
37.81,DrySand,66.67,-3.809999942779541,15.0,1.5
38.88,DrySand,67.33,-3.380000114440918,15.0,1.5
39.92,DrySand,68.67,-3.0,15.0,1.5
41.05,DrySand,70.0,-2.309999942779541,15.0,1.5
42.11,DrySand,53.67,-2.630000114440918,15.0,1.5
43.27,WetSand,75.0,-2.309999942779541,15.0,1.5
44.43,WetSand,73.67,-2.630000114440918,15.0,1.5
45.58,WetSand,96.67,-1.3700000047683716,15.0,1.5
46.81,WetSand,71.33,-1.440000057220459,4.5,0.9
47.88,WetSand,80.0,-2.059999942779541,15.0,1.5
48.98,WetSand,55.33,-2.880000114440918,15.0,1.5
50.06,WetSand,48.33,-3.130000114440918,15.0,1.5
51.17,WetSand,51.67,-2.809999942779541,15.0,1.5
