timestamp,prediction,confidence,yaw,kp,kd
11.53,SoftSnow,100.0,-5.559999942779541,2.0,0.2
12.53,WetSand,100.0,-6.059999942779541,2.0,0.2
13.53,DrySand,100.0,-7.25,2.0,0.2
14.6,DrySand,100.0,-7.5,2.0,0.2
15.6,WetSand,100.0,-7.309999942779541,2.0,0.2
16.64,DrySand,100.0,-7.75,2.0,0.2
17.61,DrySand,100.0,-7.5,2.0,0.2
18.61,DrySand,100.0,-7.75,2.0,0.2
19.64,DrySand,100.0,-8.0600004196167,2.0,0.2
20.66,DrySand,100.0,-7.809999942779541,2.0,0.2
21.8,DrySand,100.0,-7.880000114440918,2.0,0.2
22.82,HardIce,100.0,-7.880000114440918,2.0,0.2
23.89,HardIce,100.0,-7.630000114440918,2.0,0.2
24.94,WetSand,100.0,-6.309999942779541,2.0,0.2
25.96,WetSand,100.0,-5.559999942779541,2.0,0.2
27.11,WetSand,100.0,-7.630000114440918,2.0,0.2
28.15,WetSand,100.0,-9.0600004196167,2.0,0.2
29.19,WetSand,100.0,-8.75,2.0,0.2
30.24,WetSand,100.0,-9.0600004196167,2.0,0.2
31.36,WetSand,100.0,-10.4399995803833,2.0,0.2
32.57,WetSand,100.0,-10.0600004196167,2.0,0.2
33.57,WetSand,100.0,-10.1899995803833,2.0,0.2
34.59,WetSand,100.0,-9.630000114440918,2.0,0.2
35.72,WetSand,100.0,-9.880000114440918,2.0,0.2
