timestamp,prediction,confidence,yaw,kp,kd
12.62,DrySand,75.0,5.75,2.0,0.2
13.62,DrySand,83.67,-0.6899999976158142,15.0,1.5
14.61,WetSand,60.33,-1.190000057220459,15.0,1.5
15.66,WetSand,89.33,-1.3700000047683716,5.0,0.5
16.77,WetSand,66.67,-2.940000057220459,5.0,0.5
17.9,DrySand,58.67,-4.75,5.0,0.5
18.99,WetSand,59.67,-4.630000114440918,15.0,1.5
20.09,DrySand,74.33,-4.25,5.0,0.5
21.15,DrySand,71.33,-4.190000057220459,15.0,1.5
22.26,DrySand,52.67,-3.25,15.0,1.5
23.4,DrySand,70.33,-3.0,15.0,1.5
24.42,DrySand,70.33,-2.559999942779541,15.0,1.5
25.47,WetSand,49.33,-2.0,15.0,1.5
26.56,WetSand,49.67,-1.440000057220459,5.0,0.5
27.69,WetSand,76.67,-2.309999942779541,5.0,0.5
28.8,DrySand,47.0,-3.130000114440918,5.0,0.5
29.83,DrySand,65.0,-2.559999942779541,15.0,1.5
30.93,DrySand,62.0,-1.1200000047683716,15.0,1.5
31.93,WetSand,56.67,-0.5600000023841858,15.0,1.5
32.99,DrySand,50.33,-1.5,5.0,0.5
34.09,DrySand,53.33,-1.5,15.0,1.5
35.09,WetSand,79.0,-0.8799999952316284,15.0,1.5
36.15,WetSand,65.33,-0.8100000023841858,5.0,0.5
37.29,WetSand,81.67,-1.25,5.0,0.5
38.33,WetSand,88.67,-0.8799999952316284,5.0,0.5
39.44,WetSand,95.0,-0.5,5.0,0.5
40.48,WetSand,92.33,0.25,5.0,0.5
41.52,WetSand,46.67,-0.6299999952316284,5.0,0.5
42.65,WetSand,63.0,-0.75,5.0,0.5
