timestamp,prediction,confidence,yaw,kp,kd
12.09,SoftSnow,100.0,2.059999942779541,2.0,0.2
13.12,DrySand,100.0,0.1899999976158142,2.0,0.2
14.13,DrySand,100.0,-0.5600000023841858,2.0,0.2
15.19,DrySand,100.0,-0.6299999952316284,2.0,0.2
16.26,DrySand,100.0,-1.5,2.0,0.2
17.4,DrySand,100.0,-2.380000114440918,2.0,0.2
18.39,DrySand,100.0,-2.940000057220459,2.0,0.2
19.43,DrySand,100.0,-2.440000057220459,2.0,0.2
20.47,DrySand,100.0,-2.0,2.0,0.2
21.56,DrySand,100.0,-2.059999942779541,2.0,0.2
22.7,DrySand,100.0,-2.690000057220459,2.0,0.2
23.81,DrySand,100.0,-3.5,2.0,0.2
24.86,DrySand,100.0,-4.380000114440918,2.0,0.2
25.98,DrySand,100.0,-4.940000057220459,2.0,0.2
27.07,SoftSnow,100.0,-5.25,2.0,0.2
28.27,DrySand,100.0,-5.0,2.0,0.2
29.26,DrySand,100.0,-4.130000114440918,2.0,0.2
30.32,DrySand,100.0,-3.380000114440918,2.0,0.2
31.42,SoftSnow,100.0,-3.559999942779541,2.0,0.2
32.48,DrySand,100.0,-5.190000057220459,2.0,0.2
33.56,DrySand,100.0,-6.809999942779541,2.0,0.2
34.61,DrySand,100.0,-8.380000114440918,2.0,0.2
35.75,DrySand,100.0,-9.3100004196167,2.0,0.2
36.79,DrySand,100.0,-10.130000114440918,2.0,0.2
