timestamp,prediction,confidence,yaw,kp,kd
26.35,WetSand,60.0,0.05999999865889549,2.0,0.2
26.68,WetSand,90.0,0.8100000023841858,2.0,0.2
27.1,WetSand,85.67,-3.440000057220459,2.5,0.3
28.22,WetSand,58.0,-6.25,2.5,0.3
29.29,WetSand,59.67,-8.9399995803833,1.5,0.0
30.4,WetSand,65.67,-11.880000114440918,1.5,0.0
31.56,WetSand,54.33,-14.380000114440918,1.5,0.0
32.57,WetSand,53.0,-16.059999465942383,1.5,0.0
33.7,WetSand,59.67,-18.309999465942383,1.5,0.0
35.47,WetSand,66.67,-19.809999465942383,1.5,0.0
37.03,WetSand,71.67,-15.8100004196167,1.5,0.0
38.01,WetSand,72.67,-12.1899995803833,1.5,0.0
39.01,WetSand,77.33,-9.6899995803833,1.5,0.0
