timestamp,prediction,confidence,yaw,kp,kd
14.62,WetSand,91.33,0.05999999865889549,2.0,0.2
14.95,WetSand,89.67,0.05999999865889549,2.0,0.2
15.28,DrySand,65.33,-0.25,3.2,0.4
15.61,DrySand,74.67,-0.11999999731779099,3.2,0.4
16.55,DrySand,52.33,1.190000057220459,2.5,0.15
17.69,DrySand,81.67,6.059999942779541,2.5,0.15
18.79,DrySand,77.33,0.75,3.2,0.4
19.91,DrySand,64.0,-5.630000114440918,3.2,0.4
20.95,WetSand,85.67,-9.1899995803833,2.5,0.15
21.98,WetSand,52.67,-10.75,3.2,0.4
23.0,DrySand,74.0,-11.4399995803833,2.5,0.15
25.28,DrySand,72.67,-12.630000114440918,2.5,0.15
26.33,DrySand,68.67,-13.25,2.5,0.15
27.37,DrySand,67.33,-13.75,2.5,0.15
28.35,DrySand,72.33,-13.880000114440918,2.5,0.15
29.4,DrySand,76.0,-14.25,2.5,0.15
30.55,DrySand,74.33,-14.630000114440918,3.2,0.4
31.53,DrySand,73.33,-14.3100004196167,2.5,0.15
32.66,WetSand,67.67,-13.880000114440918,2.5,0.15
33.84,DrySand,53.0,-11.25,2.5,0.15
34.93,DrySand,52.67,-11.130000114440918,2.5,0.15
35.99,WetSand,73.0,-10.3100004196167,2.5,0.15
37.03,WetSand,78.33,-9.880000114440918,2.5,0.15
38.16,WetSand,84.33,-8.75,3.2,0.4
39.18,DrySand,69.0,-8.5600004196167,3.2,0.4
40.3,DrySand,71.33,-10.0,2.5,0.15
41.47,DrySand,75.0,-11.3100004196167,2.5,0.15
42.53,WetSand,55.67,-11.9399995803833,2.5,0.15
43.59,WetSand,90.0,-12.0600004196167,2.5,0.15
