timestamp,prediction,confidence,yaw,kp,kd
12.26,DrySand,90.66,-15.8100004196167,2.0,0.2
13.23,DrySand,90.66,-14.0,3.2,0.2
14.25,DrySand,90.66,-12.0,3.2,0.2
15.25,DrySand,90.66,-11.130000114440918,3.2,0.2
16.26,DrySand,90.66,-10.75,3.2,0.2
17.34,DrySand,90.66,-10.8100004196167,3.2,0.2
18.31,DrySand,90.66,-10.4399995803833,3.2,0.2
19.31,DrySand,90.66,-10.25,3.2,0.2
20.31,DrySand,90.66,-9.9399995803833,3.2,0.2
21.39,DrySand,90.66,-9.880000114440918,3.2,0.2
22.43,DrySand,90.66,-9.5,3.2,0.2
23.44,DrySand,90.66,-9.130000114440918,3.2,0.2
24.48,DrySand,90.66,-8.5,3.2,0.2
25.57,DrySand,90.66,-8.130000114440918,3.2,0.2
26.62,DrySand,90.66,-7.75,3.2,0.2
27.8,DrySand,90.66,-7.25,3.2,0.2
28.86,DrySand,90.66,-7.559999942779541,3.2,0.2
29.9,DrySand,90.66,-7.940000057220459,3.2,0.2
31.04,DrySand,90.66,-7.940000057220459,3.2,0.2
32.19,DrySand,90.66,-8.5600004196167,3.2,0.2
33.36,DrySand,90.66,-7.940000057220459,3.2,0.2
34.37,DrySand,90.66,-7.130000114440918,3.2,0.2
35.46,DrySand,90.66,-7.130000114440918,3.2,0.2
36.57,DrySand,90.66,-6.940000057220459,3.2,0.2
37.76,DrySand,90.66,-6.940000057220459,3.2,0.2
