timestamp,prediction,confidence,yaw,kp,kd
21.33,WetSand,90.0,-0.0,2.0,0.2
21.66,WetSand,90.67,-0.0,2.0,0.2
21.99,WetSand,64.0,2.880000114440918,2.0,0.2
22.47,DrySand,53.67,5.25,3.6,0.6
23.66,DrySand,84.33,11.130000114440918,3.6,0.6
24.74,DrySand,82.33,6.690000057220459,3.6,0.6
25.9,DrySand,47.67,1.3700000047683716,3.6,0.6
26.98,DrySand,64.67,-1.559999942779541,3.6,0.6
28.0,DrySand,51.33,-3.880000114440918,3.6,0.6
29.13,DrySand,73.0,-4.880000114440918,3.6,0.6
30.25,WetSand,50.33,-5.75,3.6,0.6
31.27,DrySand,45.67,-6.309999942779541,3.6,0.6
32.35,DrySand,53.67,-6.690000057220459,3.6,0.6
33.32,DrySand,64.67,-7.380000114440918,3.6,0.6
34.33,DrySand,67.33,-6.809999942779541,3.6,0.6
35.33,DrySand,72.67,-6.559999942779541,3.6,0.6
36.43,DrySand,74.33,-3.0,3.6,0.6
37.58,DrySand,77.0,-4.130000114440918,3.6,0.6
38.59,WetSand,56.0,-5.380000114440918,3.6,0.6
39.67,WetSand,92.67,-5.630000114440918,3.6,0.6
40.81,WetSand,94.0,-5.059999942779541,3.6,0.6
41.9,WetSand,63.67,-5.25,3.6,0.6
43.12,WetSand,51.67,-6.630000114440918,3.6,0.6
44.2,DrySand,73.67,-6.380000114440918,3.6,0.6
45.32,DrySand,49.33,-6.130000114440918,3.6,0.6
46.44,WetSand,74.67,-5.440000057220459,3.6,0.6
47.59,WetSand,58.0,-4.75,3.6,0.6
48.75,DrySand,50.33,-5.059999942779541,3.6,0.6
49.79,WetSand,46.0,-6.380000114440918,3.6,0.6
50.83,DrySand,58.33,-6.880000114440918,3.6,0.6
