timestamp,prediction,confidence,yaw,kp,kd
540.84,WetSand,74.67,-6.440000057220459,2.0,0.2
541.78,WetSand,60.67,-6.75,5.0,0.5
542.87,DrySand,62.0,-6.25,5.0,0.5
543.92,DrySand,73.0,-3.75,15.0,1.5
544.96,DrySand,60.33,-2.380000114440918,15.0,1.5
546.07,DrySand,65.0,-2.0,15.0,1.5
547.17,DrySand,63.0,-2.0,15.0,1.5
548.44,WetSand,84.0,-2.25,15.0,1.5
549.43,WetSand,64.0,-3.130000114440918,5.0,0.5
550.49,WetSand,59.33,-4.559999942779541,5.0,0.5
551.65,DrySand,48.67,-4.559999942779541,5.0,0.5
552.6,DrySand,52.33,-4.880000114440918,15.0,1.5
553.59,WetSand,61.67,-2.880000114440918,15.0,1.5
554.59,WetSand,45.33,-2.190000057220459,5.0,0.5
555.59,DrySand,62.67,-3.130000114440918,5.0,0.5
556.64,DrySand,58.33,-2.630000114440918,15.0,1.5
557.63,DrySand,64.0,-2.440000057220459,15.0,1.5
558.63,WetSand,56.33,-3.0,15.0,1.5
559.61,WetSand,52.67,-3.380000114440918,5.0,0.5
560.62,WetSand,83.67,-4.440000057220459,5.0,0.5
561.67,WetSand,97.67,-5.630000114440918,5.0,0.5
562.63,WetSand,91.0,-5.940000057220459,5.0,0.5
563.64,WetSand,90.0,-5.690000057220459,5.0,0.5
564.63,WetSand,92.33,-5.309999942779541,5.0,0.5
565.63,WetSand,76.33,-5.75,5.0,0.5
566.66,WetSand,77.0,-5.130000114440918,5.0,0.5
567.64,WetSand,77.67,-5.25,5.0,0.5
