timestamp,prediction,confidence,yaw,kp,kd
47.53,WetSand,72.33,-4.559999942779541,2.0,0.2
48.44,WetSand,73.0,-4.25,15.0,2.5
49.46,WetSand,51.33,-3.559999942779541,15.0,2.5
50.52,WetSand,51.0,-3.059999942779541,15.0,2.5
51.59,WetSand,53.33,-3.940000057220459,15.0,2.5
52.68,WetSand,55.33,-3.75,15.0,2.5
53.66,WetSand,54.67,-3.880000114440918,15.0,2.5
54.68,WetSand,49.33,-4.190000057220459,15.0,2.5
55.71,DrySand,66.0,-4.190000057220459,15.0,2.5
56.71,DrySand,67.33,-4.380000114440918,15.0,2.5
57.81,DrySand,70.0,-4.25,15.0,2.5
58.82,DrySand,55.67,-3.75,15.0,2.5
59.94,DrySand,65.33,-2.940000057220459,15.0,2.5
61.11,DrySand,70.67,-1.8799999952316284,15.0,2.5
62.27,DrySand,64.0,-2.190000057220459,15.0,2.5
63.38,WetSand,73.33,-3.5,15.0,2.5
64.52,DrySand,59.0,-3.440000057220459,15.0,2.5
65.66,DrySand,75.0,-2.809999942779541,15.0,2.5
66.79,DrySand,68.33,-2.380000114440918,15.0,2.5
67.9,WetSand,49.0,-3.0,15.0,2.5
