timestamp,prediction,confidence,yaw,kp,kd
12.59,DrySand,70.67,2.25,2.0,0.2
13.69,DrySand,81.67,1.1200000047683716,15.0,1.5
14.75,DrySand,80.0,-1.0,15.0,1.5
15.75,WetSand,88.0,-1.809999942779541,15.0,1.5
16.79,WetSand,92.67,-1.5,15.0,1.5
17.9,DrySand,58.67,-1.059999942779541,15.0,1.5
18.85,DrySand,73.67,-1.25,15.0,1.5
19.92,WetSand,60.67,-1.75,15.0,1.5
20.93,WetSand,88.67,-2.130000114440918,15.0,1.5
22.02,DrySand,47.33,-3.0,15.0,1.5
23.13,DrySand,55.67,-2.75,15.0,1.5
24.19,DrySand,54.67,-2.809999942779541,15.0,1.5
25.29,DrySand,62.67,-3.0,15.0,1.5
26.34,WetSand,62.0,-2.880000114440918,15.0,1.5
27.37,WetSand,97.33,-2.940000057220459,15.0,1.5
28.52,WetSand,98.0,-2.25,15.0,1.5
29.48,WetSand,88.33,-2.25,15.0,1.5
30.52,WetSand,84.33,-2.440000057220459,15.0,1.5
31.59,WetSand,64.67,-2.690000057220459,15.0,1.5
32.63,WetSand,80.33,-2.75,15.0,1.5
33.66,WetSand,80.33,-2.5,15.0,1.5
34.69,DrySand,73.33,-2.309999942779541,15.0,1.5
35.75,WetSand,47.0,-2.440000057220459,15.0,1.5
36.72,WetSand,98.33,-2.880000114440918,15.0,1.5
37.72,WetSand,97.67,-2.940000057220459,15.0,1.5
38.82,WetSand,97.0,-2.690000057220459,15.0,1.5
39.78,WetSand,60.0,-2.440000057220459,15.0,1.5
40.88,WetSand,55.33,-1.940000057220459,15.0,1.5
