timestamp,prediction,confidence,yaw,kp,kd
12.04,DrySand,58.67,-9.4399995803833,2.0,0.2
12.94,DrySand,65.0,-8.6899995803833,2.5,0.15
13.93,DrySand,62.33,-7.130000114440918,2.5,0.15
14.99,WetSand,57.0,-5.940000057220459,2.5,0.15
15.98,DrySand,52.33,-5.380000114440918,2.5,0.15
17.01,DrySand,65.33,-4.940000057220459,2.5,0.15
17.98,DrySand,69.33,-5.0,2.5,0.15
18.99,DrySand,68.0,-5.059999942779541,2.5,0.15
20.08,DrySand,50.67,-4.940000057220459,2.5,0.15
21.09,DrySand,74.0,-4.380000114440918,2.5,0.15
22.25,WetSand,70.0,-3.75,2.5,0.15
23.28,DrySand,60.33,-2.75,2.5,0.15
24.4,DrySand,63.0,-3.630000114440918,2.5,0.15
25.58,WetSand,95.0,-5.809999942779541,2.5,0.15
26.63,WetSand,76.67,-6.0,2.45,0.1
27.68,WetSand,86.67,-6.309999942779541,2.45,0.1
28.75,WetSand,68.67,-6.440000057220459,2.45,0.1
29.84,WetSand,68.33,-5.309999942779541,2.5,0.15
30.95,WetSand,62.33,-4.0,2.5,0.15
32.04,WetSand,57.33,-4.0,2.5,0.15
33.21,WetSand,83.33,-3.880000114440918,2.5,0.15
34.25,WetSand,66.67,-3.440000057220459,2.45,0.1
35.34,DrySand,70.33,-3.380000114440918,2.5,0.15
36.47,DrySand,69.67,-3.75,2.5,0.15
