timestamp,prediction,confidence,yaw,kp,kd
21.81,WetSand,89.33,-0.0,2.0,0.2
22.17,WetSand,89.67,-0.0,2.0,0.2
22.5,WetSand,91.67,2.380000114440918,2.0,0.2
22.82,WetSand,67.0,3.309999942779541,4.5,0.9
23.41,DrySand,54.0,3.380000114440918,4.5,0.9
24.44,DrySand,56.67,2.809999942779541,4.5,0.9
25.55,WetSand,51.67,-3.630000114440918,4.5,0.9
26.63,WetSand,80.33,-5.940000057220459,4.5,0.9
27.6,WetSand,94.33,-7.059999942779541,4.5,0.9
28.65,DrySand,73.67,-8.0600004196167,4.5,0.9
29.7,DrySand,74.0,-8.880000114440918,4.5,0.9
30.72,DrySand,59.33,-9.0600004196167,4.5,0.9
31.78,DrySand,46.33,-8.8100004196167,4.5,0.9
32.75,DrySand,55.67,-9.4399995803833,3.6,0.6
33.82,DrySand,56.0,-9.1899995803833,4.5,0.9
34.9,DrySand,65.67,-9.0600004196167,4.5,0.9
35.95,DrySand,68.33,-8.630000114440918,4.5,0.9
36.97,DrySand,57.67,-8.380000114440918,4.5,0.9
37.97,DrySand,64.67,-7.309999942779541,4.5,0.9
39.06,DrySand,60.0,-6.940000057220459,4.5,0.9
40.13,WetSand,55.67,-6.809999942779541,4.5,0.9
41.24,WetSand,54.0,-6.190000057220459,4.5,0.9
42.38,WetSand,54.67,-4.940000057220459,4.5,0.9
43.47,WetSand,51.0,-4.559999942779541,4.5,0.9
44.6,WetSand,62.0,-4.440000057220459,4.5,0.9
45.72,DrySand,62.0,-5.75,4.5,0.9
46.85,WetSand,54.0,-6.130000114440918,4.5,0.9
48.04,DrySand,56.0,-6.75,4.5,0.9
49.12,DrySand,65.0,-7.059999942779541,4.5,0.9
50.21,WetSand,52.33,-7.059999942779541,4.5,0.9
