timestamp,prediction,confidence,yaw,kp,kd
13.64,DrySand,90.66,-2.940000057220459,2.0,0.2
14.61,DrySand,90.66,-1.1200000047683716,15.0,1.5
15.62,DrySand,90.66,-1.5,15.0,1.5
16.61,DrySand,90.66,-1.940000057220459,15.0,1.5
17.64,DrySand,90.66,-2.559999942779541,15.0,1.5
18.71,DrySand,90.66,-2.25,15.0,1.5
19.66,DrySand,90.66,-2.059999942779541,15.0,1.5
20.7,DrySand,90.66,-2.190000057220459,15.0,1.5
21.73,DrySand,90.66,-2.309999942779541,15.0,1.5
22.85,DrySand,90.66,-2.75,15.0,1.5
23.97,DrySand,90.66,-2.940000057220459,15.0,1.5
25.07,DrySand,90.66,-3.5,15.0,1.5
26.22,DrySand,90.66,-3.630000114440918,15.0,1.5
27.28,DrySand,90.66,-2.190000057220459,15.0,1.5
28.44,DrySand,90.66,-2.630000114440918,15.0,1.5
29.52,DrySand,90.66,-2.75,15.0,1.5
30.47,DrySand,90.66,-2.690000057220459,15.0,1.5
31.52,DrySand,90.66,-2.559999942779541,15.0,1.5
32.62,DrySand,90.66,-2.880000114440918,15.0,1.5
33.71,DrySand,90.66,-3.130000114440918,15.0,1.5
34.79,DrySand,90.66,-3.380000114440918,15.0,1.5
35.85,DrySand,90.66,-3.25,15.0,1.5
36.91,DrySand,90.66,-3.630000114440918,15.0,1.5
37.99,DrySand,90.66,-3.690000057220459,15.0,1.5
39.03,DrySand,90.66,-3.559999942779541,15.0,1.5
40.2,DrySand,90.66,-3.559999942779541,15.0,1.5
