timestamp,prediction,confidence,yaw,kp,kd
11.86,DrySand,63.67,-0.1899999976158142,2.0,0.2
12.87,DrySand,79.67,2.75,2.5,0.15
13.95,DrySand,77.33,0.8799999952316284,3.2,0.6
14.98,WetSand,51.33,-3.559999942779541,3.2,0.6
16.04,DrySand,74.0,-6.559999942779541,2.5,0.15
17.13,DrySand,73.67,-8.25,2.5,0.15
18.08,DrySand,72.33,-9.380000114440918,2.5,0.15
19.1,DrySand,71.67,-9.5600004196167,2.5,0.15
20.08,DrySand,52.33,-10.630000114440918,2.5,0.15
21.09,DrySand,66.67,-11.880000114440918,2.5,0.15
22.23,DrySand,67.67,-13.1899995803833,2.5,0.15
23.17,DrySand,62.0,-13.3100004196167,2.5,0.15
24.23,DrySand,59.33,-14.0,2.5,0.15
25.27,DrySand,48.67,-14.75,2.5,0.15
26.32,WetSand,83.67,-15.380000114440918,2.5,0.15
27.42,WetSand,80.33,-14.1899995803833,3.2,0.6
28.51,WetSand,71.33,-12.0600004196167,3.2,0.6
29.6,DrySand,73.0,-10.1899995803833,2.5,0.15
30.69,DrySand,70.33,-9.8100004196167,2.5,0.15
31.85,WetSand,57.0,-7.880000114440918,2.5,0.15
33.09,WetSand,76.0,-7.190000057220459,2.5,0.15
34.15,DrySand,48.33,-7.059999942779541,3.2,0.6
35.19,WetSand,48.67,-7.25,2.5,0.15
36.27,DrySand,47.67,-8.0600004196167,2.5,0.15
37.42,DrySand,78.0,-8.25,2.5,0.15
38.61,DrySand,75.67,-8.130000114440918,3.2,0.6
39.55,WetSand,49.33,-7.690000057220459,3.2,0.6
