timestamp,prediction,confidence,yaw,kp,kd
48.97,DrySand,82.33,-11.75,2.0,0.2
49.94,DrySand,58.67,-8.6899995803833,15.0,1.5
51.09,WetSand,61.67,-3.380000114440918,15.0,1.5
52.29,WetSand,73.67,-2.380000114440918,5.0,0.5
53.44,DrySand,58.0,-4.25,5.0,0.5
54.59,DrySand,72.0,-3.880000114440918,15.0,1.5
55.67,DrySand,72.67,-4.130000114440918,15.0,1.5
56.75,WetSand,48.33,-2.940000057220459,15.0,1.5
57.89,DrySand,73.33,-2.940000057220459,5.0,0.5
59.0,WetSand,50.33,-3.5,15.0,1.5
60.11,WetSand,66.67,-4.380000114440918,5.0,0.5
61.18,DrySand,54.33,-4.25,5.0,0.5
62.32,DrySand,58.67,-3.940000057220459,15.0,1.5
63.42,WetSand,79.0,-3.630000114440918,15.0,1.5
64.51,WetSand,87.33,-5.059999942779541,5.0,0.5
65.66,WetSand,85.0,-6.690000057220459,5.0,0.5
66.69,WetSand,80.0,-9.0,5.0,0.5
67.76,DrySand,67.0,-9.130000114440918,5.0,0.5
68.91,DrySand,64.0,-6.25,15.0,1.5
69.93,DrySand,75.33,-2.059999942779541,15.0,1.5
71.05,DrySand,69.33,-1.0,15.0,1.5
